StartTime: 2018-11-11 21:21:17.512
Time(s)	ax(g)	ay(g)	az(g) 
701.310	0.3340	-0.7944	0.5635 
701.331	0.3408	-0.7856	0.5645 
701.354	0.3301	-0.7915	0.5659 
701.368	0.3218	-0.7979	0.5688 
701.388	0.3228	-0.7979	0.5669 
701.408	0.3286	-0.8013	0.5698 
701.427	0.3203	-0.7964	0.5562 
701.447	0.3091	-0.7891	0.5518 
701.485	0.3325	-0.7949	0.5684 
701.495	0.3384	-0.7905	0.5698 
701.516	0.3301	-0.7744	0.5620 
701.527	0.3184	-0.7876	0.5586 
701.547	0.3247	-0.8013	0.5688 
701.567	0.3271	-0.7949	0.5669 
701.587	0.3291	-0.7949	0.5615 
701.607	0.3286	-0.7954	0.5586 
701.627	0.3115	-0.7998	0.5581 
701.688	0.3188	-0.7998	0.5649 
701.693	0.3223	-0.8052	0.5698 
701.693	0.3193	-0.7959	0.5596 
701.711	0.3145	-0.7852	0.5508 
701.726	0.3252	-0.7896	0.5581 
701.746	0.3394	-0.7925	0.5737 
701.767	0.3242	-0.7939	0.5669 
701.788	0.3179	-0.7915	0.5654 
701.807	0.3203	-0.7925	0.5605 
701.828	0.3281	-0.7969	0.5664 
701.885	0.3232	-0.7998	0.5640 
701.892	0.3208	-0.7974	0.5581 
701.892	0.3145	-0.7900	0.5562 
701.904	0.3149	-0.7974	0.5576 
701.926	0.3257	-0.8047	0.5684 
701.945	0.3262	-0.7871	0.5654 
701.964	0.3140	-0.7871	0.5562 
701.984	0.3223	-0.8013	0.5654 
702.004	0.3267	-0.8003	0.5659 
702.024	0.3208	-0.7998	0.5630 
702.044	0.3213	-0.7964	0.5557 
702.084	0.3174	-0.7925	0.5557 
702.095	0.3262	-0.7959	0.5620 
702.104	0.3330	-0.7964	0.5620 
702.124	0.3291	-0.7944	0.5581 
702.144	0.3203	-0.7954	0.5522 
702.163	0.3301	-0.7915	0.5601 
702.185	0.3335	-0.7925	0.5581 
702.203	0.3208	-0.7993	0.5522 
702.226	0.3115	-0.7979	0.5518 
702.288	0.3247	-0.8013	0.5576 
702.295	0.3242	-0.8022	0.5664 
702.295	0.3174	-0.7998	0.5552 
702.305	0.3223	-0.7925	0.5566 
702.323	0.3203	-0.7959	0.5547 
702.347	0.3193	-0.8062	0.5542 
702.368	0.3242	-0.8022	0.5566 
702.392	0.3242	-0.8037	0.5527 
702.412	0.3311	-0.7998	0.5581 
702.422	0.3247	-0.7930	0.5522 
702.443	0.3179	-0.7979	0.5532 
702.483	0.3242	-0.7905	0.5576 
702.495	0.3223	-0.8003	0.5552 
702.505	0.3262	-0.7998	0.5610 
702.521	0.3350	-0.7939	0.5576 
702.541	0.3335	-0.7949	0.5610 
702.562	0.3335	-0.7915	0.5601 
702.581	0.3252	-0.7900	0.5552 
702.606	0.3262	-0.7964	0.5552 
702.628	0.3281	-0.7939	0.5586 
702.642	0.3228	-0.7993	0.5581 
702.688	0.3213	-0.8003	0.5562 
702.697	0.3271	-0.7949	0.5591 
702.706	0.3237	-0.7998	0.5562 
702.720	0.3247	-0.7993	0.5552 
702.745	0.3252	-0.7964	0.5542 
702.769	0.3218	-0.7974	0.5527 
702.786	0.3237	-0.7949	0.5435 
702.805	0.3350	-0.7954	0.5498 
702.819	0.3359	-0.8013	0.5552 
702.839	0.3296	-0.7974	0.5571 
702.887	0.3223	-0.7988	0.5566 
702.897	0.3271	-0.7974	0.5527 
702.903	0.3325	-0.7915	0.5493 
702.920	0.3413	-0.7856	0.5508 
702.942	0.3428	-0.7886	0.5479 
702.969	0.3394	-0.7935	0.5459 
702.991	0.3447	-0.7949	0.5488 
702.998	0.3286	-0.7959	0.5586 
703.018	0.3101	-0.8037	0.5498 
703.038	0.3057	-0.8101	0.5635 
703.080	0.3223	-0.8052	0.5781 
703.091	0.3188	-0.7983	0.5684 
703.098	0.3135	-0.7944	0.5659 
703.118	0.3228	-0.7871	0.5688 
703.138	0.3271	-0.7900	0.5620 
703.160	0.3296	-0.7939	0.5596 
703.179	0.3335	-0.7910	0.5591 
703.199	0.3286	-0.7905	0.5518 
703.219	0.3281	-0.7983	0.5635 
703.283	0.3330	-0.7949	0.5728 
703.290	0.3296	-0.7920	0.5615 
703.290	0.3311	-0.7886	0.5586 
703.301	0.3433	-0.7769	0.5615 
703.318	0.3369	-0.7837	0.5610 
703.340	0.3247	-0.7939	0.5625 
703.359	0.3169	-0.7979	0.5547 
703.380	0.3325	-0.7974	0.5649 
703.396	0.3369	-0.7896	0.5635 
703.416	0.3242	-0.7881	0.5508 
703.436	0.3257	-0.7969	0.5562 
703.491	0.3145	-0.7993	0.5518 
703.497	0.3154	-0.7988	0.5581 
703.497	0.3218	-0.7974	0.5591 
703.527	0.3218	-0.7998	0.5596 
703.537	0.3228	-0.7905	0.5537 
703.556	0.3223	-0.7910	0.5566 
703.575	0.3232	-0.8032	0.5674 
703.595	0.3188	-0.8066	0.5654 
703.615	0.3188	-0.8008	0.5620 
703.634	0.3193	-0.7959	0.5532 
703.690	0.3198	-0.7988	0.5527 
703.696	0.3296	-0.7925	0.5547 
703.696	0.3267	-0.8042	0.5581 
703.725	0.3228	-0.7998	0.5566 
703.742	0.3174	-0.7852	0.5488 
703.755	0.3179	-0.7905	0.5493 
703.774	0.3203	-0.8101	0.5547 
703.794	0.3218	-0.7998	0.5425 
703.814	0.3296	-0.7900	0.5298 
703.834	0.3389	-0.7959	0.5303 
703.888	0.3340	-0.8164	0.5342 
703.894	0.3242	-0.8223	0.5249 
703.894	0.3159	-0.8394	0.5220 
703.920	0.3164	-0.8389	0.5239 
703.943	0.3105	-0.8345	0.5190 
703.953	0.3120	-0.8306	0.5137 
703.973	0.3193	-0.8252	0.5073 
703.993	0.3188	-0.8306	0.5093 
704.013	0.3066	-0.8354	0.5034 
704.033	0.3086	-0.8364	0.5156 
704.080	0.3174	-0.8281	0.5190 
704.090	0.3159	-0.8228	0.5093 
704.096	0.3110	-0.8145	0.5142 
704.112	0.3228	-0.8164	0.5210 
704.135	0.3359	-0.8091	0.5269 
704.157	0.3281	-0.8076	0.5264 
704.181	0.3271	-0.8013	0.5396 
704.203	0.3276	-0.8076	0.5645 
704.212	0.3076	-0.8110	0.5786 
704.232	0.2705	-0.7695	0.5806 
704.251	0.2646	-0.7290	0.5723 
704.273	0.2900	-0.7397	0.6079 
704.329	0.3213	-0.7715	0.6631 
704.336	0.3379	-0.8066	0.6968 
704.336	0.2969	-0.8247	0.6733 
704.351	0.2529	-0.8159	0.6514 
704.371	0.2539	-0.8003	0.6387 
704.391	0.2798	-0.7842	0.6201 
704.411	0.2744	-0.7827	0.6079 
704.432	0.2700	-0.7930	0.6035 
704.451	0.2783	-0.7852	0.6191 
704.472	0.2705	-0.7549	0.6152 
704.528	0.2627	-0.7393	0.6035 
704.535	0.2661	-0.7422	0.6050 
704.535	0.2710	-0.7534	0.6172 
704.552	0.2813	-0.7515	0.6299 
704.570	0.2881	-0.7466	0.6343 
704.590	0.2822	-0.7510	0.6362 
704.609	0.2803	-0.7622	0.6357 
704.629	0.2935	-0.7485	0.6328 
704.649	0.3105	-0.7461	0.6323 
704.669	0.3286	-0.7339	0.6362 
704.727	0.3257	-0.7402	0.6396 
704.734	0.3271	-0.7451	0.6563 
