StartTime: 2018-11-11 21:21:17.512
Time(s)	ax(g)	ay(g)	az(g) 
310.290	0.2993	-0.7861	0.5703 
310.296	0.3101	-0.7876	0.5586 
310.316	0.3086	-0.8037	0.5513 
310.336	0.3203	-0.8169	0.5596 
310.357	0.3174	-0.8130	0.5620 
310.377	0.3125	-0.8022	0.5762 
310.421	0.3091	-0.7983	0.5801 
310.429	0.2827	-0.8037	0.5425 
310.436	0.2939	-0.7930	0.5371 
310.457	0.3467	-0.7603	0.5522 
310.474	0.3530	-0.7651	0.5635 
310.495	0.3071	-0.7944	0.5762 
310.516	0.2783	-0.7988	0.5742 
310.537	0.2974	-0.7881	0.5459 
310.572	0.3193	-0.7842	0.5527 
310.582	0.3237	-0.7886	0.5825 
310.594	0.3262	-0.7793	0.5903 
310.615	0.3032	-0.7803	0.5776 
310.669	0.2729	-0.7988	0.5708 
310.675	0.2661	-0.8115	0.5728 
310.675	0.2759	-0.8125	0.5649 
310.702	0.2910	-0.8179	0.5566 
310.725	0.3276	-0.8252	0.5601 
310.737	0.3447	-0.8164	0.5718 
310.755	0.3169	-0.7939	0.5269 
310.774	0.3115	-0.8008	0.5181 
310.794	0.2866	-0.8281	0.5068 
310.813	0.2896	-0.8359	0.4980 
310.865	0.3091	-0.8408	0.4922 
310.872	0.3301	-0.8540	0.4946 
310.877	0.3550	-0.8496	0.5259 
310.895	0.3516	-0.8345	0.5347 
310.920	0.3096	-0.8125	0.5112 
310.941	0.2920	-0.8140	0.5098 
310.960	0.2798	-0.8418	0.5073 
310.973	0.2681	-0.8345	0.4956 
310.993	0.2534	-0.8135	0.4580 
311.012	0.2695	-0.8120	0.4648 
311.065	0.2915	-0.8228	0.4873 
311.071	0.2910	-0.8311	0.4976 
311.077	0.2524	-0.8501	0.4761 
311.099	0.2285	-0.8579	0.4570 
311.121	0.2290	-0.8535	0.4575 
311.144	0.2363	-0.8545	0.4639 
311.153	0.2358	-0.8677	0.4531 
311.172	0.2158	-0.8750	0.4414 
311.192	0.2095	-0.8730	0.4155 
311.211	0.2285	-0.8691	0.4233 
311.260	0.2739	-0.8555	0.4336 
311.271	0.2764	-0.8682	0.4336 
311.289	0.2334	-0.9404	0.4409 
311.297	0.1929	-0.9805	0.4258 
311.311	0.1899	-0.9985	0.4131 
311.331	0.2212	-0.9946	0.4023 
311.352	0.2886	-0.9854	0.4160 
311.371	0.3218	-0.9834	0.4150 
311.394	0.3071	-1.0063	0.3799 
311.412	0.3037	-1.0293	0.3848 
311.455	0.3452	-1.0410	0.5503 
311.467	0.3491	-1.0229	0.6021 
311.473	0.3545	-0.9458	0.5728 
311.490	0.3545	-0.8872	0.5693 
311.510	0.3081	-0.7695	0.5352 
311.530	0.2700	-0.6958	0.5029 
311.553	0.3589	-0.6484	0.5864 
311.573	0.4248	-0.6455	0.7002 
311.590	0.4761	-0.6646	0.7944 
311.653	0.5107	-0.6694	0.8154 
311.664	0.5361	-0.6914	0.8188 
311.664	0.5200	-0.7183	0.7729 
311.670	0.4570	-0.7104	0.7124 
311.691	0.3853	-0.6772	0.6328 
311.713	0.2886	-0.6611	0.5376 
311.734	0.2681	-0.6436	0.5278 
311.762	0.2759	-0.6270	0.5449 
311.773	0.2793	-0.6128	0.5439 
311.789	0.2646	-0.6167	0.5347 
311.809	0.2480	-0.6475	0.5444 
311.862	0.2524	-0.6733	0.5684 
311.872	0.3008	-0.6846	0.6021 
311.878	0.2983	-0.7061	0.5928 
311.896	0.2676	-0.7354	0.6006 
311.917	0.2676	-0.7349	0.5928 
311.930	0.2603	-0.7588	0.5991 
311.948	0.2622	-0.7686	0.6011 
311.967	0.2935	-0.7598	0.6201 
311.988	0.3101	-0.7690	0.6289 
312.008	0.2886	-0.7974	0.6235 
312.070	0.2373	-0.8198	0.6079 
312.077	0.1592	-0.8691	0.6040 
312.077	0.1514	-0.9004	0.6104 
312.087	0.2378	-0.8467	0.6367 
312.107	0.3843	-0.8223	0.6353 
312.127	0.5127	-0.9380	0.6665 
312.147	0.4785	-1.0366	0.6777 
312.174	0.4131	-0.9644	0.5610 
312.194	0.4307	-0.8667	0.4570 
312.214	0.4956	-0.7603	0.3828 
312.275	0.5771	-0.7637	0.4048 
312.280	0.5581	-0.8413	0.4951 
312.280	0.4604	-0.8677	0.5103 
312.287	0.3706	-0.8540	0.5039 
312.308	0.3643	-0.7964	0.5015 
312.326	0.3501	-0.7207	0.4541 
312.349	0.3232	-0.6738	0.4170 
312.370	0.2788	-0.6553	0.3750 
312.396	0.2637	-0.6890	0.3711 
312.406	0.2725	-0.6968	0.4009 
312.428	0.2964	-0.6997	0.4229 
312.471	0.2856	-0.7349	0.4272 
312.478	0.2720	-0.7637	0.4443 
312.487	0.2715	-0.7969	0.4619 
312.505	0.2954	-0.7949	0.4619 
312.528	0.3115	-0.8071	0.4429 
312.545	0.3301	-0.8198	0.4365 
312.570	0.3247	-0.8359	0.4312 
312.594	0.2998	-0.8643	0.4336 
312.611	0.2881	-0.9116	0.4556 
312.632	0.2939	-0.9268	0.4668 
312.673	0.3037	-0.9204	0.4854 
312.680	0.3271	-0.8970	0.4976 
312.686	0.3716	-0.9092	0.5093 
312.707	0.3872	-0.9717	0.5889 
312.726	0.3911	-1.0068	0.7402 
312.752	0.4312	-0.9800	0.7490 
312.775	0.4058	-0.8696	0.7671 
312.795	0.3755	-0.7954	0.7290 
312.805	0.3364	-0.7573	0.6777 
312.824	0.3091	-0.7769	0.6738 
312.872	0.3638	-0.7915	0.7114 
312.878	0.4355	-0.8062	0.7368 
312.884	0.5317	-0.7822	0.7393 
312.906	0.5537	-0.7163	0.6904 
312.926	0.4663	-0.6533	0.5400 
312.952	0.3389	-0.6377	0.4751 
312.971	0.2056	-0.6299	0.4507 
312.983	0.1738	-0.6274	0.4443 
313.003	0.1807	-0.6094	0.4497 
313.022	0.2300	-0.5771	0.4722 
313.065	0.2935	-0.5713	0.5068 
313.074	0.3184	-0.6392	0.5566 
313.087	0.3066	-0.6958	0.5776 
313.103	0.2666	-0.7573	0.6040 
313.122	0.2539	-0.7808	0.6260 
313.143	0.3003	-0.7554	0.6548 
313.162	0.3325	-0.7305	0.6636 
313.183	0.3589	-0.7300	0.6592 
313.203	0.3628	-0.7769	0.6479 
313.228	0.2588	-0.8770	0.6255 
313.249	0.1382	-0.9048	0.5942 
313.262	0.0952	-0.8306	0.5693 
313.310	0.2310	-0.7568	0.5708 
313.320	0.5293	-0.8379	0.6216 
313.327	0.4980	-0.9531	0.6704 
313.349	0.3921	-1.0425	0.5791 
313.370	0.3975	-1.0366	0.4917 
313.381	0.4766	-0.9263	0.4189 
313.401	0.5894	-0.8252	0.4185 
313.421	0.6582	-0.8228	0.4644 
313.441	0.5103	-0.9146	0.5034 
313.461	0.3208	-0.9331	0.5195 
313.508	0.2852	-0.8423	0.4888 
313.515	0.2651	-0.7007	0.4009 
313.520	0.2729	-0.6416	0.3657 
313.542	0.2622	-0.6045	0.3340 
313.564	0.2500	-0.6426	0.3325 
313.582	0.2510	-0.7158	0.3745 
313.605	0.2705	-0.7432	0.4209 
313.620	0.3223	-0.7412	0.4424 
313.640	0.3540	-0.7402	0.4629 
313.660	0.3311	-0.7920	0.4629 
313.725	0.2979	-0.8174	0.4341 
313.737	0.2837	-0.8115	0.3989 
313.737	0.3037	-0.8145	0.4023 
313.751	0.3320	-0.8291	0.4209 
313.760	0.3296	-0.8452	0.4492 
313.781	0.2881	-0.9004	0.4727 
313.804	0.2661	-0.9253	0.4907 
313.828	0.3076	-0.9146	0.5122 
313.851	0.3267	-0.8979	0.5151 
313.863	0.3071	-0.9214	0.5303 
313.878	0.3042	-0.9595	0.6006 
313.916	0.3501	-0.9863	0.7275 
313.926	0.3760	-0.9756	0.7622 
313.947	0.3760	-0.8438	0.7744 
313.958	0.3745	-0.7729	0.7646 
313.978	0.3418	-0.7778	0.7813 
313.998	0.3413	-0.8252	0.7808 
314.017	0.4243	-0.8740	0.8223 
314.038	0.4771	-0.8828	0.8213 
314.058	0.4790	-0.7666	0.7617 
314.107	0.4404	-0.6934	0.6577 
314.114	0.3848	-0.5698	0.5356 
314.120	0.3325	-0.5161	0.4712 
314.143	0.2070	-0.5142	0.3804 
314.162	0.1318	-0.5693	0.3638 
314.183	0.1484	-0.6299	0.4482 
314.204	0.2275	-0.6318	0.5396 
314.229	0.2964	-0.6265	0.5581 
314.237	0.2837	-0.6475	0.5532 
314.257	0.2612	-0.6982	0.5801 
314.312	0.2725	-0.7661	0.6533 
314.318	0.2954	-0.7847	0.6616 
314.318	0.3252	-0.7593	0.6323 
314.346	0.3511	-0.7588	0.6250 
314.368	0.3335	-0.7920	0.6079 
314.376	0.2324	-0.8369	0.5884 
314.395	0.0962	-0.8550	0.5640 
314.416	0.1377	-0.7832	0.5693 
314.436	0.4375	-0.7705	0.6094 
314.459	0.5137	-0.8882	0.6484 
314.513	0.3999	-1.0757	0.5757 
314.521	0.3921	-1.1162	0.4985 
314.521	0.4727	-1.0186	0.4292 
314.536	0.5605	-0.9048	0.4185 
314.556	0.6396	-0.8608	0.4712 
314.575	0.5186	-0.9170	0.5166 
314.595	0.3257	-0.8867	0.5239 
314.618	0.2813	-0.8018	0.4727 
314.639	0.2378	-0.6875	0.4004 
314.658	0.2241	-0.6431	0.3521 
314.713	0.2261	-0.6304	0.2988 
314.719	0.2251	-0.6665	0.3047 
314.719	0.2344	-0.7041	0.3511 
314.736	0.2314	-0.7441	0.3853 
314.755	0.2739	-0.8066	0.4653 
314.774	0.2861	-0.8286	0.4868 
314.794	0.2749	-0.8530	0.4658 
314.814	0.2817	-0.8599	0.4424 
314.835	0.2949	-0.8579	0.3999 
314.858	0.3105	-0.8521	0.3843 
314.913	0.3091	-0.8428	0.4253 
314.919	0.3154	-0.8423	0.4619 
314.919	0.3306	-0.8223	0.4897 
314.935	0.3633	-0.8320	0.4985 
314.957	0.4224	-0.9258	0.6006 
314.975	0.4360	-0.9727	0.7544 
314.994	0.4307	-0.9736	0.8535 
315.013	0.4009	-0.8975	0.8833 
315.035	0.3472	-0.7925	0.9282 
315.054	0.3647	-0.7847	0.8906 
315.081	0.4980	-0.7998	0.8892 
315.128	0.5825	-0.8135	0.8618 
315.140	0.4556	-0.7983	0.7109 
315.140	0.3306	-0.7559	0.5996 
315.159	0.2739	-0.6255	0.5195 
315.179	0.2788	-0.5566	0.4805 
315.194	0.2759	-0.5347	0.4707 
315.212	0.2656	-0.5474	0.4673 
315.232	0.2373	-0.5918	0.4971 
315.252	0.2544	-0.6138	0.5171 
315.272	0.3140	-0.6777	0.5972 
315.318	0.3413	-0.6963	0.6206 
315.330	0.3208	-0.7305	0.6128 
315.336	0.2939	-0.7363	0.6064 
315.352	0.2778	-0.7324	0.6079 
315.374	0.2808	-0.7275	0.6118 
315.395	0.3330	-0.7241	0.6240 
315.418	0.3623	-0.7456	0.6240 
315.442	0.2349	-0.8311	0.5898 
315.452	0.1172	-0.8647	0.5610 
315.472	0.1050	-0.8237	0.5649 
315.520	0.3037	-0.7349	0.5679 
315.527	0.5278	-0.7920	0.6182 
315.532	0.5024	-0.9971	0.6509 
315.551	0.3931	-1.0571	0.5835 
315.573	0.3853	-1.0088	0.4443 
315.596	0.4683	-0.8931	0.4048 
315.612	0.6382	-0.7744	0.4482 
315.631	0.6494	-0.8086	0.4951 
315.650	0.4360	-0.9131	0.5293 
315.671	0.3286	-0.8979	0.5259 
315.710	0.2896	-0.7979	0.4893 
315.721	0.2837	-0.7300	0.4380 
315.730	0.3008	-0.6704	0.3755 
315.750	0.3076	-0.6421	0.3633 
315.771	0.2886	-0.6523	0.3535 
315.790	0.2842	-0.6836	0.3726 
315.810	0.3154	-0.7568	0.4478 
315.835	0.3218	-0.7988	0.4814 
315.850	0.3052	-0.8213	0.4834 
315.875	0.2808	-0.8291	0.4609 
315.896	0.2822	-0.8472	0.4399 
315.911	0.2979	-0.8574	0.4312 
315.965	0.3149	-0.8472	0.4009 
315.979	0.3271	-0.8262	0.3955 
315.979	0.3262	-0.8311	0.4038 
315.989	0.3320	-0.8286	0.4185 
316.009	0.3525	-0.8320	0.4424 
316.028	0.3696	-0.8745	0.4697 
316.050	0.4043	-0.9878	0.6436 
316.068	0.3652	-1.0488	0.7920 
316.112	0.3711	-0.9902	0.8413 
316.122	0.3560	-0.8672	0.8276 
316.128	0.3672	-0.7446	0.7642 
316.148	0.4033	-0.7183	0.7378 
316.170	0.4795	-0.7256	0.7480 
316.191	0.4829	-0.7598	0.7324 
316.212	0.4238	-0.8052	0.6948 
316.236	0.4087	-0.7852	0.6777 
316.258	0.3760	-0.6875	0.6187 
316.271	0.3247	-0.6343	0.5615 
316.293	0.2632	-0.6118	0.5015 
316.309	0.2271	-0.6240	0.4819 
316.327	0.2104	-0.6484	0.4722 
316.367	0.2427	-0.6538	0.5063 
316.375	0.3228	-0.6489	0.5688 
316.387	0.3320	-0.6650	0.5718 
316.407	0.2920	-0.7148	0.5781 
316.427	0.2783	-0.7285	0.5830 
316.447	0.2695	-0.7271	0.5811 
316.467	0.2817	-0.7163	0.5850 
316.486	0.2979	-0.7319	0.5918 
316.506	0.3159	-0.7642	0.6069 
316.561	0.2915	-0.8350	0.6172 
316.567	0.1777	-0.8872	0.6094 
316.567	0.1035	-0.8940	0.5947 
316.596	0.1724	-0.8589	0.6055 
316.618	0.3809	-0.8091	0.6294 
316.627	0.4941	-0.8730	0.6553 
316.646	0.3467	-0.9956	0.6250 
316.666	0.3330	-0.9722	0.5596 
316.686	0.3857	-0.8960	0.4727 
316.706	0.5347	-0.7710	0.3833 
316.756	0.6362	-0.7246	0.4019 
316.764	0.7012	-0.8203	0.5015 
316.770	0.5762	-0.9287	0.5537 
316.789	0.3887	-0.9629	0.5708 
316.808	0.3706	-0.8892	0.5537 
316.830	0.3745	-0.7393	0.4800 
316.854	0.3574	-0.6519	0.4253 
316.878	0.3154	-0.5752	0.3442 
316.884	0.2891	-0.5854	0.3320 
316.904	0.2866	-0.6333	0.3711 
316.962	0.2964	-0.6885	0.4170 
316.968	0.2959	-0.7563	0.4570 
316.968	0.2778	-0.7690	0.4648 
316.984	0.2803	-0.7695	0.4517 
317.006	0.3110	-0.7764	0.4473 
317.024	0.3369	-0.8252	0.4453 
317.044	0.3389	-0.8535	0.4468 
317.066	0.3096	-0.8770	0.4585 
317.085	0.2764	-0.8979	0.4604 
317.106	0.2524	-0.9243	0.4678 
317.126	0.2603	-0.9150	0.4790 
317.171	0.2856	-0.9072	0.4595 
317.181	0.2969	-0.9331	0.4824 
317.187	0.2959	-0.9893	0.6152 
317.205	0.3018	-0.9897	0.6938 
317.225	0.3599	-0.8730	0.7832 
317.249	0.3823	-0.7798	0.8228 
317.274	0.4102	-0.7104	0.8521 
317.283	0.4282	-0.7378	0.8408 
317.302	0.5000	-0.7979	0.8296 
