StartTime: 2018-11-11 21:21:17.512
Time(s)	ax(g)	ay(g)	az(g) 
356.998	0.3071	-0.7998	0.5562 
357.018	0.2969	-0.8145	0.5400 
357.046	0.3081	-0.8159	0.5571 
357.062	0.3062	-0.8115	0.5449 
357.084	0.2871	-0.8193	0.5400 
357.107	0.2944	-0.8262	0.5522 
357.116	0.3135	-0.8154	0.5498 
357.165	0.3237	-0.7959	0.5347 
357.175	0.3110	-0.8018	0.5269 
357.182	0.3081	-0.8154	0.5327 
357.199	0.3179	-0.8184	0.5488 
357.221	0.3232	-0.8159	0.5557 
357.243	0.3218	-0.8052	0.5601 
357.262	0.3262	-0.7881	0.5552 
357.282	0.3140	-0.7876	0.5381 
357.295	0.3105	-0.7954	0.5366 
357.316	0.3091	-0.8071	0.5425 
357.370	0.3262	-0.8071	0.5581 
357.376	0.3198	-0.8096	0.5684 
357.376	0.2896	-0.8208	0.5542 
357.395	0.2783	-0.8330	0.5376 
357.415	0.2827	-0.8389	0.5259 
357.434	0.3022	-0.8306	0.5093 
357.456	0.3042	-0.8076	0.4907 
357.480	0.2905	-0.8076	0.4604 
357.493	0.3047	-0.8296	0.4663 
357.515	0.3364	-0.8579	0.4839 
357.572	0.3477	-0.8726	0.4692 
357.583	0.3286	-0.8950	0.4536 
357.583	0.3091	-0.9111	0.4634 
357.594	0.2705	-0.9092	0.4688 
357.616	0.2568	-0.8882	0.4624 
357.634	0.2749	-0.8496	0.4658 
357.653	0.2974	-0.8330	0.4609 
357.673	0.2998	-0.8257	0.4370 
357.693	0.2764	-0.8350	0.4297 
357.715	0.2681	-0.8481	0.4365 
357.769	0.2886	-0.8413	0.4385 
357.775	0.3159	-0.8257	0.4321 
357.775	0.3169	-0.8330	0.4355 
357.800	0.3008	-0.8667	0.4458 
357.812	0.2974	-0.8687	0.4468 
357.832	0.2915	-0.8496	0.4331 
357.852	0.2930	-0.8545	0.4321 
357.872	0.2939	-0.8418	0.4331 
357.892	0.2881	-0.8271	0.4253 
357.911	0.2808	-0.8330	0.4160 
357.966	0.2759	-0.8516	0.4346 
357.972	0.2969	-0.8818	0.4419 
357.972	0.3013	-0.8887	0.4341 
358.001	0.3247	-0.8892	0.4336 
358.023	0.3228	-0.9155	0.4390 
358.031	0.2964	-0.9844	0.4551 
358.051	0.2949	-1.0083	0.4551 
358.071	0.2949	-1.0205	0.4297 
358.091	0.2856	-0.9976	0.4102 
358.112	0.2715	-0.9858	0.3799 
358.168	0.3281	-0.9951	0.4360 
358.176	0.4072	-0.9775	0.6128 
358.176	0.3994	-0.9614	0.6050 
358.191	0.3813	-0.9307	0.5854 
358.210	0.3438	-0.8184	0.5972 
358.230	0.3247	-0.7080	0.5698 
358.250	0.3237	-0.6533	0.5308 
358.272	0.3789	-0.6836	0.5825 
358.291	0.3906	-0.7104	0.7197 
358.310	0.3779	-0.7134	0.7490 
358.367	0.4351	-0.7490	0.8003 
358.373	0.5005	-0.7754	0.8213 
358.373	0.4692	-0.8110	0.7666 
358.398	0.4155	-0.7920	0.6924 
358.413	0.3203	-0.7031	0.5444 
358.429	0.2686	-0.6611	0.4873 
358.449	0.2378	-0.6372	0.4614 
358.471	0.2500	-0.6284	0.4761 
358.493	0.2632	-0.6313	0.4766 
358.513	0.2681	-0.6514	0.4746 
358.534	0.2954	-0.6743	0.5342 
358.569	0.3398	-0.6934	0.5776 
358.581	0.3413	-0.7212	0.6060 
358.588	0.3208	-0.7349	0.6040 
358.608	0.2856	-0.7402	0.5952 
358.628	0.2817	-0.7598	0.5981 
358.648	0.2944	-0.7466	0.6084 
358.668	0.3213	-0.7290	0.6060 
358.688	0.3047	-0.7793	0.5991 
358.708	0.2534	-0.8237	0.6108 
358.735	0.1577	-0.8809	0.6030 
358.754	0.1479	-0.8857	0.6133 
358.777	0.3145	-0.8120	0.6528 
358.837	0.4678	-0.8027	0.6587 
358.844	0.5254	-0.9209	0.6719 
358.844	0.4482	-1.0215	0.6416 
358.850	0.3516	-1.0293	0.5103 
358.873	0.3257	-0.9253	0.3652 
358.894	0.4736	-0.7261	0.3062 
358.917	0.6567	-0.7124	0.4004 
358.929	0.6343	-0.8511	0.5264 
358.982	0.4790	-0.9038	0.5210 
358.994	0.3677	-0.8804	0.5010 
358.994	0.3301	-0.8423	0.4932 
359.015	0.3096	-0.7568	0.4385 
359.034	0.2808	-0.6782	0.3794 
359.046	0.2290	-0.6406	0.3203 
359.066	0.2285	-0.6831	0.3325 
359.085	0.2905	-0.7109	0.4082 
359.105	0.3203	-0.7070	0.4336 
359.126	0.2920	-0.7725	0.4463 
359.188	0.2632	-0.8247	0.4683 
359.194	0.2422	-0.8521	0.4707 
359.194	0.2554	-0.8354	0.4526 
359.205	0.3140	-0.7988	0.4307 
359.226	0.3486	-0.7886	0.4180 
359.248	0.3652	-0.8179	0.4111 
359.269	0.3462	-0.8623	0.4395 
359.287	0.3223	-0.9082	0.4536 
359.311	0.2876	-0.9478	0.4712 
359.335	0.2993	-0.9404	0.4971 
359.354	0.3467	-0.8994	0.5005 
359.396	0.3545	-0.9448	0.5366 
359.408	0.3281	-1.0337	0.6797 
359.415	0.2900	-1.0381	0.7046 
359.424	0.3213	-0.9453	0.7285 
359.444	0.3223	-0.8140	0.7324 
359.464	0.3013	-0.6963	0.6890 
359.484	0.2788	-0.7144	0.7217 
359.503	0.3252	-0.8096	0.7832 
359.524	0.4277	-0.8330	0.8345 
359.544	0.5479	-0.8027	0.8228 
359.584	0.5391	-0.7642	0.7534 
359.593	0.4502	-0.6621	0.6094 
359.603	0.3584	-0.6240	0.5229 
359.623	0.2266	-0.6104	0.4316 
359.647	0.1802	-0.6318	0.4243 
359.663	0.1738	-0.6016	0.4312 
359.684	0.2290	-0.5938	0.4580 
359.704	0.3276	-0.6274	0.5425 
359.724	0.3667	-0.6362	0.5625 
359.745	0.3345	-0.6743	0.5796 
359.769	0.2881	-0.7148	0.5776 
359.788	0.2568	-0.7676	0.5918 
359.833	0.2734	-0.7681	0.6123 
359.844	0.3057	-0.7471	0.6147 
359.850	0.3188	-0.7329	0.6167 
359.867	0.3213	-0.7876	0.6235 
359.889	0.2954	-0.8589	0.6387 
359.908	0.1802	-0.9272	0.6436 
359.930	0.1372	-0.9355	0.6245 
359.943	0.2231	-0.8286	0.6045 
359.961	0.3750	-0.7749	0.5981 
359.981	0.5688	-0.8403	0.6387 
360.031	0.5020	-0.9438	0.6455 
360.037	0.3525	-1.0620	0.5498 
360.043	0.3086	-1.0269	0.4839 
360.065	0.4058	-0.8584	0.3657 
360.086	0.5957	-0.7412	0.3193 
360.107	0.6733	-0.7607	0.3867 
360.121	0.5537	-0.8320	0.4214 
360.143	0.3857	-0.9063	0.4800 
360.160	0.3496	-0.8745	0.5005 
360.180	0.3213	-0.7710	0.4580 
360.224	0.2749	-0.7163	0.3965 
360.235	0.2368	-0.6836	0.3384 
360.241	0.2427	-0.7002	0.3496 
