StartTime: 2018-11-11 21:21:17.512
Time(s)	ax(g)	ay(g)	az(g) 
594.148	0.3047	-0.8008	0.5669 
594.169	0.3213	-0.7964	0.5742 
594.224	0.3364	-0.7969	0.5630 
594.230	0.3262	-0.8008	0.5625 
594.230	0.3267	-0.7876	0.5596 
594.257	0.3325	-0.7861	0.5649 
594.275	0.3286	-0.7998	0.5649 
594.289	0.3276	-0.7944	0.5723 
594.309	0.3394	-0.7783	0.5688 
594.328	0.3354	-0.7866	0.5645 
594.350	0.3364	-0.7925	0.5752 
594.374	0.3555	-0.7822	0.5854 
594.417	0.3662	-0.7686	0.5757 
594.429	0.3374	-0.7754	0.5591 
594.436	0.3379	-0.7827	0.5703 
594.451	0.3560	-0.7773	0.5820 
594.473	0.3677	-0.7681	0.5786 
594.495	0.3433	-0.7661	0.5630 
594.506	0.3296	-0.7783	0.5737 
594.526	0.3345	-0.7861	0.5996 
594.546	0.3442	-0.7773	0.5991 
594.566	0.3706	-0.7686	0.5791 
594.623	0.3789	-0.7637	0.5688 
594.629	0.3545	-0.7607	0.5610 
594.629	0.3325	-0.7759	0.5674 
594.648	0.3164	-0.7974	0.5718 
594.665	0.3286	-0.8027	0.5815 
594.685	0.3486	-0.7817	0.5669 
594.705	0.3477	-0.7681	0.5483 
594.726	0.3486	-0.7808	0.5566 
594.750	0.3564	-0.7832	0.5591 
594.769	0.3496	-0.7788	0.5527 
594.822	0.3379	-0.7905	0.5576 
594.829	0.3296	-0.7876	0.5610 
594.829	0.3340	-0.7725	0.5547 
594.847	0.3428	-0.7861	0.5679 
594.864	0.3501	-0.7954	0.5825 
594.884	0.3428	-0.7920	0.5693 
594.905	0.3364	-0.7876	0.5649 
594.926	0.3379	-0.7783	0.5635 
594.947	0.3374	-0.7817	0.5654 
594.968	0.3433	-0.7837	0.5693 
595.034	0.3438	-0.7910	0.5752 
595.041	0.3340	-0.7954	0.5713 
595.041	0.3291	-0.7998	0.5605 
595.047	0.3252	-0.8037	0.5571 
595.068	0.3291	-0.7998	0.5464 
595.094	0.3394	-0.8018	0.5439 
595.111	0.3398	-0.7983	0.5410 
595.134	0.3379	-0.8052	0.5322 
595.145	0.3369	-0.8052	0.5327 
595.163	0.3403	-0.8052	0.5278 
595.183	0.3335	-0.8076	0.5156 
595.233	0.3291	-0.8218	0.5151 
595.239	0.3335	-0.8218	0.5181 
595.245	0.3364	-0.7988	0.5054 
595.268	0.3379	-0.7886	0.4897 
595.288	0.3364	-0.7954	0.4790 
595.312	0.3330	-0.8149	0.4868 
595.328	0.3306	-0.8193	0.5117 
595.342	0.3379	-0.8110	0.5220 
595.362	0.3389	-0.8003	0.5342 
595.383	0.3252	-0.7910	0.5601 
