StartTime: 2018-11-11 21:21:17.512
Time(s)	ax(g)	ay(g)	az(g) 
501.718	0.3066	-0.8174	0.5327 
501.740	0.3281	-0.8076	0.5425 
501.758	0.3384	-0.8096	0.5527 
501.798	0.3315	-0.8135	0.5591 
501.810	0.3247	-0.8081	0.5723 
501.818	0.3350	-0.7788	0.5752 
501.837	0.3276	-0.7578	0.5537 
501.857	0.3179	-0.7539	0.5396 
501.877	0.3384	-0.7627	0.5757 
501.897	0.3662	-0.7739	0.6128 
501.917	0.3716	-0.7739	0.6152 
501.937	0.3691	-0.7578	0.5728 
501.998	0.3345	-0.7700	0.5420 
502.004	0.3428	-0.7764	0.5640 
502.004	0.3687	-0.7739	0.5913 
502.023	0.3008	-0.7803	0.5615 
502.036	0.2852	-0.7920	0.5801 
502.057	0.2803	-0.7861	0.5791 
502.076	0.2896	-0.7876	0.5718 
502.101	0.3291	-0.7764	0.5972 
502.122	0.3164	-0.7690	0.5835 
502.144	0.2764	-0.7720	0.5664 
502.164	0.2544	-0.7837	0.5776 
502.207	0.2612	-0.8164	0.5972 
502.219	0.2710	-0.8345	0.6055 
502.225	0.3018	-0.8242	0.6226 
502.240	0.3149	-0.8096	0.6167 
502.261	0.3115	-0.8008	0.6001 
502.279	0.3169	-0.7993	0.5986 
502.295	0.2944	-0.7979	0.5923 
502.315	0.2637	-0.7817	0.5835 
502.335	0.2427	-0.7544	0.5669 
502.356	0.2378	-0.7412	0.5649 
502.402	0.2427	-0.7529	0.5835 
502.411	0.2637	-0.7656	0.5952 
502.417	0.2803	-0.7666	0.6055 
502.435	0.2700	-0.7627	0.5981 
502.459	0.2446	-0.7554	0.6055 
502.482	0.2485	-0.7637	0.6147 
502.495	0.2490	-0.7754	0.6118 
502.514	0.2349	-0.7900	0.6118 
502.534	0.2368	-0.7944	0.6304 
502.555	0.2139	-0.7930	0.6133 
502.609	0.1948	-0.7808	0.5952 
502.618	0.2065	-0.7734	0.6011 
502.618	0.2002	-0.7710	0.5972 
502.641	0.1816	-0.7773	0.5991 
502.665	0.1743	-0.7808	0.6079 
502.673	0.1782	-0.7935	0.6157 
502.693	0.1987	-0.8184	0.6523 
502.713	0.1978	-0.8354	0.6665 
502.733	0.1699	-0.8857	0.7100 
502.752	0.1489	-0.9214	0.7388 
502.808	0.1694	-0.9292	0.7622 
502.814	0.1577	-0.9277	0.7402 
502.814	0.1392	-0.9092	0.7134 
502.841	0.1870	-0.8408	0.7163 
502.856	0.2485	-0.8345	0.7100 
502.872	0.2896	-0.9380	0.7197 
502.894	0.2095	-0.9741	0.6904 
502.912	0.2964	-0.9287	0.6211 
502.932	0.4150	-0.8052	0.5723 
502.952	0.5068	-0.6289	0.4243 
503.007	0.5254	-0.6235	0.3867 
503.013	0.6050	-0.7246	0.4780 
503.013	0.5859	-0.7646	0.4990 
503.037	0.5786	-0.7573	0.4395 
503.060	0.6094	-0.7358	0.4365 
503.072	0.5820	-0.7861	0.4746 
503.091	0.5151	-0.7939	0.5005 
503.112	0.3950	-0.7417	0.4590 
503.131	0.3398	-0.7246	0.4312 
503.152	0.3511	-0.7275	0.4600 
503.212	0.3818	-0.7139	0.4785 
503.219	0.3809	-0.7002	0.4619 
503.219	0.3394	-0.6929	0.4307 
503.230	0.3198	-0.7363	0.4395 
503.250	0.3623	-0.7832	0.4863 
503.270	0.3955	-0.7407	0.5278 
503.292	0.3818	-0.7227	0.4858 
503.313	0.3384	-0.7646	0.4546 
503.336	0.2944	-0.8003	0.4570 
503.361	0.2803	-0.7715	0.4424 
503.380	0.2813	-0.7495	0.4097 
503.415	0.2925	-0.7651	0.4097 
503.427	0.3262	-0.7783	0.4517 
503.433	0.3188	-0.7944	0.4351 
503.448	0.2886	-0.8403	0.4224 
503.470	0.2808	-0.9092	0.4575 
503.493	0.2959	-0.9102	0.4546 
503.515	0.3208	-0.8950	0.4604 
503.538	0.3623	-0.8867	0.4629 
503.552	0.4097	-0.9990	0.5581 
503.568	0.4287	-1.0996	0.6914 
503.605	0.4336	-1.0449	0.7744 
503.614	0.4761	-0.9092	0.7603 
503.631	0.4058	-0.7109	0.7158 
503.648	0.3481	-0.6606	0.6680 
503.668	0.3691	-0.7471	0.7251 
503.691	0.4175	-0.7866	0.7891 
503.710	0.4697	-0.7495	0.7549 
503.729	0.4775	-0.7358	0.7026 
503.756	0.5547	-0.7051	0.7178 
503.814	0.5303	-0.6675	0.6816 
503.821	0.3853	-0.6382	0.5820 
503.821	0.2671	-0.6426	0.5356 
503.827	0.1733	-0.6523	0.5049 
503.849	0.1782	-0.6563	0.5083 
503.872	0.2080	-0.6499	0.5142 
503.892	0.2690	-0.6157	0.5342 
503.916	0.3252	-0.5986	0.5420 
503.933	0.3179	-0.6362	0.5439 
503.956	0.2661	-0.6802	0.5576 
503.978	0.2476	-0.7290	0.5859 
504.020	0.2666	-0.7437	0.6221 
504.032	0.3247	-0.7300	0.6689 
504.032	0.3481	-0.7139	0.6724 
504.053	0.3306	-0.7261	0.6445 
504.074	0.3149	-0.7817	0.6533 
504.087	0.2637	-0.8823	0.6694 
504.106	0.2114	-0.9194	0.6655 
504.128	0.2124	-0.8535	0.6494 
504.145	0.2725	-0.7720	0.6172 
504.165	0.5054	-0.7744	0.6357 
504.217	0.6064	-0.8867	0.6797 
504.225	0.3564	-1.0361	0.6250 
504.230	0.2793	-0.9985	0.5435 
504.251	0.3057	-0.8989	0.4033 
504.273	0.4102	-0.7925	0.3247 
504.285	0.6436	-0.6826	0.3081 
504.305	0.6797	-0.7642	0.3975 
504.324	0.5366	-0.9351	0.5332 
504.345	0.4897	-0.9614	0.5811 
504.364	0.4282	-0.8716	0.5542 
504.414	0.3735	-0.7817	0.4824 
504.420	0.2905	-0.6982	0.3779 
504.426	0.2485	-0.6855	0.3203 
504.449	0.2510	-0.6831	0.3286 
504.472	0.2998	-0.6685	0.3579 
504.493	0.3403	-0.6841	0.3892 
504.515	0.3662	-0.7319	0.4219 
504.523	0.3369	-0.8003	0.4551 
504.543	0.2754	-0.8218	0.4404 
504.565	0.2314	-0.8003	0.4028 
504.612	0.2759	-0.7764	0.4102 
504.619	0.3682	-0.7905	0.4536 
504.626	0.3960	-0.7681	0.4653 
504.652	0.3442	-0.7925	0.4229 
504.669	0.3032	-0.8594	0.4307 
504.691	0.3032	-0.9277	0.4917 
504.713	0.3145	-0.9175	0.5020 
504.722	0.3052	-0.9058	0.4819 
504.742	0.3169	-0.9224	0.4805 
504.762	0.3115	-0.9409	0.4775 
504.782	0.3252	-0.9795	0.5259 
504.802	0.3311	-1.0254	0.6650 
504.823	0.3633	-1.0171	0.7075 
504.864	0.3882	-0.9170	0.7563 
504.876	0.3574	-0.8188	0.7568 
504.883	0.3750	-0.7144	0.7510 
504.901	0.3901	-0.7290	0.7607 
504.922	0.4385	-0.7559	0.7754 
504.945	0.5151	-0.7539	0.7959 
504.964	0.5273	-0.7773	0.7568 
505.006	0.5850	-0.7271	0.7354 
505.018	0.5513	-0.6421	0.6616 
505.024	0.3789	-0.5664	0.5171 
505.041	0.2710	-0.5610	0.4487 
505.062	0.1440	-0.5942	0.4199 
505.083	0.1304	-0.6089	0.4375 
505.104	0.2119	-0.6138	0.4878 
505.124	0.3071	-0.5923	0.5454 
505.148	0.3691	-0.5825	0.5703 
505.165	0.3745	-0.6216	0.5791 
505.183	0.3530	-0.6963	0.6157 
505.200	0.3125	-0.7422	0.6260 
505.259	0.2773	-0.7695	0.6396 
505.272	0.2549	-0.7881	0.6343 
505.272	0.2402	-0.8066	0.6230 
505.280	0.2490	-0.8203	0.6221 
505.299	0.2930	-0.8584	0.6396 
505.319	0.2969	-0.8716	0.6304 
505.339	0.2461	-0.8638	0.5811 
505.360	0.2466	-0.8384	0.5605 
505.379	0.3730	-0.8208	0.5708 
505.405	0.5303	-0.8916	0.6616 
505.459	0.4507	-1.0088	0.6494 
505.465	0.4067	-0.9429	0.5146 
505.465	0.4448	-0.7847	0.3726 
505.479	0.5664	-0.7427	0.3516 
