StartTime: 2018-11-11 21:21:17.512
Time(s)	ax(g)	ay(g)	az(g) 
448.533	0.2974	-0.8096	0.5586 
448.582	0.2944	-0.8149	0.5664 
448.594	0.2856	-0.8125	0.5757 
448.594	0.2788	-0.8140	0.5649 
448.604	0.2847	-0.8208	0.5610 
448.624	0.3008	-0.8096	0.5562 
448.646	0.3032	-0.7969	0.5420 
448.664	0.3071	-0.7988	0.5527 
448.684	0.3022	-0.7998	0.5591 
448.704	0.2925	-0.8062	0.5518 
448.727	0.3008	-0.8052	0.5542 
448.794	0.3110	-0.8022	0.5615 
448.800	0.3125	-0.8008	0.5688 
448.800	0.3032	-0.8091	0.5640 
448.806	0.3086	-0.8135	0.5786 
448.829	0.3135	-0.8042	0.5786 
448.850	0.3203	-0.7930	0.5864 
448.871	0.3037	-0.7847	0.5747 
448.893	0.2974	-0.7852	0.5679 
448.902	0.2949	-0.7871	0.5728 
448.923	0.2939	-0.7988	0.5801 
448.942	0.2949	-0.7969	0.5806 
449.000	0.2876	-0.7949	0.5811 
449.007	0.3003	-0.7949	0.5913 
449.007	0.3003	-0.7935	0.5737 
449.032	0.2852	-0.7959	0.5732 
449.042	0.2803	-0.8091	0.5830 
449.065	0.2681	-0.8125	0.5796 
449.085	0.2729	-0.7998	0.5830 
449.101	0.2944	-0.7910	0.5889 
449.123	0.2866	-0.7866	0.5835 
449.141	0.2822	-0.7886	0.5801 
449.193	0.2900	-0.7822	0.5884 
449.200	0.2891	-0.7759	0.5835 
449.210	0.3086	-0.7798	0.5933 
449.223	0.3247	-0.7778	0.6021 
449.249	0.3149	-0.7700	0.5879 
449.272	0.3047	-0.7754	0.5762 
449.282	0.3081	-0.7769	0.5869 
449.301	0.3018	-0.7783	0.5835 
449.320	0.2979	-0.7681	0.5684 
449.340	0.3115	-0.7788	0.5693 
449.396	0.3228	-0.7881	0.5796 
449.403	0.3052	-0.7915	0.5625 
449.403	0.2993	-0.7900	0.5537 
449.430	0.3091	-0.7993	0.5527 
449.445	0.3159	-0.8154	0.5464 
449.459	0.3159	-0.8213	0.5415 
449.479	0.3003	-0.8291	0.5254 
449.500	0.2793	-0.8330	0.5034 
449.521	0.2700	-0.8359	0.4932 
449.548	0.2803	-0.8364	0.4912 
449.570	0.2969	-0.8242	0.4780 
449.605	0.3071	-0.8486	0.4653 
449.613	0.3193	-0.8911	0.4897 
449.619	0.3130	-0.9297	0.5249 
449.639	0.2852	-0.9199	0.5151 
449.659	0.2549	-0.8906	0.4854 
449.679	0.2520	-0.8921	0.4844 
449.699	0.2568	-0.8618	0.4956 
449.720	0.2617	-0.8198	0.4717 
449.740	0.2515	-0.8159	0.4365 
449.763	0.2437	-0.8496	0.4468 
449.798	0.2451	-0.8857	0.4756 
449.807	0.2402	-0.8691	0.4531 
449.818	0.2300	-0.8647	0.4321 
449.838	0.2368	-0.8755	0.4424 
449.857	0.2314	-0.8872	0.4512 
449.878	0.2158	-0.8687	0.4326 
449.897	0.2188	-0.8662	0.4165 
449.919	0.2290	-0.8745	0.4355 
449.938	0.2329	-0.8662	0.4443 
450.000	0.2319	-0.8677	0.4448 
450.006	0.2280	-0.8745	0.4517 
450.006	0.2231	-0.8711	0.4531 
450.019	0.2104	-0.8789	0.4404 
450.037	0.1929	-0.8882	0.4458 
450.056	0.1958	-0.8823	0.4512 
450.076	0.1899	-0.8911	0.4448 
450.096	0.1885	-0.8936	0.4424 
450.116	0.1895	-0.9185	0.4443 
450.138	0.1646	-0.9521	0.4541 
450.193	0.1587	-0.9448	0.4443 
450.199	0.1841	-0.9219	0.4175 
450.199	0.2266	-0.9248	0.4185 
450.226	0.2793	-0.9526	0.4458 
450.235	0.2803	-0.9727	0.4390 
450.255	0.2314	-0.9834	0.4019 
450.275	0.2393	-0.9922	0.3926 
450.295	0.3281	-1.0127	0.5410 
450.315	0.3911	-0.9956	0.6060 
450.339	0.4663	-0.9316	0.6030 
450.386	0.4829	-0.8813	0.6372 
450.396	0.4614	-0.7729	0.6455 
450.402	0.4150	-0.7285	0.6118 
450.420	0.3701	-0.7144	0.5884 
450.442	0.3452	-0.7173	0.6367 
450.463	0.3926	-0.6870	0.7119 
450.485	0.4980	-0.6133	0.7813 
450.494	0.5454	-0.5962	0.7759 
450.514	0.5444	-0.6108	0.7461 
450.534	0.5156	-0.6528	0.7197 
450.587	0.4521	-0.6904	0.6851 
450.594	0.3931	-0.6914	0.6455 
450.600	0.3193	-0.6499	0.5898 
450.621	0.3105	-0.6201	0.5640 
450.643	0.3394	-0.5723	0.5566 
450.664	0.3228	-0.5796	0.5400 
450.673	0.2769	-0.6479	0.5542 
450.693	0.2720	-0.6826	0.6040 
450.713	0.3223	-0.6816	0.6577 
450.733	0.3589	-0.6460	0.6602 
450.783	0.3491	-0.6802	0.6382 
450.789	0.3027	-0.7202	0.6426 
450.795	0.2441	-0.7598	0.6294 
450.817	0.2305	-0.7622	0.6196 
450.838	0.2485	-0.7314	0.6157 
450.859	0.2739	-0.7139	0.6177 
450.881	0.2759	-0.7021	0.6133 
450.895	0.2466	-0.7100	0.5913 
450.913	0.2236	-0.7544	0.6133 
450.931	0.2124	-0.7930	0.6362 
450.952	0.1865	-0.8164	0.6245 
450.972	0.1602	-0.8413	0.6108 
451.030	0.1753	-0.8643	0.6387 
451.037	0.2104	-0.8672	0.6602 
451.037	0.2568	-0.8423	0.6489 
451.052	0.2661	-0.8140	0.6387 
451.072	0.3135	-0.8228	0.6372 
451.091	0.3496	-0.9063	0.6450 
451.111	0.2690	-1.0674	0.6699 
451.131	0.2354	-1.0938	0.6284 
451.151	0.2925	-0.9678	0.4780 
451.171	0.3945	-0.7886	0.3867 
451.230	0.6147	-0.6069	0.4126 
451.239	0.6631	-0.6592	0.4502 
451.239	0.5757	-0.8447	0.5381 
451.251	0.5146	-0.8726	0.5869 
451.280	0.4507	-0.8130	0.5469 
451.294	0.4087	-0.7656	0.5249 
451.311	0.3594	-0.7212	0.4873 
451.337	0.3550	-0.6836	0.4751 
451.355	0.3467	-0.6333	0.4170 
451.370	0.3325	-0.6353	0.3926 
451.423	0.3433	-0.7036	0.4634 
451.431	0.3599	-0.7295	0.5068 
451.437	0.3271	-0.7422	0.4985 
451.457	0.2788	-0.7646	0.4722 
451.478	0.2485	-0.7959	0.4688 
451.501	0.2632	-0.7910	0.4814 
451.509	0.2827	-0.7778	0.4829 
451.529	0.2769	-0.7627	0.4678 
451.549	0.2661	-0.7559	0.4497 
451.572	0.2646	-0.7715	0.4365 
451.622	0.2939	-0.8164	0.4683 
451.629	0.3550	-0.9028	0.5283 
451.629	0.3774	-0.9292	0.5571 
451.657	0.3389	-0.9263	0.5449 
451.682	0.3022	-0.9053	0.5142 
451.690	0.2871	-0.9438	0.5386 
451.708	0.3027	-1.0190	0.6738 
451.733	0.3257	-1.0254	0.7910 
451.747	0.4087	-0.9375	0.8174 
451.772	0.4199	-0.7822	0.8413 
451.821	0.3491	-0.7134	0.7949 
451.827	0.3066	-0.6895	0.7500 
451.827	0.3516	-0.6768	0.7896 
451.854	0.4595	-0.7310	0.7939 
451.877	0.4956	-0.7378	0.8013 
451.898	0.5337	-0.6958	0.7744 
451.907	0.5024	-0.6606	0.7075 
451.927	0.3730	-0.6382	0.6074 
451.946	0.2793	-0.6387	0.5601 
451.967	0.1733	-0.6538	0.5000 
452.018	0.1367	-0.6411	0.4736 
452.025	0.2217	-0.5815	0.4824 
452.031	0.3198	-0.5601	0.5200 
452.051	0.3726	-0.5679	0.5659 
452.073	0.3560	-0.6035	0.5781 
452.088	0.2759	-0.7007	0.5781 
452.106	0.2461	-0.7646	0.6069 
452.125	0.2754	-0.7739	0.6655 
452.147	0.2905	-0.7412	0.6455 
452.169	0.2930	-0.7109	0.5942 
452.221	0.3228	-0.7100	0.5869 
452.235	0.3662	-0.7388	0.6250 
452.235	0.3467	-0.7852	0.6406 
452.255	0.2671	-0.8496	0.6504 
452.277	0.1880	-0.8711	0.6431 
452.285	0.1543	-0.8730	0.6538 
452.305	0.2373	-0.8164	0.6699 
452.325	0.4531	-0.8149	0.6646 
452.346	0.4917	-0.8848	0.6655 
452.367	0.4028	-0.9175	0.6240 
452.428	0.4194	-0.9038	0.5845 
452.435	0.4033	-0.8511	0.4888 
452.435	0.4854	-0.7554	0.4312 
452.444	0.6538	-0.6899	0.4463 
452.465	0.6636	-0.7529	0.4956 
452.484	0.5273	-0.8979	0.5874 
452.507	0.4565	-0.9150	0.6030 
452.526	0.3926	-0.8579	0.5562 
452.547	0.3511	-0.8042	0.5117 
452.569	0.3154	-0.7837	0.4688 
452.585	0.3027	-0.7520	0.4277 
452.645	0.3091	-0.7085	0.4082 
452.655	0.3223	-0.6577	0.3896 
452.655	0.3462	-0.6479	0.3926 
452.663	0.3511	-0.7021	0.4204 
452.683	0.3408	-0.7456	0.4434 
452.704	0.3125	-0.7393	0.4429 
452.722	0.3037	-0.7388	0.4253 
452.743	0.2915	-0.7925	0.4263 
452.764	0.2905	-0.8003	0.4365 
452.786	0.2852	-0.7827	0.3916 
452.809	0.2646	-0.7871	0.3608 
452.858	0.2637	-0.8486	0.3892 
452.872	0.2700	-0.8960	0.4321 
452.872	0.2588	-0.9287	0.4551 
452.893	0.2681	-0.9321	0.4619 
452.902	0.3037	-0.9067	0.4668 
452.924	0.3481	-0.8911	0.4839 
452.941	0.3545	-0.9067	0.4937 
452.962	0.3428	-0.9565	0.5229 
452.985	0.2871	-1.0391	0.6382 
453.005	0.2520	-1.0635	0.6670 
453.058	0.3398	-0.9473	0.7349 
453.071	0.4302	-0.7744	0.7515 
453.071	0.4585	-0.6367	0.7529 
453.086	0.4492	-0.6748	0.7983 
453.102	0.4844	-0.7905	0.8833 
453.120	0.5322	-0.8315	0.9131 
453.144	0.5410	-0.8213	0.8428 
453.162	0.4971	-0.7686	0.7832 
453.182	0.3999	-0.6567	0.6240 
453.205	0.3452	-0.5918	0.5264 
453.227	0.2617	-0.5449	0.4307 
453.262	0.2197	-0.5674	0.4155 
453.273	0.2324	-0.5908	0.4624 
453.280	0.2837	-0.5972	0.5347 
453.300	0.3203	-0.5859	0.5640 
453.319	0.3062	-0.5967	0.5586 
453.339	0.2803	-0.6895	0.5630 
453.359	0.2856	-0.7407	0.5933 
453.379	0.3140	-0.7725	0.6372 
453.403	0.3228	-0.7681	0.6353 
453.458	0.2759	-0.7607	0.6108 
453.465	0.2378	-0.7651	0.5874 
453.465	0.2324	-0.7568	0.5771 
453.478	0.2480	-0.7627	0.5928 
453.498	0.2344	-0.8184	0.6074 
453.518	0.2158	-0.8462	0.6182 
453.538	0.2002	-0.8423	0.6294 
453.559	0.2441	-0.8037	0.6440 
453.580	0.4136	-0.7002	0.6538 
453.600	0.5566	-0.7275	0.6553 
453.654	0.4946	-0.9741	0.7031 
453.662	0.3921	-1.0728	0.6860 
453.662	0.3511	-1.0640	0.5884 
453.680	0.4326	-0.9214	0.3784 
453.698	0.5366	-0.7974	0.3511 
453.717	0.6265	-0.7852	0.4170 
453.737	0.5425	-0.8794	0.5044 
