StartTime: 2018-11-18 09:26:32.427
Time(s)	ax(g)	ay(g)	az(g)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
1272.399	0.1045	0.1621	1.0132	7.8552	-2.1753	-2.4774	16.2200 
1272.417	0.1045	0.1509	1.0137	7.8278	-2.1808	-2.4335	16.2100 
1272.440	0.1006	0.1504	1.0171	7.8003	-2.1753	-2.4060	16.2200 
1272.468	0.0957	0.1650	1.0322	7.7838	-2.1588	-2.4005	16.2000 
1272.483	0.0918	0.1416	1.0239	7.7618	-2.1588	-2.3676	16.2100 
1272.595	0.1025	0.1782	1.0107	7.7563	-2.1423	-2.3785	16.2000 
1272.618	0.1055	0.1743	1.0078	7.7563	-2.1423	-2.3566	16.2000 
1272.618	0.0913	0.1465	1.0161	7.7289	-2.1423	-2.3346	16.2100 
1272.618	0.0933	0.1841	1.0259	7.7179	-2.1204	-2.3621	16.2000 
1272.618	0.0962	0.1797	1.0146	7.7289	-2.1313	-2.3511	16.2300 
1272.618	0.0957	0.1650	1.0093	7.7179	-2.1423	-2.3401	16.2000 
1272.620	0.0767	0.1821	1.0181	7.7124	-2.1094	-2.4170	16.2100 
1272.646	0.0732	0.2007	0.9946	7.7124	-2.0764	-2.5159	16.2200 
1272.666	0.0659	0.1865	1.0024	7.6849	-2.0435	-2.5873	16.2100 
1272.683	0.0708	0.1875	1.0161	7.6245	-2.0270	-2.6477	16.2300 
1272.695	0.0713	0.1997	1.0088	7.5531	-2.0215	-2.7136	16.2200 
1272.719	0.0674	0.1929	0.9961	7.4762	-2.0215	-2.7850	16.2100 
1272.830	0.0542	0.2153	1.0161	7.3993	-1.9940	-2.8784	16.2200 
1272.851	0.0459	0.1860	1.0024	7.3059	-1.9940	-2.9279	16.2200 
1272.851	0.0483	0.1846	1.0054	7.2125	-1.9885	-2.9938	16.2100 
1272.851	0.0493	0.2168	1.0151	7.1301	-1.9611	-3.1091	16.2300 
1272.851	0.0615	0.2148	1.0264	7.0477	-1.9391	-3.1696	16.2200 
1272.851	0.0708	0.1899	1.0000	6.9324	-1.9446	-3.1860	16.2100 
1272.851	0.0806	0.2021	1.0000	6.8170	-1.9226	-3.2355	16.2200 
1272.867	0.0776	0.2002	1.0044	6.7181	-1.8896	-3.2959	16.2100 
1272.981	0.0674	0.1636	1.0142	6.5918	-1.8457	-3.3289	16.2300 
1273.002	0.0757	0.1885	1.0332	6.4600	-1.7908	-3.3893	16.2300 
1273.002	0.0928	0.1904	1.0059	6.3226	-1.7523	-3.4003	16.2300 
1273.002	0.1094	0.1533	1.0117	6.1688	-1.7249	-3.3398	16.2300 
1273.002	0.1128	0.1509	1.0210	5.9985	-1.6644	-3.3398	16.2400 
1273.002	0.1162	0.2251	1.0220	5.8447	-1.5326	-3.4222	16.2300 
1273.016	0.1372	0.1265	0.9810	5.6854	-1.4502	-3.3179	16.2500 
1273.036	0.1597	0.0815	0.9468	5.4547	-1.4008	-3.1421	16.2400 
1273.049	0.1626	0.0996	0.9902	5.2460	-1.2415	-3.0762	16.2400 
1273.063	0.1582	0.0537	1.0415	5.0482	-1.1041	-2.9773	16.2400 
1273.087	0.1772	0.0962	1.1006	4.8944	-0.9723	-2.9663	16.2400 
1273.103	0.2070	0.1895	1.1211	4.8285	-0.9283	-2.9773	16.2500 
1273.198	0.1890	0.1055	1.0723	4.7461	-0.9998	-2.8180	16.2600 
1273.217	0.1357	0.1001	1.0718	4.6472	-0.9558	-2.8290	16.2600 
1273.218	0.1187	0.1787	1.0723	4.6252	-0.8075	-2.9718	16.2500 
1273.218	0.1401	0.1704	1.0059	4.6143	-0.7416	-2.9388	16.2700 
1273.218	0.1748	0.2119	0.9575	4.6143	-0.7196	-2.8839	16.2600 
1273.236	0.1841	0.1758	0.8892	4.5978	-0.7141	-2.8015	16.2600 
1273.260	0.1484	0.0723	0.9502	4.4714	-0.6317	-2.7191	16.2600 
1273.283	0.0972	0.0381	0.9858	4.3286	-0.4834	-2.8345	16.2600 
1273.283	0.0898	0.1460	1.0449	4.2737	-0.2911	-3.1091	16.2700 
1273.308	0.1567	0.2080	1.0513	4.2627	-0.2472	-3.1421	16.2600 
1273.398	0.1875	0.1064	1.0000	4.1913	-0.3351	-2.8619	16.2800 
1273.415	0.1870	0.1196	1.0029	4.1144	-0.3131	-2.6642	16.2800 
1273.415	0.1479	0.1436	1.0000	4.1034	-0.2032	-2.5983	16.2700 
1273.415	0.1152	0.1431	0.9917	4.1199	-0.0824	-2.5433	16.2900 
1273.415	0.1172	0.1533	1.0205	4.1473	0.0330	-2.4774	16.2800 
1273.434	0.1426	0.1445	1.0020	4.1693	0.0934	-2.3071	16.2800 
1273.462	0.1533	0.1489	0.9927	4.1858	0.1373	-2.1423	16.2900 
