StartTime: 2018-11-18 09:26:32.427
Time(s)	ax(g)	ay(g)	az(g)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
769.620	0.0396	0.0156	1.0381	-0.5383	1.3348	0.9448	17.3900 
769.638	0.0430	0.0098	1.0317	-0.5438	1.3348	0.9448	17.3900 
769.660	0.0420	0.0249	1.0376	-0.5328	1.3623	0.9009	17.3700 
769.679	0.0371	0.0254	1.0381	-0.5164	1.3788	0.8789	17.3800 
769.702	0.0361	0.0186	1.0244	-0.5109	1.3898	0.8624	17.4000 
769.799	0.0298	0.0215	1.0347	-0.5109	1.4172	0.8295	17.4000 
769.820	0.0269	0.0254	1.0405	-0.5054	1.4447	0.7910	17.4000 
769.820	0.0317	0.0239	1.0327	-0.5054	1.4557	0.7690	17.3800 
769.820	0.0322	0.0215	1.0322	-0.5054	1.4667	0.7526	17.4000 
769.820	0.0327	0.0254	1.0337	-0.5054	1.4886	0.7251	17.4100 
769.820	0.0317	0.0200	1.0352	-0.5054	1.5051	0.7086	17.4200 
769.839	0.0288	0.0171	1.0366	-0.5054	1.5216	0.6812	17.3900 
769.859	0.0332	0.0273	1.0298	-0.5054	1.5381	0.6482	17.4000 
769.880	0.0352	0.0186	1.0322	-0.5054	1.5436	0.6427	17.4100 
769.899	0.0342	0.0083	1.0347	-0.5164	1.5436	0.6537	17.4100 
770.000	0.0352	0.0215	1.0293	-0.5219	1.5436	0.6427	17.4000 
770.022	0.0298	0.0205	1.0391	-0.5164	1.5546	0.6262	17.4100 
770.022	0.0308	0.0195	1.0313	-0.5164	1.5601	0.6207	17.4200 
770.022	0.0283	0.0151	1.0400	-0.5328	1.5765	0.5988	17.4000 
770.023	0.0259	0.0137	1.0459	-0.5438	1.5820	0.5548	17.4200 
770.023	0.0205	0.0225	1.0361	-0.5493	1.6040	0.4944	17.4300 
770.038	0.0215	0.0303	1.0337	-0.5493	1.6095	0.4504	17.4200 
770.056	0.0342	0.0332	1.0137	-0.5548	1.6040	0.4340	17.4300 
770.076	0.0317	0.0210	1.0361	-0.5713	1.5985	0.4230	17.4200 
770.098	0.0327	0.0308	1.0220	-0.5878	1.5875	0.3845	17.4200 
770.230	0.0308	0.0444	1.0352	-0.5933	1.5985	0.3186	17.4400 
770.255	0.0132	0.0293	1.0488	-0.6042	1.6040	0.2582	17.4400 
770.255	0.0176	0.0298	1.0327	-0.6207	1.6040	0.1923	17.4300 
770.255	0.0229	0.0449	1.0332	-0.6372	1.5985	0.1044	17.4200 
770.255	0.0308	0.0596	1.0161	-0.6372	1.5875	0.0000	17.4300 
770.255	0.0137	0.0444	1.0137	-0.6592	1.5820	-0.1044	17.4300 
770.255	-0.0024	0.0317	1.0347	-0.6921	1.5930	-0.2472	17.4300 
770.275	-0.0088	0.0718	1.0244	-0.7141	1.5985	-0.4395	17.4500 
770.296	-0.0122	0.0811	1.0464	-0.7251	1.6095	-0.5713	17.4500 
770.316	0.0088	0.0547	1.0200	-0.7690	1.5765	-0.6042	17.4400 
770.330	0.0054	0.0259	1.0298	-0.8405	1.5601	-0.6372	17.4500 
770.459	-0.0083	0.0728	1.0229	-0.9009	1.5765	-0.7965	17.4600 
770.460	-0.0151	0.0864	1.0273	-0.9503	1.6095	-0.9283	17.4500 
770.470	0.0034	0.0527	1.0166	-1.0217	1.6095	-0.9613	17.4400 
770.470	0.0068	0.0439	1.0151	-1.1096	1.6150	-0.9943	17.4500 
770.470	0.0078	0.0825	1.0415	-1.2030	1.6479	-1.0986	17.4400 
770.470	0.0000	0.0537	1.0210	-1.3129	1.6534	-1.1481	17.4400 
770.471	-0.0044	0.0137	1.0225	-1.4557	1.6754	-1.1481	17.4600 
770.488	0.0176	0.0454	1.0273	-1.5930	1.7139	-1.1646	17.4700 
770.518	0.0498	0.0190	1.0542	-1.7303	1.6974	-1.0492	17.4600 
770.518	0.0786	0.0063	1.0420	-1.9006	1.6534	-0.8734	17.4600 
770.534	0.1011	0.0415	1.0303	-2.0709	1.6534	-0.7306	17.4700 
770.552	0.1182	0.0391	0.9990	-2.2357	1.6479	-0.5493	17.4600 
770.669	0.1250	-0.0313	0.9702	-2.4335	1.6534	-0.2966	17.4500 
770.690	0.1216	-0.0527	1.0088	-2.6587	1.7029	-0.1373	17.4500 
770.690	0.1050	-0.0186	1.0928	-2.8894	1.7798	-0.1428	17.4500 
770.690	0.1118	0.0151	1.0898	-3.0981	1.7908	-0.1483	17.4600 
770.690	0.1250	-0.0049	1.0723	-3.3069	1.7194	-0.0165	17.4800 
770.690	0.1128	-0.0273	1.0532	-3.5266	1.6315	0.1758	17.4700 
770.710	0.1133	0.0195	1.0898	-3.7354	1.5985	0.3186	17.4500 
770.814	0.1528	0.0737	1.0527	-3.8947	1.5381	0.4834	17.4600 
770.839	0.1685	0.0273	1.0073	-4.0485	1.4777	0.7800	17.4600 
770.839	0.1475	-0.0117	0.9966	-4.2297	1.4886	1.0327	17.4700 
770.839	0.1094	-0.0044	1.0005	-4.4220	1.5875	1.1316	17.4500 
770.839	0.0991	-0.0190	1.0098	-4.5923	1.6809	1.2085	17.4800 
770.839	0.1133	-0.0415	0.9839	-4.7571	1.7303	1.3129	17.4900 
770.839	0.1201	-0.0288	1.0083	-4.9109	1.7688	1.3898	17.4700 
770.855	0.1313	-0.0039	0.9893	-5.0372	1.7688	1.4667	17.4800 
770.874	0.1226	-0.0322	1.0005	-5.1526	1.7633	1.6095	17.4700 
770.892	0.0923	-0.0698	0.9956	-5.2789	1.7688	1.7633	17.4700 
770.916	0.0801	-0.0400	1.0356	-5.3778	1.8347	1.8182	17.4700 
771.014	0.0996	-0.0083	1.0547	-5.4108	1.8842	1.9336	17.4900 
771.040	0.1313	-0.0244	1.0449	-5.4327	1.8732	2.1973	17.4800 
771.040	0.1563	-0.0508	1.0229	-5.4492	1.8347	2.5323	17.4800 
771.040	0.1519	-0.0615	1.0264	-5.4437	1.8182	2.8455	17.4800 
771.040	0.1211	-0.0679	1.0439	-5.4108	1.8347	3.0927	17.4800 
771.040	0.1235	-0.0186	1.0713	-5.3503	1.8622	3.2629	17.4800 
771.069	0.1436	0.0142	1.1265	-5.2460	1.8677	3.5046	17.4800 
771.091	0.2041	0.0078	1.1074	-5.1361	1.7688	3.8727	17.4900 
771.107	0.2124	0.0005	1.1118	-5.0317	1.6754	4.2188	17.4900 
771.129	0.1699	-0.0454	1.1572	-4.9054	1.6315	4.5099	17.4900 
771.143	0.1548	-0.0513	1.1274	-4.7461	1.5985	4.7516	17.5000 
771.170	0.1689	-0.0044	1.0635	-4.5154	1.5710	4.9768	17.4900 
771.254	0.1699	-0.0215	1.0161	-4.1968	1.5436	5.3448	17.4900 
771.273	0.1045	-0.1309	1.0781	-3.8287	1.6040	5.7898	17.5000 
771.273	0.0259	-0.1431	1.1943	-3.4277	1.7908	5.9326	17.4800 
771.273	0.0444	0.0498	1.1680	-2.9828	1.9171	5.7568	17.4800 
771.273	-0.0083	0.0098	1.1665	-2.4719	2.0380	5.7074	17.4900 
771.274	-0.0146	0.0234	0.8584	-1.9775	2.0105	5.5701	17.4700 
771.288	-0.0864	-0.0020	0.8916	-1.5381	2.1808	5.2844	17.4900 
771.308	-0.1421	-0.1523	1.0454	-1.2469	2.4554	5.0372	17.5000 
771.327	-0.2803	-0.1895	1.0522	-1.0327	2.7081	4.7186	17.5000 
771.348	-0.2275	0.0225	1.2109	-0.8679	2.9663	4.3286	17.4800 
771.368	-0.1533	0.1250	1.1914	-0.6482	3.0212	4.3341	17.4800 
771.485	-0.0073	0.0083	1.0732	-0.4944	2.7686	5.0043	17.4900 
771.503	0.0708	-0.0347	1.0459	-0.4614	2.5269	5.7129	17.4900 
771.503	0.0415	-0.0015	0.9868	-0.3790	2.3676	5.9766	17.4800 
771.504	0.0322	0.1431	0.8682	-0.1703	2.3016	5.8667	17.5000 
771.504	0.0200	0.1357	0.8555	0.0714	2.2577	5.8063	17.4900 
771.504	0.0005	0.0615	0.8242	0.2307	2.1533	5.8118	17.5100 
771.530	-0.0239	0.1157	0.9409	0.3186	2.1753	5.6360	17.5100 
771.531	-0.0205	0.1377	0.9668	0.3845	2.2028	5.4602	17.4900 
771.634	-0.0405	0.0791	0.9873	0.4010	2.2028	5.4602	17.5000 
771.657	-0.0215	0.0884	0.9209	0.3461	2.1698	5.5042	17.4900 
771.657	-0.0186	0.0928	0.9478	0.2637	2.1698	5.5042	17.4900 
771.657	-0.0034	0.0625	0.9785	0.1703	2.1259	5.4712	17.4900 
771.657	0.0161	0.2041	1.0615	0.0824	2.1039	5.3339	17.4900 
771.657	0.0464	0.1865	0.9946	-0.0110	1.9775	5.4382	17.5000 
771.676	-0.0137	0.0142	0.9790	-0.1813	1.8457	5.6525	17.4800 
771.686	-0.0107	0.0947	1.0034	-0.3680	1.8842	5.4932	17.4900 
771.708	-0.0293	0.1499	1.0527	-0.4614	1.9116	5.2570	17.4900 
771.726	-0.0142	0.0732	1.0659	-0.5878	1.8457	5.2130	17.4900 
771.839	-0.0479	0.0146	1.1162	-0.7361	1.7633	5.1141	17.5200 
771.855	-0.0688	0.1235	1.1357	-0.8075	1.7413	4.7571	17.5000 
771.856	-0.1191	0.1328	1.1704	-0.8130	1.7358	4.5428	17.4900 
771.856	-0.1196	0.0166	1.1353	-0.8679	1.6315	4.6747	17.4900 
771.856	-0.0576	-0.0552	1.1572	-0.9174	1.5106	4.8779	17.5000 
771.856	0.0098	0.0386	1.2393	-0.8624	1.3678	4.9329	17.4900 
771.876	0.1279	0.0723	1.1133	-0.6592	0.9723	5.0867	17.4800 
771.889	0.1572	-0.0342	1.1416	-0.4614	0.5548	5.5042	17.4800 
771.904	0.2402	-0.1040	1.0649	-0.3406	0.1593	5.9875	17.4800 
771.928	0.2720	-0.1318	1.0024	-0.2802	-0.1813	6.3336	17.4600 
771.949	0.2373	-0.1646	1.0083	-0.2692	-0.2966	6.3776	17.4700 
772.063	0.0996	-0.2231	1.1528	-0.2966	-0.1538	6.1139	17.4800 
772.087	0.0181	-0.2466	1.1934	-0.3406	0.0769	5.5811	17.4600 
772.087	0.0015	-0.0757	1.1460	-0.3076	0.3186	4.7461	17.4700 
772.087	0.0171	0.0327	1.0830	-0.1813	0.4999	4.0100	17.4700 
772.087	0.0620	-0.0195	0.9072	-0.0769	0.5548	3.6969	17.4500 
772.087	0.0776	-0.0645	0.8496	-0.0275	0.6317	3.5156	17.4500 
772.087	0.0996	0.0059	0.8193	0.0604	0.8185	3.1146	17.4500 
772.105	0.1016	0.0454	0.8511	0.1978	1.0767	2.6202	17.4500 
772.124	0.0884	0.0186	0.8472	0.2802	1.2964	2.2247	17.4500 
772.145	0.0723	-0.0381	0.8711	0.2692	1.5161	1.8951	17.4500 
772.165	0.0830	-0.0127	0.9219	0.2197	1.7633	1.4777	17.4400 
772.276	0.0747	-0.0352	0.9609	0.1703	1.9995	1.0876	17.4300 
772.284	0.0903	-0.0527	0.9810	0.1099	2.1863	0.7251	17.4400 
772.284	0.1211	0.0103	1.0088	0.1044	2.3840	0.2692	17.4300 
772.284	0.1514	0.1143	1.0601	0.1978	2.5598	-0.1373	17.4300 
772.284	0.1387	0.0903	1.0640	0.3131	2.6367	-0.2527	17.4300 
772.284	0.1099	-0.0156	1.0352	0.4120	2.6422	-0.1208	17.4300 
772.306	0.0679	0.0000	1.0552	0.5328	2.7521	-0.1263	17.4300 
772.324	0.0752	0.1538	1.0776	0.7361	2.9553	-0.2911	17.4300 
772.343	0.1421	0.2104	1.0537	0.9833	3.0872	-0.2911	17.4300 
772.365	0.1719	0.1060	1.0435	1.1920	3.1805	0.0055	17.4100 
772.384	0.1372	0.0171	1.0127	1.3568	3.3124	0.2637	17.4200 
772.485	-0.0454	-0.0293	1.2202	1.5930	3.6914	0.2142	17.4200 
772.502	-0.1343	0.0186	1.4307	1.9226	4.2462	-0.1044	17.4200 
772.503	-0.0806	0.2300	1.2188	2.3621	4.5374	-0.4889	17.4200 
772.503	-0.0811	0.1807	1.0669	2.8015	4.6747	-0.4999	17.4000 
772.503	-0.1860	-0.1401	0.8540	2.9333	4.8505	-0.3186	17.4100 
772.503	-0.2886	-0.2500	1.0220	2.7740	5.3778	-0.5878	17.4100 
772.525	-0.3428	-0.1328	1.1992	2.5159	5.9106	-1.1646	17.4100 
772.545	-0.3037	-0.0068	1.2827	2.2906	6.1798	-1.5656	17.3900 
772.565	-0.1709	0.0498	1.1455	2.1533	6.1029	-1.4447	17.4000 
772.581	-0.1357	-0.0596	1.1064	2.0105	5.8722	-0.8679	17.4000 
772.691	-0.0449	-0.0386	0.9751	1.8127	5.5920	-0.3461	17.3900 
772.703	-0.0293	0.0146	0.9233	1.6260	5.3723	-0.0110	17.4000 
772.703	-0.0137	0.0459	0.8286	1.4832	5.1196	0.2032	17.4000 
772.703	-0.0361	0.0396	0.8086	1.3513	4.8944	0.3735	17.4000 
772.703	-0.0747	0.0464	0.7563	1.2744	4.6692	0.4340	17.3700 
772.703	-0.0630	0.1279	0.7808	1.2360	4.4824	0.4010	17.3700 
772.720	-0.0337	0.1123	0.8447	1.1755	4.2133	0.6097	17.3800 
772.740	-0.0220	0.0278	0.8276	0.9833	3.8892	0.9998	17.3800 
772.855	-0.0161	0.0630	0.8975	0.7471	3.6584	1.1865	17.3700 
772.872	-0.0239	0.1270	0.9502	0.5823	3.5046	1.1591	17.3700 
772.872	-0.0210	0.1279	0.9561	0.4724	3.2959	1.1810	17.3700 
772.872	-0.0308	0.1157	1.0039	0.3516	3.1036	1.2634	17.3700 
772.872	-0.0410	0.1099	1.0762	0.1923	2.9608	1.3129	17.3700 
772.872	-0.0757	0.0420	1.1196	0.0330	2.7905	1.4172	17.3700 
772.888	-0.0679	0.0225	1.1440	-0.0714	2.5928	1.4886	17.3500 
772.919	-0.0293	0.1079	1.1187	-0.0604	2.3676	1.3788	17.3600 
772.938	-0.0181	0.1699	1.1011	0.0824	2.1478	1.1755	17.3700 
772.960	-0.0127	0.1665	1.0942	0.2747	1.9336	1.0547	17.3600 
773.069	0.0117	0.0986	1.2378	0.4285	1.7633	1.0822	17.3500 
773.087	0.1411	-0.0078	1.3477	0.5383	1.4227	1.2415	17.3700 
773.087	0.1445	-0.0967	1.2935	0.6702	0.9723	1.4832	17.3400 
773.087	0.2007	-0.1055	1.2183	0.7635	0.6482	1.6370	17.3600 
773.087	0.2495	-0.0396	1.1006	0.8075	0.3900	1.7468	17.3500 
773.087	0.2212	-0.1748	1.0361	0.6866	0.2692	1.9061	17.3500 
773.087	0.1611	-0.2505	1.0894	0.4395	0.3680	1.8402	17.3500 
773.106	0.0000	-0.2407	1.1792	0.2307	0.6702	1.2305	17.3500 
773.122	-0.0366	-0.0977	1.1479	0.1318	0.9943	0.2692	17.3500 
773.140	0.0200	0.0947	0.9995	0.1538	1.1865	-0.5383	17.3400 
773.158	0.0371	-0.0103	0.9146	0.0989	1.2469	-0.8075	17.3500 
773.180	0.0581	-0.1807	0.7480	-0.1263	1.3074	-0.7910	17.3600 
773.274	0.0342	-0.1416	0.7930	-0.3241	1.6150	-1.1041	17.3300 
773.295	0.0396	0.0088	0.8599	-0.3790	2.0160	-1.6754	17.3300 
773.295	0.0308	-0.0352	0.8843	-0.4285	2.2852	-1.9556	17.3200 
773.295	0.0732	-0.0986	0.8516	-0.5328	2.4005	-1.9940	17.3300 
773.295	0.0630	-0.1274	0.9033	-0.6702	2.6147	-2.1698	17.3300 
773.317	0.0679	-0.0356	0.9976	-0.7581	2.8894	-2.5708	17.3000 
773.317	0.0811	0.0244	1.0142	-0.7251	3.1256	-3.0157	17.3200 
