StartTime: 2018-11-18 09:26:32.427
Time(s)	ax(g)	ay(g)	az(g)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
1208.278	0.0830	0.1636	1.0161	7.6685	-1.1261	-4.5209	16.8900 
1208.300	0.0806	0.1392	1.0088	7.6740	-1.1316	-4.4879	16.8900 
1208.319	0.0830	0.1846	1.0229	7.6849	-1.1096	-4.5099	16.8800 
1208.339	0.0854	0.1636	1.0195	7.6959	-1.1151	-4.4934	16.9100 
1208.360	0.0869	0.1582	1.0190	7.6959	-1.1206	-4.4604	16.8900 
1208.377	0.0825	0.1787	1.0234	7.7124	-1.1041	-4.4714	16.9000 
1208.496	0.0732	0.1563	1.0210	7.7234	-1.0986	-4.4604	16.9000 
1208.515	0.0723	0.1553	1.0107	7.7179	-1.0931	-4.4495	16.8900 
1208.517	0.0732	0.1875	1.0020	7.7454	-1.0767	-4.4934	16.9000 
1208.517	0.0664	0.1826	1.0068	7.7783	-1.0657	-4.5154	16.8900 
1208.517	0.0547	0.1797	1.0068	7.7948	-1.0492	-4.5593	16.9000 
1208.517	0.0503	0.2065	1.0210	7.8058	-1.0107	-4.6472	16.9000 
1208.517	0.0430	0.1846	1.0098	7.8058	-0.9888	-4.6912	16.8900 
1208.534	0.0430	0.1973	1.0146	7.7838	-0.9613	-4.7296	16.9100 
1208.558	0.0513	0.2275	1.0020	7.7563	-0.9338	-4.7736	16.9100 
1208.578	0.0532	0.2236	0.9902	7.7124	-0.9283	-4.7681	16.9200 
1208.594	0.0391	0.2324	0.9941	7.6300	-0.9064	-4.7900	16.9200 
1208.615	0.0347	0.2319	1.0010	7.5256	-0.8734	-4.8340	16.9200 
1208.724	0.0327	0.2207	1.0068	7.3993	-0.8240	-4.8669	16.9200 
1208.750	0.0391	0.2349	1.0415	7.2675	-0.7471	-4.8944	16.9200 
1208.750	0.0498	0.2231	1.0107	7.1411	-0.7031	-4.8944	16.9200 
1208.750	0.0532	0.2095	1.0137	6.9983	-0.6262	-4.8999	16.9200 
1208.751	0.0483	0.2036	1.0264	6.8719	-0.5273	-4.9054	16.9200 
1208.751	0.0396	0.1680	1.0068	6.7346	-0.4230	-4.8999	16.9200 
1208.768	0.0439	0.1816	0.9985	6.5973	-0.3076	-4.9164	16.9200 
1208.848	0.0493	0.1782	1.0239	6.4709	-0.1923	-4.9109	16.9200 
1208.866	0.0703	0.1924	1.0254	6.3501	-0.1099	-4.8560	16.9300 
1208.867	0.0952	0.1558	0.9844	6.2238	-0.0604	-4.7351	16.9200 
1208.867	0.0947	0.1621	0.9883	6.1084	0.0275	-4.6417	16.9100 
1208.867	0.0649	0.1240	1.0259	5.9821	0.1538	-4.5319	16.9300 
1208.883	0.0610	0.0923	1.0215	5.8282	0.2637	-4.4275	16.9200 
1208.917	0.1113	0.1855	1.0005	5.7184	0.3406	-4.4000	16.9200 
1208.935	0.1543	0.1543	0.9531	5.6525	0.2911	-4.2188	16.9300 
1208.936	0.1567	0.0845	1.0122	5.5426	0.2252	-4.0265	16.9300 
1208.955	0.1406	0.1602	1.1250	5.4437	0.2582	-4.0430	16.9300 
1208.974	0.1411	0.1816	1.1138	5.3723	0.2142	-4.0100	16.9500 
1208.995	0.1411	0.1377	1.0723	5.2734	0.1208	-3.8562	16.9500 
1209.014	0.1255	0.1665	1.0576	5.1691	0.1099	-3.7573	16.9300 
1209.119	0.1230	0.2056	1.0859	5.0977	0.1758	-3.6859	16.9300 
1209.141	0.1621	0.2212	1.0156	5.0702	0.2087	-3.4991	16.9200 
1209.141	0.1860	0.2100	0.9453	5.0427	0.2252	-3.2794	16.9200 
1209.141	0.1699	0.1714	0.9004	4.9933	0.2856	-3.1531	16.9300 
1209.141	0.1436	0.1528	0.9209	4.8889	0.4285	-3.1915	16.9400 
1209.141	0.0986	0.1597	0.9639	4.7571	0.5933	-3.3563	16.9300 
1209.171	0.1084	0.1523	1.0059	4.6252	0.6866	-3.4552	16.9400 
1209.270	0.1357	0.1245	0.9814	4.4769	0.6592	-3.4277	16.9400 
1209.280	0.1553	0.1353	0.9912	4.3561	0.6097	-3.4058	16.9400 
1209.280	0.1470	0.1431	1.0425	4.2682	0.5713	-3.3948	16.9100 
1209.280	0.1504	0.1611	1.0439	4.2407	0.5273	-3.3398	16.9200 
1209.280	0.1533	0.1289	1.0288	4.2242	0.4340	-3.1750	16.9400 
1209.280	0.1470	0.1016	1.0200	4.1913	0.3406	-2.9938	16.9300 
1209.309	0.1372	0.1514	1.0200	4.2023	0.3241	-2.8839	16.9600 
1209.335	0.1313	0.1621	1.0337	4.2627	0.3625	-2.7686	16.9300 
1209.335	0.1611	0.1665	1.0522	4.3231	0.3955	-2.5818	16.9500 
1209.355	0.1943	0.1763	1.0425	4.3835	0.4010	-2.3730	16.9400 
