StartTime: 2018-11-11 20:28:49.928
Time(s)	ax(g)	ay(g)	az(g) 
524.672	0.3730	-0.6519	0.7012 
524.672	0.3911	-0.6357	0.7012 
524.672	0.3882	-0.6328	0.7031 
524.672	0.3892	-0.6387	0.7051 
524.672	0.3984	-0.6357	0.7056 
524.703	0.3999	-0.6401	0.6997 
524.703	0.3940	-0.6445	0.6899 
524.735	0.3877	-0.6426	0.6909 
524.750	0.3774	-0.6479	0.6836 
524.766	0.3872	-0.6372	0.6929 
524.875	0.3848	-0.6387	0.6938 
524.891	0.3945	-0.6494	0.6880 
524.891	0.3911	-0.6475	0.6875 
524.891	0.3867	-0.6475	0.6807 
524.891	0.3857	-0.6455	0.6816 
524.891	0.3892	-0.6533	0.6963 
524.906	0.3882	-0.6533	0.7031 
524.922	0.3779	-0.6475	0.6909 
525.031	0.3745	-0.6465	0.6914 
525.047	0.3833	-0.6416	0.6982 
525.047	0.3862	-0.6484	0.7046 
525.047	0.3955	-0.6567	0.7197 
525.047	0.3906	-0.6538	0.7036 
525.047	0.3682	-0.6523	0.6841 
525.078	0.3711	-0.6592	0.6787 
525.078	0.3911	-0.6665	0.6963 
525.110	0.4004	-0.6587	0.6895 
525.141	0.4014	-0.6499	0.6680 
525.141	0.4087	-0.6558	0.6626 
525.235	0.4106	-0.6670	0.6675 
525.266	0.4111	-0.6621	0.6660 
525.266	0.4146	-0.6504	0.6523 
525.266	0.4194	-0.6533	0.6621 
525.266	0.4326	-0.6489	0.6792 
525.266	0.4233	-0.6406	0.6548 
525.281	0.4038	-0.6382	0.6572 
525.297	0.4136	-0.6455	0.6743 
525.328	0.4258	-0.6582	0.6831 
525.360	0.4165	-0.6616	0.6724 
525.360	0.4067	-0.6855	0.6558 
525.438	0.4102	-0.6919	0.6587 
525.453	0.4175	-0.6934	0.6543 
525.453	0.4067	-0.7070	0.6431 
525.453	0.4023	-0.7036	0.6411 
525.469	0.4038	-0.7012	0.6372 
525.485	0.4033	-0.6992	0.6401 
525.500	0.4111	-0.6953	0.6401 
525.516	0.4175	-0.6816	0.6353 
