StartTime: 2018-11-11 20:28:49.928
Time(s)	ax(g)	ay(g)	az(g) 
661.674	0.3916	-0.6372	0.7114 
661.783	0.3716	-0.6504	0.6919 
661.799	0.3779	-0.6367	0.6934 
661.799	0.3857	-0.6279	0.6885 
661.799	0.3862	-0.6260	0.6836 
661.799	0.4009	-0.6211	0.6978 
661.799	0.4209	-0.6177	0.7134 
661.814	0.4209	-0.6055	0.7148 
661.830	0.3931	-0.6191	0.6934 
661.924	0.3550	-0.6494	0.6777 
661.955	0.3564	-0.6572	0.6753 
661.955	0.3960	-0.6372	0.6885 
661.955	0.4199	-0.6294	0.7085 
661.955	0.4067	-0.6367	0.7158 
661.955	0.3506	-0.6655	0.7021 
661.971	0.3364	-0.6787	0.6929 
661.986	0.3486	-0.6753	0.7021 
662.017	0.3950	-0.6455	0.7148 
662.033	0.3989	-0.6245	0.7314 
662.049	0.3716	-0.6367	0.7183 
662.127	0.3525	-0.6753	0.7085 
662.142	0.3535	-0.6753	0.7051 
662.142	0.3711	-0.6279	0.7261 
662.142	0.3931	-0.6069	0.7373 
662.142	0.3525	-0.6113	0.7256 
662.158	0.3301	-0.6104	0.7329 
662.174	0.3281	-0.5967	0.7407 
662.205	0.3291	-0.5845	0.7490 
662.220	0.3394	-0.5532	0.7603 
662.236	0.3350	-0.5581	0.7666 
662.330	0.3252	-0.6118	0.8066 
662.345	0.3433	-0.6245	0.8267 
662.345	0.3521	-0.6108	0.8262 
662.345	0.3667	-0.6123	0.8364 
662.345	0.3740	-0.6123	0.8330 
662.377	0.3540	-0.6284	0.8008 
662.392	0.2988	-0.6406	0.7593 
662.408	0.2808	-0.6309	0.7319 
662.424	0.2842	-0.6074	0.7104 
662.439	0.2983	-0.5928	0.7124 
662.549	0.3018	-0.5801	0.7158 
662.564	0.2905	-0.5786	0.7192 
662.564	0.2861	-0.5928	0.7422 
662.564	0.2920	-0.6108	0.7534 
662.564	0.3042	-0.5918	0.7490 
662.564	0.3174	-0.5762	0.7505 
662.580	0.3198	-0.5850	0.7666 
662.611	0.3081	-0.5981	0.7720 
662.627	0.2910	-0.6157	0.7910 
662.658	0.2773	-0.6382	0.7856 
662.658	0.2813	-0.6440	0.7969 
662.767	0.3125	-0.6196	0.8086 
662.783	0.3428	-0.6167	0.8257 
662.783	0.3359	-0.6396	0.8423 
662.783	0.2856	-0.6626	0.8174 
662.783	0.2788	-0.6777	0.8232 
662.783	0.3242	-0.6646	0.8564 
662.814	0.3350	-0.6460	0.8330 
662.845	0.3120	-0.6714	0.7910 
662.845	0.2905	-0.6880	0.7671 
662.877	0.3486	-0.6626	0.7778 
662.877	0.3838	-0.6245	0.7495 
662.986	0.4243	-0.5601	0.6870 
663.017	0.4609	-0.4946	0.6650 
663.017	0.4844	-0.4961	0.6523 
663.017	0.4814	-0.5693	0.6436 
663.017	0.4346	-0.6333	0.6548 
663.017	0.4917	-0.6626	0.6641 
663.033	0.5459	-0.6616	0.6831 
663.064	0.5659	-0.6807	0.7085 
663.064	0.5269	-0.6885	0.6992 
663.111	0.4526	-0.6914	0.6846 
663.111	0.4106	-0.6582	0.6650 
663.189	0.3872	-0.5981	0.6118 
663.205	0.3799	-0.5688	0.5908 
663.205	0.3848	-0.5791	0.5928 
663.205	0.3770	-0.5854	0.6006 
663.205	0.3535	-0.6299	0.6118 
663.236	0.3481	-0.6792	0.6318 
663.236	0.3540	-0.6841	0.6553 
663.252	0.3530	-0.6743	0.6436 
663.267	0.3745	-0.6699	0.6191 
663.299	0.3770	-0.6670	0.6143 
663.377	0.3647	-0.6567	0.6060 
663.408	0.3462	-0.6646	0.5884 
663.408	0.3408	-0.7017	0.5967 
663.408	0.3511	-0.7129	0.6084 
663.408	0.3706	-0.7070	0.5996 
663.424	0.3906	-0.6953	0.5986 
663.439	0.4053	-0.7358	0.6162 
663.455	0.4219	-0.7407	0.6367 
663.471	0.4360	-0.7393	0.6602 
663.486	0.4653	-0.7866	0.7339 
663.595	0.4561	-0.7524	0.9028 
663.611	0.4438	-0.7383	0.8740 
663.611	0.4600	-0.6758	0.9048 
663.611	0.4453	-0.6616	0.9048 
663.611	0.3979	-0.6421	0.8271 
663.627	0.3296	-0.6050	0.7813 
663.642	0.3086	-0.5474	0.7578 
663.658	0.3398	-0.4897	0.7964 
663.674	0.4375	-0.4355	0.8423 
663.705	0.4961	-0.4624	0.8638 
663.799	0.5327	-0.5068	0.8950 
663.814	0.4941	-0.5127	0.8481 
663.814	0.3589	-0.5264	0.7295 
663.814	0.2861	-0.5400	0.6729 
663.814	0.2607	-0.5146	0.6401 
663.814	0.2822	-0.4966	0.6460 
663.830	0.2944	-0.4912	0.6689 
663.845	0.2993	-0.5044	0.6870 
663.877	0.2993	-0.5259	0.7397 
663.908	0.3223	-0.5327	0.7676 
664.002	0.3130	-0.5688	0.7793 
664.002	0.3047	-0.5830	0.7598 
664.033	0.2998	-0.6016	0.7451 
664.033	0.3130	-0.6030	0.7451 
664.033	0.3579	-0.5776	0.7588 
664.033	0.3706	-0.5762	0.7578 
664.033	0.3604	-0.5947	0.7686 
664.049	0.2964	-0.6787	0.7754 
664.064	0.2402	-0.7261	0.7656 
664.095	0.2378	-0.7183	0.7720 
664.220	0.3228	-0.6499	0.7783 
664.236	0.4834	-0.6660	0.8076 
664.236	0.4985	-0.7554	0.8652 
664.236	0.4624	-0.7803	0.7866 
664.236	0.4922	-0.7148	0.6836 
664.236	0.5142	-0.5933	0.5591 
664.236	0.6226	-0.4868	0.5796 
664.252	0.7251	-0.4775	0.6665 
664.267	0.6494	-0.6069	0.7314 
664.361	0.5464	-0.7422	0.8032 
664.377	0.5415	-0.7334	0.7842 
664.377	0.4980	-0.6587	0.7012 
664.377	0.4668	-0.5996	0.6211 
664.377	0.4019	-0.5376	0.5269 
664.392	0.3833	-0.5103	0.5171 
664.408	0.3823	-0.4824	0.5278 
664.439	0.3745	-0.5029	0.5352 
664.471	0.3193	-0.5679	0.5146 
664.471	0.2998	-0.6040	0.5210 
664.564	0.3120	-0.6289	0.5713 
664.580	0.3496	-0.6167	0.5884 
664.580	0.4082	-0.5933	0.5747 
664.580	0.4189	-0.5869	0.5669 
664.580	0.3818	-0.6509	0.5908 
664.596	0.3530	-0.7275	0.6235 
664.611	0.3481	-0.7798	0.6665 
664.627	0.3735	-0.7749	0.7056 
664.642	0.4204	-0.7310	0.7168 
664.674	0.4375	-0.7202	0.7036 
664.783	0.4453	-0.8345	0.8149 
664.799	0.4448	-0.8496	0.9556 
664.799	0.4263	-0.7939	0.9326 
664.799	0.4253	-0.6875	0.8936 
664.799	0.3545	-0.5664	0.8379 
664.799	0.3374	-0.5156	0.8374 
664.830	0.3398	-0.5332	0.9067 
664.830	0.3926	-0.5791	0.9717 
664.861	0.5361	-0.5522	1.0361 
664.892	0.6079	-0.4878	0.9897 
664.892	0.5386	-0.4629	0.8486 
664.970	0.4175	-0.5073	0.7383 
664.986	0.2876	-0.5054	0.6440 
664.986	0.2432	-0.4985	0.6079 
664.986	0.2480	-0.4565	0.5840 
664.986	0.2759	-0.4482	0.6006 
665.017	0.3047	-0.4175	0.6206 
665.033	0.3193	-0.4307	0.6416 
665.049	0.3276	-0.4966	0.7056 
665.080	0.3491	-0.5298	0.7354 
665.189	0.3477	-0.5503	0.7300 
665.189	0.2690	-0.6245	0.7241 
665.205	0.2666	-0.6567	0.7378 
665.205	0.3477	-0.6299	0.7783 
665.205	0.4053	-0.5728	0.7729 
665.205	0.3511	-0.6299	0.7568 
665.205	0.2734	-0.7412	0.7456 
665.236	0.2373	-0.8145	0.7739 
665.267	0.2759	-0.7534	0.7754 
665.267	0.4189	-0.6079	0.7427 
665.299	0.5376	-0.6030	0.7847 
665.408	0.4849	-0.7134	0.8325 
665.408	0.4824	-0.6968	0.7363 
665.424	0.4946	-0.6606	0.6406 
665.424	0.5303	-0.6582	0.5947 
665.424	0.6514	-0.6025	0.6177 
665.424	0.6816	-0.6187	0.6782 
665.424	0.5679	-0.7451	0.7510 
665.455	0.5151	-0.7769	0.7676 
665.486	0.4858	-0.6792	0.7212 
