StartTime: 2018-11-11 20:28:49.928
Time(s)	ax(g)	ay(g)	az(g) 
478.495	0.4023	-0.6118	0.6938 
478.495	0.4019	-0.6250	0.7007 
478.495	0.3804	-0.6387	0.7036 
478.495	0.3745	-0.6431	0.7002 
478.495	0.3813	-0.6396	0.7061 
478.495	0.3652	-0.6509	0.6987 
478.495	0.3657	-0.6494	0.7065 
478.495	0.3892	-0.6396	0.7070 
478.495	0.4004	-0.6323	0.7051 
478.495	0.3838	-0.6406	0.6880 
478.495	0.3667	-0.6558	0.6821 
478.495	0.3726	-0.6587	0.6968 
478.495	0.3857	-0.6509	0.7129 
478.495	0.3809	-0.6372	0.7148 
478.495	0.3594	-0.6470	0.6968 
478.495	0.3584	-0.6504	0.7026 
478.495	0.3735	-0.6436	0.7207 
478.495	0.3799	-0.6348	0.7295 
478.495	0.3760	-0.6304	0.7095 
478.495	0.3711	-0.6323	0.7041 
478.495	0.3643	-0.6411	0.7139 
478.495	0.3657	-0.6523	0.7056 
478.495	0.3623	-0.6523	0.6914 
478.495	0.3618	-0.6577	0.6748 
478.495	0.3662	-0.6611	0.6890 
478.495	0.3726	-0.6768	0.7051 
478.495	0.3745	-0.6763	0.7002 
478.495	0.3765	-0.6646	0.6709 
478.495	0.3794	-0.6602	0.6563 
478.495	0.3979	-0.6606	0.6538 
478.495	0.4097	-0.6489	0.6636 
478.495	0.3950	-0.6323	0.6748 
478.495	0.3799	-0.6533	0.6753 
478.495	0.3716	-0.6812	0.7012 
478.495	0.3691	-0.6812	0.6938 
478.495	0.3745	-0.6514	0.6797 
478.495	0.4077	-0.6343	0.6831 
478.495	0.4131	-0.6362	0.6831 
478.495	0.4014	-0.6465	0.6885 
478.495	0.3970	-0.6519	0.6943 
478.495	0.4009	-0.6563	0.7026 
478.495	0.3921	-0.6504	0.7065 
478.495	0.3672	-0.6538	0.7046 
478.495	0.3643	-0.6592	0.6914 
478.495	0.3936	-0.6416	0.7031 
478.495	0.4116	-0.6255	0.7144 
478.495	0.4004	-0.6426	0.6958 
