StartTime: 2018-11-11 20:28:49.928
Time(s)	ax(g)	ay(g)	az(g) 
208.959	0.3516	-0.6157	0.7290 
208.959	0.3521	-0.6216	0.7329 
208.959	0.3555	-0.6250	0.7363 
208.959	0.3574	-0.6201	0.7334 
208.959	0.3501	-0.6187	0.7319 
208.959	0.3486	-0.6274	0.7285 
208.959	0.3511	-0.6191	0.7241 
208.959	0.3550	-0.6069	0.7256 
208.959	0.3589	-0.6094	0.7300 
208.959	0.3530	-0.6074	0.7402 
208.959	0.3491	-0.6099	0.7417 
208.959	0.3550	-0.6084	0.7456 
208.959	0.3604	-0.6040	0.7524 
208.959	0.3525	-0.6118	0.7432 
208.959	0.3394	-0.6104	0.7461 
208.959	0.3311	-0.6113	0.7539 
208.959	0.3296	-0.6157	0.7490 
208.959	0.3418	-0.6157	0.7573 
208.959	0.3501	-0.6084	0.7632 
208.959	0.3540	-0.6118	0.7627 
208.959	0.3452	-0.6162	0.7598 
208.959	0.3369	-0.6318	0.7441 
208.959	0.3345	-0.6377	0.7305 
208.959	0.3477	-0.6270	0.7285 
208.959	0.3589	-0.6118	0.7217 
208.959	0.3604	-0.6089	0.7217 
208.959	0.3633	-0.6147	0.7251 
208.959	0.3677	-0.6216	0.7305 
208.959	0.3569	-0.6245	0.7183 
208.959	0.3560	-0.6182	0.7207 
208.959	0.3491	-0.6230	0.7271 
208.959	0.3496	-0.6245	0.7217 
208.959	0.3555	-0.6226	0.7256 
208.959	0.3662	-0.6167	0.7422 
208.959	0.3613	-0.6104	0.7490 
208.959	0.3599	-0.6191	0.7437 
208.959	0.3535	-0.6265	0.7314 
208.959	0.3564	-0.6133	0.7241 
208.959	0.3682	-0.6045	0.7300 
208.959	0.3711	-0.5996	0.7300 
208.959	0.3564	-0.6064	0.7349 
208.959	0.3472	-0.6128	0.7373 
208.959	0.3491	-0.6211	0.7446 
208.959	0.3545	-0.6230	0.7529 
208.959	0.3555	-0.6235	0.7393 
208.959	0.3584	-0.6177	0.7324 
208.959	0.3735	-0.6074	0.7290 
208.959	0.3789	-0.5986	0.7261 
208.959	0.3774	-0.6050	0.7207 
208.959	0.3813	-0.6118	0.7153 
208.959	0.3936	-0.6182	0.7114 
208.959	0.3872	-0.6191	0.7114 
208.991	0.3862	-0.6221	0.6973 
209.053	0.3872	-0.6206	0.6973 
209.069	0.3945	-0.6265	0.7026 
209.069	0.3960	-0.6260	0.7100 
209.069	0.3931	-0.6362	0.6963 
209.084	0.3965	-0.6362	0.6904 
209.100	0.4067	-0.6187	0.6978 
209.178	0.4141	-0.6055	0.6929 
209.194	0.4048	-0.6196	0.6958 
209.194	0.4077	-0.6255	0.7085 
209.194	0.4126	-0.6323	0.7129 
209.225	0.4131	-0.6245	0.7114 
209.225	0.4072	-0.6123	0.7041 
209.241	0.4082	-0.6138	0.6963 
209.256	0.4033	-0.6113	0.7017 
209.288	0.3950	-0.6172	0.7007 
209.350	0.3853	-0.6279	0.7129 
209.381	0.3896	-0.6343	0.7153 
209.381	0.3799	-0.6338	0.7173 
209.381	0.3687	-0.6260	0.7168 
209.381	0.3623	-0.6201	0.7212 
209.397	0.3540	-0.6211	0.7310 
209.413	0.3511	-0.6040	0.7524 
209.444	0.3604	-0.5991	0.7642 
209.459	0.3604	-0.5977	0.7686 
209.475	0.3535	-0.5952	0.7676 
209.538	0.3525	-0.5986	0.7671 
209.553	0.3457	-0.6030	0.7593 
209.553	0.3320	-0.6104	0.7471 
209.569	0.3354	-0.6064	0.7476 
209.584	0.3418	-0.5947	0.7520 
209.600	0.3398	-0.5908	0.7520 
209.616	0.3447	-0.5894	0.7490 
209.647	0.3447	-0.5894	0.7515 
209.725	0.3428	-0.5898	0.7510 
209.756	0.3477	-0.5859	0.7505 
209.756	0.3525	-0.5947	0.7554 
209.756	0.3540	-0.6055	0.7534 
209.756	0.3677	-0.6113	0.7432 
209.756	0.3696	-0.6177	0.7261 
209.772	0.3745	-0.6230	0.6914 
209.788	0.3755	-0.6265	0.6670 
209.819	0.3853	-0.6421	0.6641 
209.834	0.3916	-0.6538	0.6919 
209.850	0.4014	-0.6470	0.6968 
209.881	0.4009	-0.6406	0.6885 
209.897	0.4072	-0.6709	0.6914 
209.975	0.4033	-0.7041	0.6885 
210.006	0.3877	-0.7319	0.6768 
210.006	0.3711	-0.7358	0.6763 
210.006	0.3652	-0.7192	0.6655 
210.006	0.3638	-0.6982	0.6553 
210.022	0.3657	-0.6758	0.6455 
210.038	0.3599	-0.6665	0.6392 
210.053	0.3491	-0.6772	0.6333 
210.069	0.3550	-0.6870	0.6318 
210.100	0.3662	-0.6885	0.6265 
210.147	0.3774	-0.6787	0.6172 
210.163	0.3740	-0.6826	0.6143 
210.163	0.3726	-0.6909	0.6064 
