9.0000	10.2000
9.0000	9.6000
9.0000	9.0000
9.0000	8.4000
9.0000	7.8000
9.0000	7.2000
9.0000	6.6000
9.0000	6.0000
9.0000	5.4000
9.0000	4.8000
9.0000	4.2000
9.0000	3.6000
9.0000	3.0000
8.4000	3.0000
7.8000	3.0000
7.2000	3.0000
6.6000	3.0000
6.0000	3.0000
5.4000	3.0000
4.8000	3.0000
4.2000	3.0000
3.6000	3.0000
3.0000	3.0000
3.0000	3.6000
3.0000	4.2000
3.0000	4.8000
3.0000	5.4000
3.0000	6.0000
3.0000	6.6000
3.0000	7.2000
3.0000	7.8000
3.0000	8.4000
3.0000	9.0000
3.0000	9.6000
3.0000	10.2000
