StartTime: 2018-11-30 11:18:29.356
Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz 
147.862	-0.0723	0.0239	1.0186	-1.2207	1.5869	0.4272	-0.7306	6.2787	0.1868	38.7800	15	155	-243 
147.878	-0.0728	0.0234	1.0190	-1.2817	1.0376	0.4272	-0.7306	6.2787	0.1758	38.8200	13	154	-245 
147.909	-0.0713	0.0220	1.0190	-1.0986	1.2207	0.1831	-0.7306	6.2732	0.1648	38.7900	14	153	-245 
147.971	-0.0708	0.0225	1.0190	-1.0986	1.8311	0.3662	-0.7251	6.2787	0.1593	38.7700	15	152	-248 
147.987	-0.0723	0.0239	1.0195	-1.0986	1.8921	0.3662	-0.7251	6.2897	0.1648	38.7900	17	155	-250 
147.987	-0.0732	0.0244	1.0200	-1.2817	1.2817	0.3052	-0.7251	6.2897	0.1593	38.7900	16	156	-250 
147.987	-0.0713	0.0225	1.0200	-1.2817	1.2817	0.1831	-0.7251	6.2897	0.1538	38.7800	15	154	-249 
148.003	-0.0713	0.0225	1.0195	-1.2817	1.3428	0.4272	-0.7251	6.2897	0.1483	38.7900	15	153	-251 
148.018	-0.0732	0.0220	1.0176	-1.0986	1.2817	0.5493	-0.7251	6.2897	0.1428	38.7900	15	154	-251 
148.049	-0.0723	0.0215	1.0166	-1.1597	1.2817	0.5493	-0.7196	6.2842	0.1483	38.7900	17	155	-251 
148.065	-0.0732	0.0215	1.0205	-1.2207	1.6479	0.4883	-0.7196	6.2897	0.1538	38.7900	17	156	-251 
148.081	-0.0747	0.0234	1.0200	-1.2817	1.4038	0.3662	-0.7196	6.2952	0.1538	38.7800	16	153	-251 
148.096	-0.0732	0.0239	1.0205	-1.2207	1.3428	0.3662	-0.7196	6.2952	0.1593	38.7900	18	153	-251 
148.128	-0.0723	0.0254	1.0195	-1.2207	1.3428	0.4883	-0.7196	6.2952	0.1648	38.8000	18	154	-252 
148.143	-0.0718	0.0234	1.0190	-1.2817	1.6479	0.5493	-0.7196	6.2952	0.1758	38.8000	18	154	-249 
148.174	-0.0728	0.0229	1.0205	-1.2207	1.4648	0.6714	-0.7196	6.3007	0.1868	38.7600	18	155	-249 
148.190	-0.0732	0.0229	1.0205	-1.1597	1.5259	0.3052	-0.7196	6.3007	0.1978	38.7900	18	156	-249 
148.206	-0.0718	0.0215	1.0229	-1.2817	1.4038	0.3052	-0.7196	6.3062	0.2032	38.8000	18	156	-249 
148.221	-0.0718	0.0225	1.0190	-1.1597	1.4038	0.4883	-0.7141	6.3062	0.2142	38.7800	19	153	-248 
148.237	-0.0728	0.0225	1.0195	-1.1597	1.8921	0.4883	-0.7141	6.3116	0.2252	38.7800	17	154	-248 
148.268	-0.0742	0.0229	1.0234	-1.2207	1.7090	0.4883	-0.7141	6.3226	0.2252	38.7800	17	155	-249 
148.284	-0.0732	0.0234	1.0210	-1.2207	1.4038	0.3662	-0.7141	6.3226	0.2307	38.7600	17	155	-249 
148.299	-0.0713	0.0239	1.0200	-1.2207	1.2817	0.4272	-0.7086	6.3226	0.2307	38.7700	15	156	-249 
148.362	-0.0713	0.0225	1.0205	-1.2207	1.5259	0.3662	-0.7086	6.3226	0.2197	38.7900	13	155	-250 
148.378	-0.0728	0.0229	1.0195	-1.1597	1.7090	0.3662	-0.7086	6.3281	0.2087	38.7700	13	153	-250 
148.378	-0.0732	0.0225	1.0220	-1.1597	1.6479	0.3052	-0.7086	6.3336	0.1923	38.7800	12	152	-250 
148.378	-0.0728	0.0205	1.0195	-1.1597	1.6479	0.3052	-0.7086	6.3391	0.1758	38.7700	13	154	-251 
148.393	-0.0718	0.0239	1.0215	-1.2207	1.2207	0.4272	-0.7086	6.3391	0.1593	38.7600	14	155	-249 
148.424	-0.0728	0.0229	1.0215	-1.3428	0.9155	0.4272	-0.7141	6.3336	0.1538	38.7700	15	155	-248 
148.440	-0.0723	0.0234	1.0205	-1.2817	1.3428	0.3662	-0.7141	6.3281	0.1538	38.7700	16	155	-250 
148.456	-0.0723	0.0249	1.0186	-1.0986	2.0752	0.3052	-0.7141	6.3391	0.1593	38.7600	17	155	-249 
148.487	-0.0728	0.0225	1.0210	-1.1597	1.7090	0.3662	-0.7086	6.3501	0.1538	38.7800	15	153	-250 
148.503	-0.0718	0.0225	1.0200	-1.2817	0.9155	0.3662	-0.7086	6.3446	0.1483	38.7700	15	153	-251 
148.518	-0.0723	0.0210	1.0205	-1.2817	0.9155	0.3662	-0.7141	6.3336	0.1428	38.7600	15	154	-252 
148.534	-0.0742	0.0220	1.0210	-1.2207	1.4038	0.4883	-0.7141	6.3336	0.1373	38.7700	15	156	-251 
148.612	-0.0718	0.0234	1.0190	-1.1597	1.2207	0.4883	-0.7086	6.3336	0.1373	38.7700	14	156	-249 
148.612	-0.0723	0.0244	1.0176	-1.2817	0.7324	0.6714	-0.7086	6.3226	0.1373	38.7600	14	156	-248 
148.612	-0.0718	0.0234	1.0210	-1.2207	0.8545	0.7324	-0.7086	6.3116	0.1318	38.7700	13	155	-249 
148.628	-0.0713	0.0234	1.0210	-1.1597	1.8921	0.4883	-0.7086	6.3116	0.1208	38.7700	14	157	-247 
148.643	-0.0737	0.0234	1.0195	-1.1597	2.1973	0.4272	-0.7031	6.3281	0.1154	38.7700	12	158	-247 
148.659	-0.0737	0.0234	1.0195	-1.2817	1.0376	0.6714	-0.7031	6.3281	0.1044	38.7700	14	156	-248 
148.674	-0.0723	0.0234	1.0186	-1.4038	0.4883	0.7935	-0.7086	6.3171	0.1044	38.7700	14	156	-247 
148.706	-0.0723	0.0220	1.0181	-1.3428	1.0376	0.6714	-0.7086	6.3062	0.1044	38.7700	14	156	-247 
148.721	-0.0737	0.0210	1.0210	-1.2207	1.5259	0.5493	-0.7086	6.3062	0.0989	38.7600	13	155	-246 
148.799	-0.0713	0.0229	1.0190	-1.2817	1.7700	0.4272	-0.7086	6.3116	0.0879	38.7600	14	154	-245 
148.815	-0.0737	0.0225	1.0190	-1.1597	1.6479	0.4272	-0.7086	6.3171	0.0824	38.7700	13	155	-245 
148.815	-0.0728	0.0234	1.0190	-1.4038	0.6714	0.2441	-0.7141	6.3116	0.0659	38.7700	12	155	-247 
148.815	-0.0728	0.0244	1.0190	-1.2817	0.6714	0.2441	-0.7141	6.3007	0.0494	38.7700	12	152	-247 
148.815	-0.0728	0.0229	1.0200	-1.2207	1.2817	0.3662	-0.7141	6.2952	0.0330	38.7700	14	153	-247 
148.846	-0.0713	0.0229	1.0200	-1.2207	1.1597	0.3662	-0.7141	6.2897	0.0330	38.7700	15	153	-246 
148.862	-0.0732	0.0229	1.0210	-1.2207	0.7324	0.5493	-0.7141	6.2842	0.0275	38.7700	14	153	-246 
148.878	-0.0713	0.0229	1.0215	-1.2207	0.4272	0.4883	-0.7141	6.2677	0.0275	38.7600	14	152	-243 
148.893	-0.0703	0.0229	1.0195	-1.2817	1.1597	0.9155	-0.7086	6.2512	0.0330	38.7800	16	152	-244 
148.956	-0.0728	0.0225	1.0205	-1.2817	1.5259	0.7935	-0.7086	6.2567	0.0439	38.7900	15	154	-246 
148.971	-0.0728	0.0239	1.0205	-1.2817	1.2207	0.4272	-0.7086	6.2567	0.0439	38.7500	14	154	-245 
148.971	-0.0713	0.0234	1.0215	-1.2817	1.4038	0.3662	-0.7141	6.2567	0.0439	38.7700	15	155	-243 
148.987	-0.0723	0.0215	1.0186	-1.2817	1.1597	0.2441	-0.7141	6.2567	0.0385	38.7700	15	155	-244 
149.003	-0.0698	0.0215	1.0186	-1.2817	0.7324	0.0610	-0.7141	6.2457	0.0330	38.7600	15	155	-245 
149.018	-0.0708	0.0220	1.0210	-1.2817	1.7700	0.0000	-0.7141	6.2402	0.0275	38.7600	14	154	-247 
149.034	-0.0718	0.0249	1.0205	-1.2207	2.2583	0.0000	-0.7141	6.2567	0.0110	38.7600	15	155	-248 
149.065	-0.0718	0.0234	1.0205	-1.2207	1.7090	-0.1831	-0.7141	6.2677	0.0000	38.7500	15	154	-248 
149.081	-0.0723	0.0234	1.0205	-1.2207	1.3428	-0.1221	-0.7141	6.2732	0.0000	38.7600	16	155	-246 
149.096	-0.0713	0.0229	1.0220	-1.2207	0.7935	-0.5493	-0.7196	6.2622	-0.0165	38.7600	15	155	-247 
149.112	-0.0703	0.0220	1.0171	-1.1597	1.0986	-0.1221	-0.7196	6.2512	-0.0330	38.7700	14	157	-249 
149.221	-0.0723	0.0220	1.0190	-1.2207	0.9766	0.1221	-0.7196	6.2457	-0.0494	38.7500	13	156	-250 
149.237	-0.0776	0.0210	1.0210	-1.2207	0.4883	-0.5493	-0.7196	6.2347	-0.0714	38.7600	13	156	-250 
149.237	-0.0664	0.0239	1.0205	-1.0376	0.0000	-4.2725	-0.7251	6.2073	-0.1648	38.7500	15	157	-250 
149.237	-0.0684	0.0244	1.0195	-1.1597	1.2207	-1.0376	-0.7306	6.1908	-0.2142	38.7600	16	157	-251 
149.237	-0.0693	0.0225	1.0176	-1.1597	1.4038	0.7935	-0.7251	6.1963	-0.2142	38.7700	16	154	-250 
149.237	-0.0713	0.0229	1.0205	-1.1597	1.4648	1.2207	-0.7196	6.1963	-0.1978	38.7500	16	155	-250 
149.253	-0.0703	0.0234	1.0195	-1.2817	1.6479	1.0986	-0.7196	6.2018	-0.1758	38.7600	15	154	-251 
149.284	-0.0708	0.0225	1.0210	-1.2207	1.5259	0.7324	-0.7196	6.2073	-0.1648	38.7700	15	154	-248 
149.299	-0.0708	0.0229	1.0176	-1.2817	0.7935	0.7935	-0.7196	6.2018	-0.1428	38.7600	18	154	-246 
149.315	-0.0688	0.0234	1.0181	-1.2207	0.9155	0.7935	-0.7141	6.1908	-0.1263	38.7500	16	153	-247 
149.331	-0.0703	0.0229	1.0200	-1.0376	2.0752	0.9766	-0.7141	6.1963	-0.1154	38.7600	16	152	-248 
149.409	-0.0708	0.0244	1.0220	-1.1597	1.8311	0.9766	-0.7086	6.2073	-0.0989	38.7400	15	151	-250 
149.409	-0.0703	0.0234	1.0220	-1.4038	0.0000	0.6714	-0.7086	6.1963	-0.0879	38.7400	16	152	-251 
149.409	-0.0688	0.0239	1.0210	-1.3428	-0.4272	0.6104	-0.7086	6.1633	-0.0659	38.7500	19	152	-251 
149.424	-0.0693	0.0234	1.0181	-1.2817	1.5259	0.3662	-0.7086	6.1523	-0.0439	38.7600	19	154	-249 
149.440	-0.0708	0.0220	1.0186	-1.2207	2.5024	0.9155	-0.7086	6.1633	-0.0275	38.7700	18	155	-249 
149.456	-0.0698	0.0239	1.0210	-1.2207	1.5869	0.9766	-0.7086	6.1798	-0.0165	38.7700	14	156	-249 
149.471	-0.0693	0.0249	1.0220	-1.3428	1.3428	0.6714	-0.7086	6.1798	-0.0110	38.7700	14	157	-248 
149.503	-0.0713	0.0234	1.0210	-1.2207	2.1973	0.6714	-0.7031	6.1908	-0.0055	38.7600	16	157	-249 
149.518	-0.0708	0.0234	1.0186	-1.0986	2.3804	0.5493	-0.7031	6.2128	0.0000	38.7600	13	155	-249 
149.534	-0.0713	0.0234	1.0210	-1.2207	1.2207	0.5493	-0.6976	6.2183	-0.0055	38.7600	14	154	-248 
149.565	-0.0708	0.0225	1.0190	-1.2207	1.4648	0.3052	-0.7031	6.2128	-0.0055	38.7700	15	152	-250 
149.628	-0.0718	0.0234	1.0200	-1.1597	1.8921	0.2441	-0.6976	6.2238	-0.0110	38.7400	15	151	-249 
149.643	-0.0728	0.0229	1.0210	-1.2207	1.0376	0.0000	-0.6976	6.2292	-0.0220	38.7400	14	152	-248 
149.643	-0.0713	0.0225	1.0186	-1.2207	0.3662	-0.1831	-0.7031	6.2128	-0.0385	38.7600	14	152	-249 
149.643	-0.0708	0.0234	1.0186	-1.2817	0.3052	0.0000	-0.7031	6.1908	-0.0549	38.7500	14	152	-250 
149.659	-0.0713	0.0234	1.0151	-1.1597	0.7324	-0.0610	-0.7031	6.1743	-0.0714	38.7600	14	151	-250 
149.674	-0.0703	0.0181	1.0195	-1.4648	1.0986	1.5869	-0.7031	6.1688	-0.0604	38.7400	13	153	-252 
149.690	-0.0698	0.0205	1.0190	-1.4038	0.0610	0.4272	-0.7086	6.1469	-0.0604	38.7500	14	154	-252 
149.721	-0.0693	0.0220	1.0181	-1.1597	1.0986	-0.1221	-0.7086	6.1304	-0.0714	38.7400	16	152	-252 
149.737	-0.0688	0.0229	1.0190	-1.0986	2.6245	-0.2441	-0.7086	6.1469	-0.0714	38.7400	18	153	-252 
149.799	-0.0718	0.0225	1.0190	-1.3428	1.4038	0.3052	-0.7086	6.1578	-0.0604	38.7600	18	152	-249 
149.815	-0.0737	0.0229	1.0195	-1.3428	0.6714	-0.0610	-0.7141	6.1523	-0.0549	38.7500	18	152	-249 
149.815	-0.0791	0.0615	1.0151	-0.7324	0.0000	-3.6621	-0.7031	6.1304	-0.1263	38.7500	15	152	-250 
149.815	-0.0615	0.0283	1.0210	-1.0986	2.3193	-3.0518	-0.6921	6.1359	-0.1868	38.7500	14	151	-250 
149.831	-0.0645	-0.0024	1.0205	-2.1973	2.0142	-0.4272	-0.7251	6.1359	-0.2252	38.7500	15	152	-251 
149.862	-0.0645	0.0132	1.0186	-2.6245	1.5869	-1.1597	-0.7581	6.1469	-0.2472	38.7500	15	151	-248 
149.878	-0.0747	0.0190	1.0205	-1.4038	3.4790	-0.7935	-0.7745	6.1798	-0.2802	38.7400	16	154	-249 
149.893	-0.0713	0.0210	1.0195	-1.1597	2.7466	-0.4272	-0.7800	6.2128	-0.2966	38.7600	16	154	-249 
149.909	-0.0703	0.0229	1.0181	-1.0376	2.3804	-0.4272	-0.7800	6.2347	-0.3076	38.7500	14	154	-249 
149.940	-0.0723	0.0205	1.0200	-1.0376	1.7090	-1.5259	-0.7800	6.2457	-0.3406	38.7400	15	154	-249 
149.956	-0.0728	0.0210	1.0195	-1.0376	0.9766	-1.6479	-0.7745	6.2402	-0.3845	38.7400	14	153	-250 
149.971	-0.0732	0.0220	1.0195	-1.1597	1.0986	-0.4272	-0.7800	6.2402	-0.4065	38.7500	14	154	-251 
150.065	-0.0723	0.0225	1.0176	-1.2207	0.6714	-0.3052	-0.7800	6.2292	-0.4230	38.7500	13	153	-253 
150.065	-0.0728	0.0205	1.0190	-1.1597	0.4272	-1.3428	-0.7800	6.2128	-0.4559	38.7500	14	153	-250 
150.065	-0.0688	0.0215	1.0200	-1.0986	1.4038	-2.3804	-0.7855	6.2073	-0.5219	38.7300	11	153	-250 
150.065	-0.0698	0.0225	1.0215	-1.0376	1.8311	-1.3428	-0.7855	6.2128	-0.5713	38.7400	12	154	-252 
150.081	-0.0703	0.0200	1.0195	-1.0376	1.5259	-0.1221	-0.7800	6.2183	-0.5988	38.7400	12	157	-254 
150.096	-0.0703	0.0210	1.0195	-1.1597	1.0986	0.1831	-0.7800	6.2128	-0.6097	38.7400	11	154	-253 
150.112	-0.0713	0.0215	1.0205	-1.2817	0.6104	0.4272	-0.7800	6.2018	-0.6207	38.7500	11	153	-254 
150.132	-0.0693	0.0229	1.0186	-1.2817	0.5493	0.3052	-0.7800	6.1853	-0.6372	38.7500	12	152	-255 
150.141	-0.0698	0.0210	1.0205	-1.3428	0.3052	0.2441	-0.7855	6.1688	-0.6427	38.7500	11	151	-252 
150.219	-0.0708	0.0215	1.0205	-1.2817	-0.1221	0.3052	-0.7855	6.1414	-0.6537	38.7500	11	151	-251 
150.235	-0.0693	0.0225	1.0210	-1.2207	-0.1831	0.1221	-0.7855	6.1084	-0.6702	38.7400	11	152	-253 
150.235	-0.0684	0.0205	1.0171	-1.2207	0.5493	0.1221	-0.7855	6.0864	-0.6921	38.7500	9	153	-253 
150.235	-0.0688	0.0210	1.0186	-1.1597	2.7466	0.5493	-0.7855	6.0974	-0.7086	38.7400	9	152	-251 
150.250	-0.0703	0.0215	1.0205	-1.0986	3.1738	1.0376	-0.7855	6.1359	-0.7141	38.7400	11	152	-250 
150.282	-0.0703	0.0215	1.0210	-1.1597	2.7466	0.7324	-0.7800	6.1633	-0.7141	38.7600	12	153	-249 
150.297	-0.0688	0.0215	1.0200	-1.0986	2.8076	0.9766	-0.7800	6.1908	-0.7031	38.7500	14	154	-250 
150.313	-0.0684	0.0225	1.0220	-1.3428	4.6387	7.5073	-0.7690	6.2402	-0.6152	38.7500	14	155	-250 
150.329	-0.0532	-0.0117	1.0288	-1.4648	2.9907	6.9580	-0.7690	6.2842	-0.4614	38.7200	14	155	-251 
150.407	-0.0889	0.0425	1.0171	-1.0986	2.5635	6.4087	-0.7471	6.2842	-0.3955	38.7400	15	155	-253 
150.422	-0.0762	0.0249	1.0234	-1.2817	1.0376	2.6245	-0.7306	6.2952	-0.3296	38.7300	14	154	-253 
150.422	-0.0708	0.0249	1.0205	-1.4648	0.1831	1.3428	-0.7361	6.2677	-0.3186	38.7200	12	155	-252 
150.422	-0.0693	0.0239	1.0166	-1.4038	1.1597	2.5635	-0.7361	6.2567	-0.2966	38.7300	10	155	-252 
150.438	-0.0684	0.0225	1.0186	-1.2817	2.9907	3.1738	-0.7306	6.2732	-0.2692	38.7400	12	154	-252 
150.454	-0.0713	0.0220	1.0210	-1.5259	3.5400	5.9814	-0.7251	6.3116	-0.1813	38.7300	14	154	-250 
150.469	-0.0747	0.0215	1.0220	-1.7090	1.7090	5.7983	-0.7251	6.3336	-0.0659	38.7300	15	154	-250 
150.500	-0.0737	0.0210	1.0181	-1.8311	-0.1221	4.3335	-0.7251	6.3226	0.0110	38.7500	15	155	-251 
150.516	-0.0723	0.0205	1.0229	-9.0332	-3.0518	2.9907	-0.8020	6.2567	0.0659	38.7400	15	151	-252 
150.532	-0.0713	0.0181	1.0171	-10.6201	-2.6245	2.3804	-0.9778	6.1743	0.1099	38.7400	14	153	-252 
150.547	-0.0669	0.0142	1.0186	-7.3242	-0.4272	1.8921	-1.1151	6.1249	0.1373	38.7200	15	154	-249 
150.579	-0.0669	0.0132	1.0215	-6.5308	0.4272	1.6479	-1.2250	6.1029	0.1648	38.7400	14	155	-249 
150.641	-0.0684	0.0112	1.0225	-6.7139	1.5259	1.2207	-1.3293	6.0974	0.1703	38.7300	12	157	-251 
150.656	-0.0684	0.0083	1.0229	-7.0190	2.1973	1.0376	-1.4447	6.1084	0.1703	38.7200	13	157	-251 
150.656	-0.0698	0.0088	1.0264	-8.3008	2.7466	3.6011	-1.5710	6.1304	0.1978	38.7400	13	157	-250 
150.656	-0.0708	0.0024	1.0181	-9.7656	1.7090	4.0283	-1.7249	6.1523	0.2472	38.7300	10	156	-250 
150.672	-0.0684	0.0034	1.0205	-5.9204	-1.0986	2.2583	-1.8347	6.1194	0.2637	38.7300	11	157	-251 
150.688	-0.0664	0.0010	1.0176	-5.4932	-1.7700	1.8921	-1.9171	6.0590	0.2802	38.7200	12	160	-250 
150.719	-0.0601	0.0010	1.0298	-15.5029	-3.4790	7.0801	-2.0929	5.9821	0.3571	38.7400	13	161	-250 
150.734	-0.0566	-0.0093	1.0137	-22.4609	-3.1738	18.7988	-2.4445	5.8887	0.6372	38.7400	12	161	-249 
150.750	-0.0674	-0.0112	1.0127	14.8315	7.9956	10.4980	-2.4664	5.9381	0.9448	38.7300	15	164	-247 
150.813	-0.0757	-0.0044	1.0156	29.2358	11.4136	6.9580	-1.9556	6.1194	1.0876	38.7300	16	164	-249 
150.813	-0.0669	0.0542	1.0933	45.7153	16.7236	-5.1880	-1.1975	6.3885	1.0822	38.7200	16	164	-250 
150.813	-0.0728	0.0269	1.0269	7.3853	4.0283	-0.3662	-0.7526	6.5204	1.0272	38.7300	17	159	-251 
150.828	-0.0757	0.0181	1.0210	-0.6104	1.4648	1.0376	-0.7141	6.5314	1.0272	38.7300	18	157	-251 
150.859	-0.0728	0.0244	1.0190	-1.0376	1.2207	1.4038	-0.7031	6.5314	1.0437	38.7300	18	157	-251 
150.875	-0.0747	0.0225	1.0190	-0.9766	1.3428	1.2817	-0.6976	6.5259	1.0547	38.7300	19	157	-253 
150.891	-0.0747	0.0229	1.0195	-0.9766	1.4038	0.9766	-0.6921	6.5259	1.0712	38.7200	19	155	-252 
150.906	-0.0713	0.0254	1.0210	-1.2817	1.5869	4.3335	-0.6812	6.5259	1.1261	38.7300	21	156	-251 
150.938	-0.0737	0.0234	1.0195	-1.4648	1.8311	4.1504	-0.6757	6.5314	1.2085	38.7300	21	156	-250 
150.953	-0.0742	0.0156	1.0186	-1.3428	1.5869	3.3569	-0.6757	6.5369	1.2744	38.7200	22	156	-248 
150.969	-0.0776	0.0229	1.0186	-0.7324	1.4038	1.7700	-0.6702	6.5369	1.3293	38.7300	22	155	-248 
151.047	-0.0747	0.0229	1.0200	-0.9155	1.2207	1.7700	-0.6592	6.5369	1.3513	38.7300	22	155	-249 
151.047	-0.0703	0.0244	1.0215	-1.0986	1.4038	0.7935	-0.6482	6.5369	1.3843	38.7200	23	153	-248 
151.047	-0.0718	0.0264	1.0171	-1.2207	1.5259	0.4883	-0.6482	6.5369	1.4063	38.7400	23	154	-248 
151.063	-0.0728	0.0264	1.0200	-1.2817	1.4038	0.8545	-0.6482	6.5369	1.4227	38.7400	22	156	-250 
151.078	-0.0728	0.0259	1.0200	-1.0986	1.0986	0.0000	-0.6482	6.5314	1.4282	38.7300	20	155	-252 
151.094	-0.0728	0.0244	1.0186	-1.1597	1.0986	0.3662	-0.6427	6.5259	1.4282	38.7400	20	156	-252 
151.109	-0.0747	0.0229	1.0195	-1.2817	1.2817	0.1221	-0.6427	6.5204	1.4282	38.7500	19	155	-253 
151.141	-0.0767	0.0205	1.0200	-0.9155	0.9766	-3.2959	-0.6482	6.5149	1.3678	38.7300	17	156	-255 
151.156	-0.0703	0.0234	1.0195	-0.7935	1.0986	-5.5542	-0.6537	6.5039	1.2469	38.7200	21	156	-255 
151.172	-0.0713	0.0229	1.0215	-2.1973	2.1973	-3.1128	-0.6702	6.5039	1.1646	38.7300	20	157	-253 
151.188	-0.0703	0.0278	1.0205	-1.9531	2.1362	-4.8828	-0.7031	6.5259	1.0931	38.7200	18	158	-251 
151.234	-0.0659	0.0454	1.0200	-1.3428	1.4648	-9.3994	-0.7196	6.5259	0.9448	38.7200	19	159	-251 
151.250	-0.0864	0.0215	1.0195	-2.1973	1.7090	-5.8594	-0.7635	6.5314	0.7196	38.7100	18	158	-249 
151.250	-0.0903	-0.0049	1.0332	-4.8218	0.0000	-9.7656	-0.8405	6.5259	0.5438	38.7100	18	158	-248 
151.266	-0.0771	0.0088	1.0186	-12.2681	-3.9063	-4.8828	-1.0547	6.4325	0.3790	38.7300	19	155	-248 
151.286	-0.0728	0.0112	1.0181	-8.7891	-1.5259	-1.3428	-1.2579	6.3501	0.3186	38.7300	19	154	-247 
151.294	-0.0728	0.0103	1.0210	-7.3242	-0.6104	-0.8545	-1.3843	6.3116	0.3186	38.7300	19	154	-247 
151.325	-0.0723	0.0103	1.0234	-7.5073	-1.4038	-2.0752	-1.5161	6.2622	0.2911	38.7200	19	154	-246 
151.357	-0.0679	0.0054	1.0229	-9.7046	-2.0142	-0.9766	-1.6754	6.1963	0.2637	38.7100	19	155	-249 
151.375	-0.0684	0.0054	1.0259	-12.1460	-3.3569	0.1831	-1.8567	6.1194	0.2637	38.7200	17	154	-248 
151.386	-0.0674	-0.0020	1.0244	-18.6157	-7.2632	0.0610	-2.1533	5.9875	0.2856	38.7200	19	157	-245 
151.395	-0.0630	-0.0225	1.0151	-21.3013	-8.0566	-2.1973	-2.5433	5.8008	0.2856	38.7200	19	160	-242 
151.458	-0.0566	-0.0015	1.0269	-24.1089	-5.6152	-2.2583	-2.9333	5.6470	0.2417	38.7000	19	161	-242 
151.458	-0.0586	-0.0254	1.0210	-27.8931	-2.5024	-2.0752	-3.4332	5.5316	0.2252	38.7200	16	163	-240 
151.473	-0.0601	-0.0449	0.9976	-30.2734	-0.8545	-3.5400	-4.0430	5.4822	0.1813	38.7200	15	162	-239 
151.489	-0.0542	-0.0415	1.0166	-14.0381	0.3052	-4.3335	-4.4440	5.4492	0.1044	38.7300	15	164	-239 
151.505	-0.0552	-0.0439	1.0244	-10.5591	1.5259	-0.9766	-4.6417	5.4327	0.0604	38.7300	13	165	-238 
151.536	-0.0552	-0.0522	1.0215	-16.2354	2.9907	-1.2207	-4.8834	5.4492	0.0330	38.7100	12	166	-238 
151.551	-0.0527	-0.0610	1.0171	-17.8833	3.8452	-2.6245	-5.2405	5.4932	-0.0165	38.7100	12	168	-236 
151.614	-0.0547	-0.0654	1.0220	-15.2588	1.5259	-0.3662	-5.5481	5.5096	-0.0604	38.7100	12	170	-237 
151.624	-0.0562	-0.0713	1.0166	-10.5591	1.3428	-0.4272	-5.7898	5.5042	-0.0714	38.7400	12	173	-235 
151.624	-0.0605	-0.0674	1.0190	-6.2256	0.7935	-0.3052	-5.9326	5.4987	-0.0879	38.7200	13	173	-233 
151.626	-0.0586	-0.0688	1.0215	-8.5449	0.0610	-2.0142	-6.0480	5.4767	-0.1099	38.7100	13	172	-231 
151.639	-0.0596	-0.0669	1.0166	-6.3477	0.0000	-0.7935	-6.1798	5.4492	-0.1428	38.7000	14	172	-231 
151.670	-0.0571	-0.0781	1.0220	-14.2212	2.6245	1.0986	-6.3226	5.4437	-0.1263	38.7200	14	174	-231 
151.686	-0.0527	-0.0947	1.0210	-20.1416	6.0425	-1.3428	-6.6577	5.5096	-0.1318	38.7200	14	176	-234 
151.717	-0.0640	-0.0732	1.0049	-29.8462	5.4932	-1.0376	-7.1686	5.5865	-0.1868	38.7200	14	178	-231 
151.732	-0.0688	-0.1001	1.0107	-16.7236	5.0049	0.9766	-7.5970	5.6799	-0.1978	38.7200	14	179	-229 
151.748	-0.0679	-0.1025	1.0107	-3.7842	1.6479	-0.4272	-7.7509	5.7184	-0.2087	38.7000	13	181	-227 
151.764	-0.0620	-0.0991	1.0142	5.0659	-2.3193	-2.3804	-7.7179	5.6854	-0.2417	38.7200	13	182	-226 
151.842	-0.0576	-0.0942	1.0161	7.0190	-4.6387	-3.5400	-7.5421	5.5591	-0.2966	38.7100	14	179	-225 
151.857	-0.0566	-0.0942	1.0156	7.9346	-3.8452	-3.2959	-7.3773	5.4382	-0.3406	38.7100	15	179	-225 
151.857	-0.0562	-0.0913	1.0142	9.5825	-3.9673	-2.6855	-7.1741	5.3339	-0.3735	38.7200	16	179	-226 
151.857	-0.0522	-0.0859	1.0181	9.5215	-5.7373	-2.0752	-6.9598	5.1965	-0.3900	38.7100	14	180	-226 
151.873	-0.0474	-0.0830	1.0166	9.9487	-6.8970	-1.4038	-6.7401	5.0317	-0.4010	38.7100	11	179	-225 
151.889	-0.0449	-0.0752	1.0215	9.2163	-4.9438	1.3428	-6.5039	4.8834	-0.3735	38.7000	10	179	-224 
151.904	-0.0449	-0.0737	1.0210	6.0425	-2.5635	1.9531	-6.3391	4.8010	-0.3241	38.7100	9	179	-224 
151.936	-0.0415	-0.0728	1.0181	3.7842	0.9155	3.6621	-6.2292	4.7736	-0.2747	38.7200	8	178	-226 
151.951	-0.0430	-0.0698	1.0171	4.3335	2.1973	5.4321	-6.1139	4.7955	-0.1758	38.7300	10	179	-225 
151.967	-0.0483	-0.0654	1.0161	5.1270	-1.4038	4.0894	-5.9766	4.7681	-0.0714	38.7200	13	178	-227 
151.982	-0.0435	-0.0654	1.0239	3.6621	-0.1831	2.0142	-5.8502	4.7296	-0.0055	38.7100	14	178	-227 
152.014	-0.0449	-0.0654	1.0205	1.2817	1.2817	1.7090	-5.7953	4.7241	0.0275	38.7000	12	176	-228 
152.092	-0.0449	-0.0659	1.0225	-0.3662	0.8545	1.4648	-5.7623	4.7241	0.0659	38.7100	12	177	-228 
