StartTime: 2018-11-30 11:18:29.356
Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz 
143.988	-0.0708	0.0229	1.0195	-1.2207	1.5259	0.5493	-0.7086	6.2622	1.8567	38.8800	23	154	-242 
144.020	-0.0703	0.0234	1.0205	-1.2207	1.5869	0.6104	-0.7086	6.2677	1.8732	38.8900	24	153	-243 
144.035	-0.0723	0.0225	1.0205	-1.2207	2.2583	0.4272	-0.7086	6.2787	1.8951	38.8900	24	152	-245 
144.051	-0.0718	0.0215	1.0215	-1.1597	2.6855	0.3662	-0.7031	6.3007	1.9116	38.8900	24	153	-246 
144.067	-0.0718	0.0220	1.0195	-1.2207	2.1362	0.4883	-0.7031	6.3226	1.9226	38.8900	23	154	-244 
144.160	-0.0737	0.0215	1.0190	-1.2207	1.8311	0.4883	-0.7031	6.3336	1.9281	38.8800	20	156	-241 
144.176	-0.0732	0.0234	1.0200	-1.2817	1.5869	0.4883	-0.7031	6.3391	1.9281	38.8900	20	154	-240 
144.176	-0.0723	0.0229	1.0190	-1.2817	1.2817	0.3662	-0.7086	6.3391	1.9336	38.9000	22	154	-240 
144.176	-0.0713	0.0234	1.0220	-1.1597	1.3428	0.0610	-0.7031	6.3391	1.9391	38.8800	23	156	-244 
144.176	-0.0713	0.0220	1.0190	-1.2207	0.9155	0.0000	-0.7031	6.3336	1.9391	38.8800	21	156	-244 
144.192	-0.0708	0.0225	1.0181	-1.2207	0.6714	0.1221	-0.7086	6.3171	1.9336	38.8900	21	157	-243 
144.207	-0.0713	0.0229	1.0190	-1.2207	1.3428	0.7324	-0.7086	6.3116	1.9391	38.8700	19	157	-246 
144.238	-0.0713	0.0220	1.0190	-1.1597	2.4414	0.9766	-0.7031	6.3226	1.9391	38.8900	18	156	-245 
144.254	-0.0737	0.0225	1.0205	-1.1597	2.8076	0.9155	-0.7031	6.3501	1.9391	38.8700	19	157	-245 
144.270	-0.0728	0.0225	1.0200	-1.2207	1.8921	0.7324	-0.7031	6.3721	1.9391	38.8900	18	157	-246 
144.348	-0.0728	0.0225	1.0181	-1.2817	0.9766	0.5493	-0.7031	6.3666	1.9336	38.8800	18	156	-245 
144.363	-0.0732	0.0220	1.0186	-1.2207	1.2207	0.4272	-0.7031	6.3611	1.9281	38.8800	20	156	-244 
144.363	-0.0732	0.0210	1.0181	-1.2207	1.6479	0.1831	-0.7031	6.3611	1.9281	38.8900	22	156	-244 
144.363	-0.0728	0.0229	1.0200	-1.2207	1.1597	-0.1221	-0.7031	6.3611	1.9226	38.8700	22	156	-245 
144.379	-0.0723	0.0215	1.0205	-1.1597	1.4648	0.1221	-0.7086	6.3611	1.9171	38.8900	21	154	-243 
144.395	-0.0732	0.0229	1.0195	-1.1597	1.6479	0.4883	-0.7031	6.3666	1.9226	38.8800	22	153	-243 
144.410	-0.0723	0.0229	1.0200	-1.2817	1.7090	0.4272	-0.7031	6.3721	1.9281	38.8900	21	154	-246 
144.426	-0.0762	0.0225	1.0195	-1.1597	1.6479	0.4883	-0.7031	6.3831	1.9281	38.8800	20	154	-246 
144.457	-0.0737	0.0220	1.0181	-1.1597	0.9766	0.4272	-0.7031	6.3776	1.9171	38.8800	19	155	-246 
144.520	-0.0742	0.0229	1.0210	-1.3428	0.1221	0.1831	-0.7031	6.3611	1.9116	38.8700	20	154	-246 
144.535	-0.0723	0.0249	1.0181	-1.3428	-0.2441	0.0610	-0.7031	6.3336	1.9006	38.8800	19	154	-247 
144.535	-0.0723	0.0239	1.0200	-1.4648	-0.1221	0.1831	-0.7086	6.3007	1.8842	38.8800	17	153	-248 
144.535	-0.0713	0.0220	1.0205	-1.4038	0.0610	0.3662	-0.7141	6.2732	1.8732	38.8600	19	154	-249 
144.551	-0.0703	0.0220	1.0186	-1.2207	1.5259	0.4883	-0.7141	6.2622	1.8677	38.8700	20	154	-249 
144.567	-0.0723	0.0225	1.0220	-1.1597	2.6245	0.6104	-0.7141	6.2787	1.8677	38.8900	19	154	-249 
144.598	-0.0728	0.0220	1.0205	-1.1597	3.1738	0.7324	-0.7141	6.3116	1.8677	38.8800	19	155	-250 
144.613	-0.0728	0.0229	1.0200	-1.2207	1.8921	0.5493	-0.7141	6.3336	1.8567	38.8600	18	156	-249 
144.626	-0.0732	0.0234	1.0190	-1.2207	1.1597	0.4883	-0.7086	6.3336	1.8512	38.8700	20	156	-249 
144.638	-0.0723	0.0234	1.0220	-1.2207	1.1597	0.5493	-0.7086	6.3281	1.8567	38.8800	21	155	-250 
144.669	-0.0708	0.0229	1.0186	-1.2207	1.4038	0.4272	-0.7086	6.3281	1.8622	38.8700	21	157	-248 
144.685	-0.0723	0.0234	1.0181	-1.2207	1.4038	0.6104	-0.7086	6.3281	1.8677	38.8700	21	156	-248 
144.747	-0.0718	0.0225	1.0181	-1.2207	1.5259	0.4272	-0.7031	6.3281	1.8677	38.8600	21	157	-248 
144.747	-0.0718	0.0215	1.0200	-1.2207	1.6479	0.3662	-0.7031	6.3336	1.8677	38.8700	21	155	-246 
144.747	-0.0728	0.0234	1.0200	-1.2207	1.0376	0.4272	-0.7031	6.3336	1.8732	38.8600	21	155	-246 
144.779	-0.0723	0.0225	1.0195	-1.2817	0.8545	0.4272	-0.7031	6.3226	1.8787	38.8800	22	155	-245 
144.794	-0.0723	0.0215	1.0190	-1.2207	1.0986	0.2441	-0.7086	6.3116	1.8842	38.8600	21	158	-246 
144.810	-0.0708	0.0215	1.0195	-1.2207	1.2207	0.0000	-0.7086	6.3116	1.8732	38.8600	19	158	-246 
144.825	-0.0723	0.0229	1.0195	-1.2817	1.4648	0.0000	-0.7086	6.3116	1.8567	38.8800	18	156	-246 
144.857	-0.0718	0.0239	1.0200	-1.2817	1.6479	0.2441	-0.7086	6.3116	1.8402	38.8700	18	156	-246 
144.872	-0.0713	0.0229	1.0220	-1.3428	1.0376	0.4272	-0.7086	6.3116	1.8292	38.8600	17	155	-248 
144.888	-0.0703	0.0225	1.0200	-1.3428	0.4883	0.3662	-0.7141	6.3007	1.8127	38.8700	16	155	-249 
144.904	-0.0742	0.0200	1.0195	-1.0376	2.3804	0.0000	-0.7141	6.3007	1.7963	38.8600	19	156	-249 
144.997	-0.0723	0.0249	1.0186	-1.0986	2.6245	-0.3662	-0.7086	6.3226	1.7798	38.8500	20	157	-248 
144.997	-0.0723	0.0234	1.0176	-1.2207	1.2207	0.0000	-0.7086	6.3336	1.7633	38.8700	20	154	-249 
144.997	-0.0718	0.0229	1.0210	-1.3428	0.8545	0.2441	-0.7141	6.3226	1.7633	38.8600	21	154	-247 
144.997	-0.0728	0.0220	1.0200	-1.2207	1.4648	0.4272	-0.7141	6.3171	1.7688	38.8600	22	155	-249 
145.013	-0.0718	0.0259	1.0195	-1.1597	1.8921	0.4272	-0.7086	6.3281	1.7688	38.8600	21	153	-247 
145.029	-0.0718	0.0234	1.0190	-1.2207	1.8921	0.6104	-0.7086	6.3391	1.7743	38.8600	21	156	-247 
145.044	-0.0718	0.0234	1.0195	-1.2817	1.3428	0.6714	-0.7086	6.3446	1.7853	38.8700	22	157	-246 
145.075	-0.0742	0.0220	1.0205	-1.2817	1.0376	0.3052	-0.7086	6.3336	1.7963	38.8600	22	157	-248 
145.091	-0.0703	0.0244	1.0195	-1.2817	0.9766	-0.1831	-0.7086	6.3281	1.7963	38.8700	24	157	-248 
145.156	-0.0708	0.0225	1.0205	-1.2207	0.9155	0.0610	-0.7086	6.3171	1.8018	38.8600	22	154	-246 
145.172	-0.0718	0.0215	1.0200	-1.2817	0.9766	0.1831	-0.7141	6.3116	1.8018	38.8600	22	154	-247 
145.172	-0.0718	0.0229	1.0200	-1.2207	1.7700	0.1831	-0.7141	6.3116	1.8018	38.8600	22	155	-249 
145.172	-0.0723	0.0225	1.0215	-1.1597	2.1362	0.1831	-0.7086	6.3226	1.8073	38.8600	22	156	-250 
145.188	-0.0718	0.0229	1.0176	-1.2207	2.1973	-0.1221	-0.7086	6.3391	1.8018	38.8600	21	155	-249 
145.203	-0.0723	0.0249	1.0200	-1.1597	1.9531	0.0610	-0.7086	6.3556	1.7908	38.8500	20	156	-249 
145.234	-0.0728	0.0244	1.0200	-1.2817	0.9766	0.3052	-0.7086	6.3556	1.7853	38.8600	19	156	-249 
145.250	-0.0698	0.0229	1.0205	-1.3428	0.4883	0.1831	-0.7141	6.3391	1.7688	38.8500	17	156	-250 
145.266	-0.0723	0.0234	1.0215	-1.1597	1.7090	0.4883	-0.7141	6.3391	1.7633	38.8500	19	155	-249 
145.344	-0.0732	0.0225	1.0229	-1.2207	1.3428	0.3662	-0.7086	6.3391	1.7578	38.8500	20	156	-250 
145.344	-0.0718	0.0220	1.0195	-1.3428	0.9766	0.3052	-0.7141	6.3336	1.7468	38.8500	19	155	-250 
145.344	-0.0708	0.0244	1.0195	-1.2207	1.0376	0.4883	-0.7141	6.3281	1.7413	38.8500	18	156	-252 
145.359	-0.0698	0.0239	1.0205	-1.2207	0.9766	0.4883	-0.7086	6.3171	1.7413	38.8500	20	157	-249 
145.375	-0.0718	0.0234	1.0190	-1.2207	1.2207	0.4883	-0.7086	6.3116	1.7468	38.8600	21	155	-248 
145.391	-0.0723	0.0220	1.0181	-1.2207	1.4038	0.4883	-0.7086	6.3116	1.7578	38.8600	22	155	-247 
145.406	-0.0732	0.0220	1.0181	-1.2817	0.8545	0.6104	-0.7086	6.3062	1.7633	38.8500	20	156	-248 
145.422	-0.0708	0.0215	1.0176	-1.2207	0.6714	0.4272	-0.7141	6.2897	1.7578	38.8500	18	156	-245 
145.453	-0.0713	0.0220	1.0200	-1.2207	1.6479	0.3052	-0.7141	6.2897	1.7468	38.8400	18	155	-245 
145.469	-0.0728	0.0234	1.0220	-1.0986	1.8311	0.4272	-0.7086	6.2952	1.7413	38.8500	18	156	-243 
145.484	-0.0708	0.0234	1.0195	-1.2817	1.5259	0.4883	-0.7086	6.3007	1.7303	38.8600	18	156	-245 
145.594	-0.0718	0.0239	1.0195	-1.2817	1.0986	0.4883	-0.7086	6.3007	1.7249	38.8300	17	157	-247 
145.609	-0.0732	0.0234	1.0200	-1.2207	1.4648	0.4272	-0.7086	6.2952	1.7194	38.8500	19	157	-247 
145.609	-0.0723	0.0229	1.0190	-1.2207	1.4648	0.3662	-0.7086	6.3007	1.7139	38.8400	20	158	-245 
145.609	-0.0713	0.0220	1.0205	-1.2207	1.0986	0.4272	-0.7086	6.2952	1.7139	38.8300	20	155	-247 
145.609	-0.0723	0.0229	1.0200	-1.2817	0.9766	0.4883	-0.7086	6.2897	1.7139	38.8500	19	153	-244 
145.609	-0.0713	0.0244	1.0200	-1.2817	0.9766	0.5493	-0.7086	6.2842	1.7084	38.8500	18	154	-245 
145.625	-0.0703	0.0239	1.0200	-1.2817	1.5869	0.3662	-0.7141	6.2842	1.7084	38.8300	19	155	-244 
145.646	-0.0732	0.0244	1.0205	-1.2817	1.7700	0.4272	-0.7086	6.2897	1.7029	38.8400	18	156	-243 
145.652	-0.0718	0.0229	1.0200	-1.2207	1.2207	0.3662	-0.7086	6.2897	1.7029	38.8400	21	157	-246 
145.683	-0.0713	0.0225	1.0195	-1.1597	1.5259	0.4883	-0.7086	6.2897	1.7084	38.8300	21	158	-246 
145.730	-0.0723	0.0220	1.0195	-1.2207	1.4038	0.4272	-0.7086	6.2952	1.7084	38.8300	20	158	-247 
145.730	-0.0718	0.0225	1.0200	-1.2207	1.5869	0.4883	-0.7086	6.2952	1.7139	38.8300	21	154	-248 
145.746	-0.0723	0.0220	1.0176	-1.2207	1.7700	0.5493	-0.7086	6.3007	1.7139	38.8400	20	153	-246 
145.762	-0.0723	0.0225	1.0205	-1.2817	1.4038	0.3662	-0.7086	6.3062	1.7194	38.8400	22	154	-248 
145.793	-0.0728	0.0244	1.0205	-1.2817	1.0986	0.3662	-0.7086	6.3007	1.7303	38.8300	22	155	-247 
145.808	-0.0703	0.0234	1.0200	-1.2817	1.4038	0.6104	-0.7086	6.3007	1.7413	38.8400	21	156	-248 
145.824	-0.0728	0.0215	1.0200	-1.1597	1.8921	0.5493	-0.7086	6.3116	1.7468	38.8500	22	154	-248 
145.855	-0.0723	0.0234	1.0190	-1.2207	1.8311	0.7324	-0.7086	6.3226	1.7578	38.8400	21	156	-248 
145.871	-0.0723	0.0220	1.0195	-1.2207	1.5259	0.7324	-0.7086	6.3281	1.7633	38.8400	20	157	-246 
145.887	-0.0718	0.0220	1.0205	-1.1597	2.1362	0.5493	-0.7031	6.3336	1.7688	38.8300	20	157	-247 
145.965	-0.0737	0.0239	1.0181	-1.1597	2.5635	0.7324	-0.7031	6.3556	1.7743	38.8300	21	156	-248 
145.980	-0.0747	0.0239	1.0215	-1.2207	1.5869	0.7324	-0.6976	6.3721	1.7798	38.8400	20	156	-248 
145.980	-0.0728	0.0239	1.0205	-1.2817	1.0986	0.7935	-0.6976	6.3666	1.7798	38.8400	20	156	-246 
145.980	-0.0732	0.0234	1.0200	-1.2817	1.0986	1.1597	-0.6976	6.3666	1.7908	38.8300	20	157	-247 
145.996	-0.0728	0.0215	1.0210	-1.3428	0.7935	1.0376	-0.6976	6.3556	1.8073	38.8400	21	154	-249 
146.012	-0.0771	0.0269	1.0181	-1.7700	2.6855	8.1177	-0.6866	6.3611	1.8787	38.8200	22	157	-247 
146.027	-0.0952	0.0205	1.0181	-1.8921	2.8076	7.2632	-0.6812	6.3995	2.0160	38.8300	22	157	-247 
146.043	-0.0762	0.0210	1.0215	-1.7090	1.0986	2.3193	-0.6921	6.4050	2.0490	38.8200	21	156	-247 
146.074	-0.0718	0.0195	1.0205	-1.5259	0.9155	2.0752	-0.6976	6.3995	2.0819	38.8200	20	155	-246 
146.152	-0.0723	0.0264	1.0205	-1.3428	1.2817	1.1597	-0.6976	6.3940	2.0874	38.8300	20	156	-248 
146.168	-0.0679	0.0200	1.0205	-1.4038	1.0376	1.8921	-0.6976	6.3831	2.1149	38.8300	21	155	-248 
146.168	-0.0732	0.0205	1.0205	-1.2817	1.0986	2.1362	-0.6976	6.3776	2.1533	38.8300	21	155	-246 
146.168	-0.0723	0.0234	1.0200	-1.3428	1.2817	2.1362	-0.6976	6.3721	2.1863	38.8300	21	157	-247 
146.168	-0.0747	0.0234	1.0200	-1.4648	1.0986	3.1738	-0.6921	6.3721	2.2302	38.8200	22	159	-245 
146.183	-0.0723	0.0229	1.0220	-1.5259	1.4038	3.6011	-0.6921	6.3721	2.2906	38.8200	22	160	-242 
146.215	-0.0718	0.0215	1.0195	-1.4648	2.5024	3.9673	-0.6921	6.3885	2.3621	38.8100	21	158	-242 
146.230	-0.0732	0.0229	1.0195	-1.3428	2.6245	2.5635	-0.6866	6.4105	2.4115	38.8100	21	159	-242 
146.246	-0.0742	0.0225	1.0195	-1.4648	0.8545	1.2207	-0.6921	6.4160	2.4335	38.8400	22	162	-243 
146.262	-0.0737	0.0229	1.0186	-1.4038	0.6714	0.6714	-0.6921	6.4050	2.4335	38.8200	21	161	-244 
146.293	-0.0752	0.0244	1.0215	-1.2817	1.8311	0.9155	-0.6921	6.4050	2.4390	38.8300	21	159	-246 
146.308	-0.0737	0.0234	1.0195	-1.2817	1.7700	0.9155	-0.6921	6.4160	2.4390	38.8000	21	158	-246 
146.324	-0.0718	0.0225	1.0195	-1.3428	0.8545	0.4883	-0.6921	6.4105	2.4445	38.8200	23	155	-245 
146.387	-0.0728	0.0225	1.0210	-1.4038	0.7324	0.4272	-0.6976	6.3995	2.4554	38.8300	24	157	-244 
146.418	-0.0737	0.0239	1.0181	-1.3428	0.2441	-0.1221	-0.7031	6.3776	2.4609	38.8100	25	158	-243 
146.418	-0.0718	0.0220	1.0200	-1.2817	0.6714	-0.5493	-0.7031	6.3611	2.4609	38.8200	26	159	-244 
146.418	-0.0703	0.0190	1.0190	-1.0986	2.3804	-1.0376	-0.7031	6.3666	2.4390	38.8000	23	158	-246 
146.433	-0.0708	0.0166	1.0200	-1.1597	1.9531	-3.2349	-0.7141	6.3776	2.3840	38.8100	22	157	-247 
146.449	-0.0737	0.0288	1.0205	-1.3428	1.3428	-3.6621	-0.7196	6.3776	2.2961	38.8100	23	158	-247 
146.465	-0.0728	0.0264	1.0181	-1.1597	1.0986	-1.5869	-0.7251	6.3721	2.2522	38.8200	24	158	-248 
146.480	-0.0728	0.0181	1.0210	-1.0986	1.5869	-1.3428	-0.7251	6.3721	2.2357	38.8200	25	157	-245 
146.512	-0.0732	0.0142	1.0200	-0.9155	2.3193	-2.1973	-0.7306	6.3831	2.2028	38.8200	25	158	-246 
146.590	-0.0752	0.0205	1.0220	0.0000	1.4648	-7.1411	-0.7306	6.3940	2.1039	38.8100	24	158	-247 
146.621	-0.0742	0.0264	1.0176	-0.4272	1.4038	-4.4556	-0.7196	6.3940	1.9885	38.8000	24	157	-246 
146.621	-0.0737	0.0073	1.0195	-0.4883	1.6479	-5.0049	-0.7196	6.3940	1.9006	38.8000	21	159	-246 
146.621	-0.0723	0.0220	1.0210	0.0000	1.7700	-8.8501	-0.7196	6.3995	1.7358	38.8000	20	159	-247 
146.621	-0.0762	0.0415	1.0190	-1.3428	1.9531	-6.2256	-0.7251	6.4050	1.5601	38.8300	19	157	-248 
146.621	-0.0737	0.0244	1.0190	-1.1597	1.5259	-2.9907	-0.7306	6.4160	1.4667	38.8200	19	156	-249 
146.628	-0.0737	0.0234	1.0200	-1.0986	1.4648	-1.2207	-0.7361	6.4160	1.4117	38.8100	18	157	-249 
146.660	-0.0737	0.0249	1.0200	-1.0986	1.4038	-0.6104	-0.7306	6.4160	1.3843	38.8300	19	155	-250 
146.691	-0.0737	0.0220	1.0215	-1.2207	1.4038	0.3052	-0.7306	6.4160	1.3733	38.8200	20	156	-250 
146.706	-0.0728	0.0239	1.0200	-1.1597	1.3428	0.4272	-0.7306	6.4160	1.3733	38.8100	19	157	-250 
146.769	-0.0737	0.0239	1.0190	-1.2817	1.2817	0.3662	-0.7306	6.4105	1.3623	38.8200	16	156	-249 
146.785	-0.0742	0.0234	1.0210	-1.2817	1.5259	0.2441	-0.7306	6.4160	1.3403	38.8100	16	157	-251 
146.785	-0.0747	0.0215	1.0210	-1.2817	1.4648	0.7935	-0.7361	6.4160	1.3293	38.8000	17	157	-250 
146.785	-0.0747	0.0229	1.0171	-1.2817	1.4648	0.7324	-0.7361	6.4160	1.3293	38.8000	18	156	-251 
146.800	-0.0737	0.0234	1.0181	-1.2817	1.4648	0.6714	-0.7361	6.4215	1.3184	38.8100	16	155	-249 
146.831	-0.0742	0.0229	1.0210	-1.2207	1.3428	0.4272	-0.7361	6.4215	1.3019	38.8200	15	156	-249 
146.847	-0.0742	0.0229	1.0234	-1.2817	1.4038	0.1221	-0.7361	6.4215	1.2799	38.8100	14	156	-249 
146.863	-0.0742	0.0244	1.0200	-1.3428	1.4648	0.1831	-0.7361	6.4215	1.2579	38.8200	15	156	-248 
146.878	-0.0737	0.0229	1.0200	-1.2207	1.4648	0.4272	-0.7361	6.4215	1.2415	38.8200	17	154	-250 
146.972	-0.0732	0.0229	1.0190	-1.1597	1.4648	0.4883	-0.7361	6.4270	1.2305	38.7900	17	152	-250 
146.972	-0.0737	0.0234	1.0215	-1.2817	0.9766	0.4272	-0.7306	6.4215	1.2305	38.8100	18	153	-247 
146.972	-0.0737	0.0229	1.0220	-1.3428	0.0000	0.4272	-0.7361	6.4050	1.2250	38.7900	19	153	-248 
146.972	-0.0732	0.0229	1.0190	-1.3428	0.3662	0.0610	-0.7361	6.3776	1.2195	38.8000	19	155	-247 
146.988	-0.0723	0.0225	1.0181	-1.2207	1.7090	0.1221	-0.7361	6.3721	1.2195	38.8000	20	155	-249 
147.003	-0.0732	0.0239	1.0181	-1.1597	2.1973	0.3662	-0.7361	6.3885	1.2140	38.8000	19	156	-248 
147.019	-0.0742	0.0244	1.0215	-1.2817	1.7700	0.2441	-0.7361	6.3995	1.2140	38.8000	20	156	-246 
147.050	-0.0747	0.0229	1.0220	-1.2817	1.2207	0.1831	-0.7361	6.3995	1.2085	38.7900	17	154	-245 
147.066	-0.0728	0.0234	1.0205	-1.2207	1.3428	0.0000	-0.7361	6.3940	1.1920	38.8000	16	153	-247 
147.081	-0.0732	0.0229	1.0200	-1.1597	1.8311	0.1831	-0.7361	6.3995	1.1755	38.8100	18	152	-248 
147.160	-0.0747	0.0229	1.0171	-1.2207	1.8311	0.3662	-0.7361	6.4160	1.1755	38.8000	20	153	-248 
147.175	-0.0752	0.0229	1.0186	-1.3428	0.8545	0.0000	-0.7361	6.4105	1.1700	38.8100	19	154	-247 
147.175	-0.0732	0.0229	1.0200	-1.2207	0.7935	-0.1831	-0.7361	6.3995	1.1536	38.8100	18	155	-249 
147.175	-0.0747	0.0234	1.0210	-1.1597	1.5869	-0.2441	-0.7361	6.3940	1.1371	38.8100	18	154	-248 
147.191	-0.0732	0.0225	1.0205	-1.1597	1.5869	-0.0610	-0.7361	6.3995	1.1206	38.8100	18	154	-248 
147.206	-0.0742	0.0239	1.0181	-1.2207	1.4648	-0.1831	-0.7361	6.4050	1.1096	38.8200	18	156	-249 
147.222	-0.0747	0.0225	1.0215	-1.2207	1.3428	-0.3052	-0.7361	6.4050	1.0931	38.8000	19	158	-250 
147.238	-0.0747	0.0229	1.0200	-1.1597	1.2207	-0.1831	-0.7361	6.4050	1.0822	38.8100	20	157	-252 
147.269	-0.0737	0.0210	1.0190	-1.1597	1.2207	-0.6714	-0.7361	6.3995	1.0602	38.7900	16	157	-253 
147.285	-0.0728	0.0205	1.0190	-0.7324	-0.2441	-6.4087	-0.7416	6.3776	0.9778	38.8000	14	158	-251 
147.300	-0.0771	0.0327	1.0190	-0.5493	1.8311	-5.7983	-0.7416	6.3666	0.8075	38.7900	13	158	-251 
147.331	-0.0708	0.0161	1.0205	-0.8545	1.5869	-3.9673	-0.7416	6.3721	0.6976	38.7900	14	156	-252 
147.410	-0.0723	0.0225	1.0190	-0.7324	1.2207	-6.4697	-0.7471	6.3666	0.5768	38.8000	17	158	-250 
147.425	-0.0752	0.0327	1.0186	-1.0376	1.0376	-5.0049	-0.7526	6.3611	0.4449	38.7900	17	159	-251 
147.425	-0.0732	0.0249	1.0200	-1.1597	1.4648	-1.3428	-0.7526	6.3611	0.3735	38.8000	17	158	-250 
147.425	-0.0718	0.0225	1.0200	-1.1597	1.4648	-0.2441	-0.7526	6.3611	0.3625	38.8100	18	156	-249 
147.425	-0.0728	0.0210	1.0215	-1.0986	1.5869	-0.0610	-0.7471	6.3666	0.3571	38.7900	18	153	-248 
147.441	-0.0723	0.0210	1.0205	-1.1597	1.0986	-0.7324	-0.7526	6.3611	0.3406	38.8000	17	152	-250 
147.456	-0.0737	0.0229	1.0205	-1.0986	0.7935	-1.4648	-0.7526	6.3501	0.3076	38.8000	16	153	-252 
147.488	-0.0732	0.0249	1.0186	-0.9766	1.2817	-1.2817	-0.7471	6.3446	0.2747	38.8000	18	154	-252 
147.503	-0.0737	0.0244	1.0210	-1.0376	1.8311	0.1831	-0.7416	6.3556	0.2692	38.8000	19	154	-251 
147.519	-0.0732	0.0229	1.0220	-1.2207	1.1597	0.3662	-0.7416	6.3556	0.2802	38.8000	19	156	-249 
147.597	-0.0728	0.0225	1.0220	-1.1597	1.1597	0.1221	-0.7416	6.3501	0.2802	38.7700	17	156	-252 
147.597	-0.0732	0.0239	1.0195	-1.1597	1.4648	0.3662	-0.7361	6.3501	0.2747	38.7900	16	154	-251 
147.597	-0.0732	0.0249	1.0200	-1.2817	0.8545	0.3052	-0.7361	6.3501	0.2692	38.8000	15	151	-251 
147.597	-0.0723	0.0244	1.0181	-1.2817	0.5493	0.4272	-0.7361	6.3336	0.2637	38.8000	15	154	-250 
147.617	-0.0737	0.0229	1.0205	-1.2817	0.6714	0.1831	-0.7361	6.3171	0.2527	38.8000	15	155	-252 
147.637	-0.0732	0.0234	1.0186	-1.2817	0.7935	0.0000	-0.7361	6.3062	0.2417	38.7800	15	156	-252 
147.643	-0.0708	0.0220	1.0220	-1.0376	0.7324	-1.7700	-0.7416	6.2952	0.2032	38.7800	15	156	-251 
147.674	-0.0713	0.0229	1.0176	-1.0986	1.0376	-0.2441	-0.7361	6.2842	0.1813	38.7900	16	154	-252 
147.706	-0.0713	0.0225	1.0210	-1.0986	1.5869	0.4883	-0.7361	6.2897	0.1813	38.7900	16	153	-251 
147.721	-0.0723	0.0229	1.0210	-1.2817	1.1597	0.3662	-0.7361	6.2897	0.1758	38.8000	15	153	-250 
147.737	-0.0723	0.0220	1.0215	-1.2817	0.5493	0.6104	-0.7361	6.2732	0.1758	38.8000	15	154	-250 
147.815	-0.0718	0.0234	1.0190	-1.3428	0.1221	0.4272	-0.7361	6.2512	0.1758	38.7800	16	153	-249 
147.815	-0.0718	0.0234	1.0190	-1.2207	0.9766	0.3662	-0.7361	6.2347	0.1758	38.7900	16	154	-249 
147.815	-0.0723	0.0234	1.0220	-1.1597	1.8311	0.3662	-0.7361	6.2402	0.1813	38.8000	17	154	-247 
147.831	-0.0688	0.0215	1.0181	-1.1597	2.0752	0.4272	-0.7361	6.2567	0.1813	38.7900	16	154	-245 
147.846	-0.0703	0.0225	1.0190	-1.1597	1.9531	0.4272	-0.7306	6.2677	0.1868	38.7700	16	154	-243 
