StartTime: 2018-11-30 16:04:40.087
Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz 
101.588	0.1108	-0.2109	0.9980	0.4272	-0.1221	-0.1221	-11.8158	-6.3776	68.7140	37.8400	135	136	-324 
101.623	0.1099	-0.2114	0.9917	0.3052	0.0000	-0.1831	-11.8103	-6.3831	68.7140	37.8300	136	137	-323 
101.628	0.1099	-0.2085	0.9961	0.2441	0.2441	-0.1221	-11.8103	-6.3776	68.7085	37.8200	136	138	-322 
101.648	0.1123	-0.2104	0.9956	0.1221	-0.1831	0.0000	-11.8048	-6.3776	68.7030	37.8400	137	137	-321 
101.667	0.1104	-0.2139	0.9893	0.1831	-0.3662	-0.1221	-11.8048	-6.3776	68.7085	37.8300	137	136	-321 
101.687	0.1108	-0.2109	0.9946	0.4883	0.0610	-0.3662	-11.7993	-6.3776	68.7085	37.8400	135	135	-320 
101.707	0.1089	-0.2056	0.9932	0.3052	0.1221	-0.4883	-11.7938	-6.3721	68.7030	37.8400	134	135	-321 
101.727	0.1108	-0.2046	0.9966	0.5493	0.0610	-0.3662	-11.7773	-6.3721	68.6975	37.8500	136	133	-322 
101.747	0.1104	-0.2104	0.9951	-0.0610	-0.2441	0.0000	-11.7773	-6.3721	68.7030	37.8200	136	133	-323 
101.767	0.1104	-0.2134	0.9922	-0.0610	0.0000	0.0000	-11.7828	-6.3721	68.7195	37.8200	136	134	-322 
101.798	0.1104	-0.2109	0.9951	0.1221	0.0000	-0.4272	-11.7828	-6.3721	68.7195	37.8300	134	135	-321 
101.810	0.1118	-0.2080	0.9937	0.4272	-0.1221	-0.5493	-11.7773	-6.3721	68.7195	37.8300	133	133	-324 
101.827	0.1094	-0.2090	0.9966	0.1221	0.0000	-0.3052	-11.7719	-6.3666	68.7140	37.8300	134	134	-323 
101.847	0.1104	-0.2114	0.9980	0.0610	0.0000	-0.3052	-11.7719	-6.3666	68.7140	37.8500	134	134	-321 
101.867	0.1113	-0.2114	0.9893	0.2441	-0.2441	-0.3662	-11.7719	-6.3721	68.7140	37.8300	134	134	-320 
101.887	0.1099	-0.2080	1.0000	0.1221	0.3052	-0.2441	-11.7664	-6.3666	68.7085	37.8400	134	135	-323 
101.906	0.1099	-0.2100	0.9941	0.1831	0.0000	-0.3052	-11.7664	-6.3666	68.7085	37.8300	135	136	-325 
101.926	0.1108	-0.2085	0.9941	0.1831	0.0000	-0.3662	-11.7609	-6.3611	68.7030	37.8500	134	136	-324 
101.946	0.1113	-0.2139	0.9927	0.1831	-0.1221	-0.1831	-11.7609	-6.3611	68.7030	37.8400	134	137	-322 
101.966	0.1108	-0.2085	0.9902	0.4883	-0.1831	-0.4272	-11.7554	-6.3666	68.6865	37.8500	133	139	-322 
101.986	0.1108	-0.2080	0.9976	0.2441	0.0000	-0.1831	-11.7499	-6.3666	68.6646	37.8600	135	140	-321 
102.023	0.1089	-0.2109	0.9971	0.1221	0.1831	-0.0610	-11.7499	-6.3611	68.6536	37.8300	135	136	-319 
102.027	0.1084	-0.2109	0.9976	0.0000	0.0610	0.0000	-11.7499	-6.3556	68.6536	37.8500	133	134	-320 
102.046	0.1094	-0.2124	0.9946	0.3662	0.0000	-0.0610	-11.7499	-6.3556	68.6591	37.8500	135	134	-322 
102.066	0.1089	-0.2046	0.9971	0.0610	0.0610	-0.2441	-11.7444	-6.3501	68.6646	37.8300	136	134	-325 
102.086	0.1084	-0.2085	0.9941	0.0000	0.0000	-0.0610	-11.7389	-6.3446	68.6700	37.8500	134	133	-325 
102.106	0.1089	-0.2100	0.9912	0.2441	-0.0610	-0.4883	-11.7389	-6.3446	68.6755	37.8500	135	133	-325 
102.126	0.1094	-0.2090	0.9927	0.4272	0.0000	-0.6714	-11.7279	-6.3446	68.6755	37.8500	135	134	-322 
102.146	0.1104	-0.2075	1.0000	0.0000	0.2441	-0.0610	-11.7279	-6.3391	68.6591	37.8500	132	137	-323 
102.165	0.1094	-0.2119	0.9995	-0.4272	-0.0610	-0.1221	-11.7334	-6.3391	68.6536	37.8500	133	137	-324 
102.198	0.1089	-0.2080	0.9917	-0.9155	-0.2441	-0.1221	-11.7554	-6.3391	68.6481	37.8400	132	137	-324 
102.205	0.1079	-0.2090	0.9985	-0.6714	0.0000	-0.0610	-11.7719	-6.3391	68.6426	37.8400	131	136	-325 
102.225	0.1074	-0.2090	0.9976	-1.0986	-0.1221	0.0610	-11.7883	-6.3391	68.6316	37.8500	132	136	-325 
102.245	0.1104	-0.2100	0.9941	-0.6714	-0.4272	0.1221	-11.8048	-6.3446	68.6371	37.8400	134	136	-324 
102.265
