StartTime: 2018-11-29 21:44:00.762
Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz 
117.504	-0.0659	-0.0015	1.0229	-0.9766	2.2583	1.4038	-0.2966	5.7788	79.2554	39.9300	191	30	-287 
117.562	-0.0674	0.0073	1.0249	-1.3428	1.4038	0.2441	-0.3131	5.7898	79.2773	39.9300	189	29	-286 
117.578	-0.0708	0.0254	1.0249	-0.3662	1.4648	0.3052	-0.3131	5.7953	79.2773	39.9300	192	28	-285 
117.578	-0.0728	0.0273	1.0264	0.1221	1.3428	0.5493	-0.2911	5.8008	79.2719	39.9300	192	29	-286 
117.578	-0.0732	0.0332	1.0220	-1.0986	1.0986	0.3052	-0.2802	5.8008	79.2664	39.9200	192	29	-287 
117.593	-0.0684	0.0278	1.0205	-0.9766	0.8545	0.8545	-0.2747	5.8008	79.2609	39.9300	192	28	-286 
117.625	-0.0659	0.0264	1.0215	-0.9766	0.9766	0.8545	-0.2692	5.7898	79.2609	39.9100	190	29	-287 
117.640	-0.0654	0.0288	1.0186	-0.8545	0.6714	0.3662	-0.2692	5.7843	79.2609	39.9200	189	28	-286 
117.656	-0.0610	0.0342	1.0093	-0.6714	0.7324	0.4272	-0.2582	5.7678	79.2444	39.9200	190	29	-286 
117.672	-0.0591	0.0293	1.0078	-1.2207	1.5259	0.6104	-0.2472	5.7623	79.2444	39.9300	190	27	-288 
117.765	-0.0640	0.0269	1.0171	-1.6479	2.0752	0.6104	-0.2582	5.7733	79.2554	39.9300	193	24	-289 
117.765	-0.0640	0.0103	1.0205	-0.7935	2.1362	0.9155	-0.2637	5.7898	79.2883	39.9400	192	25	-288 
117.765	-0.0703	-0.0005	1.0239	-0.2441	2.1973	0.9155	-0.2637	5.8118	79.3268	39.9300	193	27	-288 
117.765	-0.0742	0.0098	1.0342	-0.4883	1.2817	-0.6714	-0.2637	5.8228	79.3433	39.9500	194	27	-287 
117.781	-0.0732	0.0361	1.0259	-0.7935	0.7935	-1.4648	-0.2582	5.8173	79.3048	39.9300	192	27	-289 
117.797	-0.0698	0.0508	0.9976	-1.2207	0.6104	-1.0986	-0.2472	5.8118	79.2554	39.9200	192	24	-287 
117.812	-0.0391	0.0386	0.9707	-2.2583	-1.0376	-0.2441	-0.2417	5.7843	79.2169	39.9300	191	25	-289 
117.843	-0.0557	0.0127	0.9800	-2.3804	0.7324	0.6714	-0.2417	5.7898	79.1840	39.9500	190	24	-287 
117.859	-0.0620	0.0259	0.9956	-1.8921	0.3662	1.0376	-0.2472	5.7953	79.1675	39.9300	190	28	-287 
117.875	-0.0659	-0.0044	1.0029	-1.4038	2.4414	0.9155	-0.2802	5.8063	79.1949	39.9200	190	27	-287 
117.890	-0.0767	-0.0225	1.0562	-2.1973	1.4038	1.5869	-0.3131	5.8447	79.2389	39.9300	191	26	-288 
117.922	-0.0933	0.0020	1.0508	-0.3052	2.9297	-0.0610	-0.3186	5.8447	79.2828	39.9300	190	27	-289 
117.968	-0.0483	-0.0210	1.0093	-0.5493	-1.4648	-1.0986	-0.3571	5.8118	79.3213	39.9300	189	25	-286 
117.984	-0.0713	0.0210	1.0298	-0.9155	1.0376	-0.8545	-0.3131	5.8063	79.2664	39.9200	191	27	-286 
117.984	-0.0620	0.0806	1.0020	1.6479	0.0000	-0.4883	-0.2527	5.7733	79.2114	39.9300	193	26	-283 
118.000	-0.0654	0.0571	1.0190	-1.4648	-0.0610	0.3662	-0.2307	5.7733	79.1895	39.9200	193	26	-282 
118.015	-0.0635	0.0508	1.0078	-0.4883	1.6479	2.0142	-0.1923	5.7623	79.1895	39.9300	189	24	-284 
118.031	-0.0669	0.0220	1.0244	-1.5869	1.4038	1.9531	-0.2087	5.7733	79.2279	39.9300	187	24	-285 
118.062	-0.0679	-0.0122	1.0264	-1.4038	1.4648	1.7090	-0.2252	5.7788	79.3048	39.9200	188	24	-286 
118.078	-0.0571	0.0005	1.0098	-0.4272	0.9155	-0.2441	-0.2472	5.7623	79.3433	39.9100	190	24	-287 
118.125	-0.0596	0.0166	1.0107	-1.0986	1.0376	-1.5869	-0.2527	5.7513	79.3378	39.9200	190	25	-288 
118.140	-0.0669	0.0449	1.0103	-1.2207	2.0752	-1.5259	-0.2527	5.7513	79.2938	39.9300	191	24	-289 
118.140	-0.0679	0.0459	1.0107	-1.0376	1.7090	-0.8545	-0.2472	5.7623	79.2609	39.9100	192	24	-289 
118.156	-0.0791	0.0352	1.0400	-0.9766	2.3804	0.2441	-0.2252	5.7843	79.2499	39.9200	192	25	-288 
118.171	-0.0732	0.0327	1.0293	-1.4038	1.2207	0.9155	-0.2252	5.7953	79.2554	39.9300	190	24	-291 
118.190	-0.0771	0.0161	1.0332	-1.4038	0.7935	1.2817	-0.2362	5.8008	79.2883	39.9200	190	25	-289 
118.202	-0.0786	-0.0010	1.0435	-0.4272	0.3662	1.5869	-0.2417	5.7953	79.3378	39.9300	190	26	-287 
118.234	-0.0688	0.0024	1.0303	0.7324	-1.1597	0.5493	-0.2307	5.7568	79.3872	39.9200	191	23	-288 
118.249	-0.0601	0.0190	1.0103	0.7324	-1.4038	-0.1831	-0.2032	5.7074	79.4202	39.9100	191	22	-288 
118.281	-0.0479	0.0483	0.9922	0.2441	-0.5493	-0.4272	-0.1703	5.6525	79.4037	39.9200	189	24	-289 
118.296	-0.0420	0.0552	0.9819	-0.1221	0.4272	0.0610	-0.1318	5.6140	79.3762	39.9200	187	25	-290 
118.327	-0.0474	0.0518	0.9893	-1.8311	2.3804	0.1221	-0.1208	5.6140	79.3488	39.9200	189	26	-290 
118.343	-0.0562	0.0371	1.0029	-2.5024	3.3569	0.3052	-0.1318	5.6415	79.3378	39.9100	191	24	-290 
118.359	-0.0752	0.0171	1.0391	-2.4414	3.2349	0.4883	-0.1703	5.6964	79.3433	39.9100	192	25	-290 
118.374	-0.0845	0.0093	1.0435	-0.8545	2.8076	0.0610	-0.1868	5.7349	79.3652	39.9200	192	25	-289 
118.390	-0.0806	0.0146	1.0454	-0.4272	1.1597	-0.3052	-0.1923	5.7568	79.3817	39.9200	192	23	-289 
118.421	-0.0786	0.0181	1.0400	-0.1831	0.6104	0.1221	-0.1868	5.7568	79.3927	39.9300	192	25	-287 
118.437	-0.0679	0.0391	1.0225	-0.1831	-0.4272	0.0000	-0.1703	5.7294	79.3872	39.9300	193	26	-287 
118.452	-0.0640	0.0356	1.0205	0.1831	-0.4883	0.8545	-0.1428	5.6964	79.3872	39.9300	193	25	-287 
118.468	-0.0552	0.0396	1.0088	-0.4272	-0.2441	1.0986	-0.1154	5.6580	79.3927	39.9100	193	25	-284 
118.499	-0.0527	0.0352	1.0063	-0.4883	0.3052	1.4038	-0.0934	5.6305	79.4092	39.9200	195	26	-284 
118.531	-0.0537	0.0249	1.0039	-1.0376	1.2207	0.9766	-0.0879	5.6195	79.4312	39.9400	193	26	-285 
118.546	-0.0571	0.0220	1.0127	-1.1597	1.5259	0.0610	-0.0934	5.6140	79.4476	39.9200	193	25	-287 
118.562	-0.0513	0.0361	0.9995	-2.0142	1.4648	-1.1597	-0.1044	5.6140	79.4257	39.9300	191	27	-285 
118.577	-0.0542	0.0425	1.0000	-1.8311	2.6855	-0.7935	-0.1154	5.6250	79.3762	39.9300	189	29	-285 
118.593	-0.0708	0.0278	1.0269	-2.0142	3.6621	0.1221	-0.1263	5.6689	79.3542	39.9300	190	27	-285 
118.609	-0.0796	0.0176	1.0400	-2.3193	3.2349	-0.1831	-0.1538	5.7184	79.3542	39.9400	189	25	-286 
118.640	-0.0864	0.0210	1.0459	-1.3428	1.9531	0.0610	-0.1758	5.7513	79.3542	39.9200	192	26	-286 
118.656	-0.0840	0.0132	1.0459	-0.7324	0.7935	0.4883	-0.1813	5.7678	79.3652	39.9200	192	26	-285 
118.671	-0.0732	0.0249	1.0288	0.3052	-1.0376	0.9155	-0.1648	5.7404	79.3707	39.9200	193	28	-285 
118.702	-0.0591	0.0259	1.0127	0.3052	-1.3428	1.1597	-0.1373	5.6909	79.3872	39.9300	192	27	-286 
118.765	-0.0469	0.0459	0.9912	-0.4883	-0.6714	0.6714	-0.1099	5.6360	79.3817	39.9400	191	26	-288 
118.781	-0.0444	0.0415	0.9922	-0.3662	0.8545	1.0986	-0.0879	5.6030	79.3872	39.9100	192	24	-289 
118.781	-0.0493	0.0303	0.9980	-1.4648	2.0752	1.1597	-0.0824	5.6030	79.4037	39.9200	192	26	-288 
118.781	-0.0586	0.0176	1.0112	-1.6479	2.5635	0.9155	-0.0934	5.6250	79.4257	39.9100	191	26	-286 
118.796	-0.0679	0.0176	1.0244	-1.4038	2.3193	0.1221	-0.1099	5.6470	79.4366	39.9200	191	24	-285 
118.812	-0.0742	0.0176	1.0269	-0.9155	1.9531	0.0000	-0.1208	5.6689	79.4476	39.9200	193	26	-284 
118.827	-0.0747	0.0195	1.0317	-1.2207	1.5869	-0.7935	-0.1263	5.6909	79.4476	39.9200	193	25	-284 
118.859	-0.0757	0.0376	1.0361	-1.1597	1.0376	-1.0986	-0.1318	5.6964	79.4257	39.9200	194	24	-283 
118.874	-0.0708	0.0430	1.0254	-0.4272	0.9155	0.0610	-0.1208	5.6909	79.4037	39.9200	193	25	-285 
118.890	-0.0728	0.0371	1.0337	-0.3052	0.6714	0.6714	-0.0989	5.6854	79.4037	39.8900	194	24	-286 
118.921	-0.0679	0.0156	1.0205	-0.3052	-0.3662	1.1597	-0.0879	5.6635	79.4312	39.9200	193	24	-285 
118.937	-0.0620	0.0171	1.0161	-0.7935	-0.3052	0.2441	-0.0879	5.6360	79.4641	39.9200	192	25	-284 
118.999	-0.0493	0.0303	1.0034	-0.9155	-0.2441	-0.6104	-0.0934	5.5975	79.4586	39.9200	190	25	-286 
119.015	-0.0483	0.0361	0.9946	-0.3052	0.6104	-0.3662	-0.0824	5.5701	79.4421	39.9100	190	26	-286 
119.015	-0.0571	0.0439	1.0093	-1.1597	1.6479	-0.6714	-0.0659	5.5646	79.4092	39.9200	189	27	-287 
119.015	-0.0576	0.0435	1.0112	-2.1973	1.7700	-0.6714	-0.0714	5.5701	79.3652	39.9100	190	28	-288 
119.031	-0.0693	0.0259	1.0283	-1.8921	2.3804	0.2441	-0.0879	5.5920	79.3433	39.9200	190	29	-285 
119.046	-0.0718	0.0205	1.0313	-1.1597	1.7700	0.4272	-0.1044	5.6085	79.3378	39.9400	191	28	-282 
119.077	-0.0767	0.0132	1.0420	-1.4038	0.9155	-0.1221	-0.1154	5.6195	79.3488	39.9000	189	25	-283 
119.093	-0.0713	0.0249	1.0308	-0.8545	-0.0610	-0.3052	-0.1208	5.6085	79.3542	39.9000	191	22	-284 
119.109	-0.0605	0.0254	1.0190	0.1221	0.1221	0.5493	-0.1044	5.5811	79.3762	39.9000	193	21	-283 
119.156	-0.0571	0.0347	1.0107	-0.8545	-0.0610	0.1221	-0.0934	5.5536	79.3872	39.9100	194	23	-284 
119.156	-0.0537	0.0317	1.0078	-0.1221	0.9155	1.0376	-0.0714	5.5316	79.4037	39.9300	190	22	-283 
119.171	-0.0576	0.0322	1.0132	-1.4648	1.2817	0.2441	-0.0714	5.5316	79.4202	39.9100	189	22	-283 
119.187	-0.0586	0.0283	1.0146	-1.1597	1.8311	0.4883	-0.0769	5.5316	79.4312	39.9200	190	21	-284 
119.218	-0.0620	0.0249	1.0215	-1.2817	1.4648	0.1221	-0.0769	5.5371	79.4531	39.9300	190	20	-286 
119.234	-0.0576	0.0327	1.0078	-1.5869	1.2207	-0.6104	-0.0879	5.5316	79.4696	39.9200	191	21	-285 
119.249	-0.0566	0.0400	1.0054	-2.5635	1.8311	-0.9766	-0.1099	5.5371	79.4531	39.9200	191	21	-285 
119.281	-0.0591	0.0381	1.0088	-3.5400	3.0518	-1.0376	-0.1428	5.5591	79.4312	39.9200	191	22	-284 
119.296	-0.0664	0.0347	1.0215	-3.5400	3.5400	-0.7324	-0.1923	5.6030	79.4092	39.9300	193	25	-285 
119.312	-0.0742	0.0200	1.0366	-2.4414	2.8076	0.0610	-0.2307	5.6470	79.4037	39.9200	192	27	-285 
119.359	-0.0796	0.0122	1.0435	-1.4038	1.8311	0.3052	-0.2527	5.6744	79.4092	39.9000	193	28	-285 
119.374	-0.0776	0.0142	1.0386	-0.7935	0.2441	0.0610	-0.2637	5.6744	79.4147	39.9200	191	28	-285 
119.374	-0.0718	0.0176	1.0308	-0.0610	-0.1221	0.6714	-0.2582	5.6580	79.4257	39.9200	192	28	-285 
119.390	-0.0615	0.0151	1.0200	0.3052	-0.6714	1.2207	-0.2362	5.6250	79.4476	39.9000	190	28	-284 
119.406	-0.0547	0.0205	1.0063	0.1831	-0.5493	1.1597	-0.2142	5.5865	79.4641	39.9200	189	28	-284 
119.428	-0.0498	0.0337	1.0005	-0.3662	0.2441	0.4272	-0.1923	5.5481	79.4696	39.9200	186	27	-284 
119.447	-0.0532	0.0405	1.0068	-0.9766	0.9155	0.0000	-0.1813	5.5316	79.4531	39.9300	186	25	-285 
119.465	-0.0605	0.0405	1.0137	-1.2817	1.5259	0.0610	-0.1758	5.5316	79.4366	39.9200	189	27	-285 
119.497	-0.0581	0.0400	1.0088	-1.2207	1.5259	0.1831	-0.1703	5.5316	79.4147	39.9300	190	27	-287 
119.515	-0.0596	0.0332	1.0107	-1.8921	2.2583	0.2441	-0.1758	5.5426	79.3982	39.9200	190	28	-287 
119.531	-0.0659	0.0215	1.0244	-2.4414	2.6245	0.0610	-0.1978	5.5701	79.3927	39.9200	191	27	-287 
119.609	-0.0723	0.0088	1.0337	-2.0142	1.8921	0.2441	-0.2307	5.5920	79.3982	39.9100	191	27	-287 
119.625	-0.0752	0.0112	1.0356	-1.2207	1.4038	0.1221	-0.2527	5.6085	79.4092	39.9300	190	28	-286 
119.625	-0.0698	0.0112	1.0322	-0.5493	0.4883	-0.0610	-0.2582	5.6085	79.4202	39.9200	191	27	-286 
119.625	-0.0620	0.0303	1.0200	-0.6714	-0.1831	-0.3052	-0.2527	5.5865	79.4147	39.9200	190	27	-288 
119.640	-0.0552	0.0415	1.0063	-0.2441	0.3052	0.1831	-0.2307	5.5591	79.3982	39.9200	192	28	-286 
119.656	-0.0527	0.0449	1.0088	-0.9766	0.7935	0.4883	-0.2087	5.5371	79.3707	39.9200	192	29	-286 
119.672	-0.0571	0.0244	1.0122	-1.0986	1.8921	1.2207	-0.2032	5.5371	79.3707	39.9200	191	28	-286 
119.687	-0.0625	0.0186	1.0176	-1.5869	1.8311	0.6104	-0.2142	5.5481	79.3817	39.9300	191	29	-288 
119.718	-0.0640	0.0093	1.0200	-1.5869	1.9531	-0.2441	-0.2307	5.5646	79.3817	39.9200	191	30	-288 
119.781	-0.0640	0.0171	1.0215	-2.1362	1.6479	-1.7090	-0.2582	5.5756	79.3597	39.9200	190	31	-288 
119.797	-0.0640	0.0479	1.0186	-1.8311	1.5259	-1.6479	-0.2802	5.5811	79.2773	39.9300	188	31	-288 
119.797	-0.0645	0.0474	1.0195	-2.6245	1.8921	-1.0376	-0.2856	5.5920	79.2059	39.9400	188	30	-289 
119.797	-0.0649	0.0361	1.0190	-3.2959	1.7090	0.0610	-0.3296	5.6030	79.1675	39.9300	190	28	-287 
119.812	-0.0669	0.0156	1.0249	-1.8921	1.5869	1.0986	-0.3571	5.6140	79.1730	39.9100	190	27	-286 
119.828	-0.0698	0.0020	1.0371	-0.9155	1.3428	1.4648	-0.3680	5.6195	79.2059	39.9100	190	28	-286 
119.859	-0.0693	-0.0117	1.0366	0.4272	0.7324	1.8921	-0.3680	5.6195	79.2554	39.9200	188	30	-288 
119.875	-0.0674	-0.0059	1.0342	0.3052	-0.4272	0.5493	-0.3571	5.6030	79.3213	39.9300	190	27	-287 
119.890	-0.0562	0.0190	1.0132	0.6714	-0.9155	0.0000	-0.3406	5.5646	79.3378	39.9400	191	27	-287 
119.906	-0.0449	0.0415	0.9937	-0.3052	-0.1221	-0.7935	-0.3076	5.5206	79.3158	39.9200	192	27	-286 
119.937	-0.0444	0.0684	0.9854	-1.0986	0.7935	-0.6714	-0.2802	5.4932	79.2609	39.9400	192	27	-286 
119.953	-0.0562	0.0518	1.0049	-0.9766	2.9907	0.4883	-0.2527	5.5042	79.2224	39.9300	191	29	-288 
120.031	-0.0625	0.0483	1.0156	-2.1973	3.1128	0.1831	-0.2527	5.5371	79.1949	39.9300	192	29	-291 
120.047	-0.0713	0.0112	1.0298	-2.1973	3.1128	0.5493	-0.2747	5.5811	79.1895	39.9200	189	29	-289 
120.047	-0.0767	0.0005	1.0371	-2.1362	2.5635	0.5493	-0.3131	5.6195	79.2059	39.9200	188	30	-289 
120.047	-0.0801	-0.0088	1.0488	-1.4648	2.0752	0.3052	-0.3461	5.6470	79.2334	39.9300	189	29	-288 
120.047	-0.0762	0.0176	1.0400	0.0000	-0.0610	-0.3052	-0.3461	5.6415	79.2334	39.9100	190	28	-287 
120.078	-0.0698	0.0317	1.0283	0.6714	-0.6714	-0.1831	-0.3131	5.6085	79.2114	39.9200	191	30	-288 
120.093	-0.0586	0.0361	1.0083	0.2441	-0.3662	0.6714	-0.2802	5.5756	79.1949	39.9300	191	30	-287 
120.109	-0.0557	0.0293	1.0083	-0.4272	0.4272	0.9155	-0.2582	5.5481	79.1840	39.9200	189	31	-288 
120.125	-0.0532	0.0269	1.0049	-1.6479	0.9155	0.1831	-0.2637	5.5316	79.1785	39.9300	190	32	-290 
120.203	-0.0508	0.0254	1.0034	-1.0986	1.3428	0.4883	-0.2692	5.5261	79.1675	39.9200	190	31	-290 
120.218	-0.0566	0.0278	1.0088	-0.4883	1.6479	0.0000	-0.2582	5.5316	79.1620	39.9200	190	30	-290 
120.218	-0.0562	0.0400	1.0020	-1.1597	1.6479	-0.2441	-0.2527	5.5316	79.1235	39.9200	188	31	-289 
120.218	-0.0645	0.0313	1.0210	-1.7700	2.5635	0.4272	-0.2527	5.5536	79.0961	39.9200	189	29	-287 
120.234	-0.0732	0.0332	1.0342	-2.3193	2.5024	0.1221	-0.2747	5.5865	79.0906	39.9200	188	27	-287 
120.250	-0.0776	0.0093	1.0405	-1.0986	2.1973	1.0376	-0.2856	5.6140	79.1071	39.9300	191	26	-288 
120.265	-0.0801	0.0005	1.0425	-0.9766	1.1597	0.4883	-0.2966	5.6305	79.1400	39.9300	188	26	-286 
120.297	-0.0679	0.0117	1.0317	0.0610	0.1221	-0.1221	-0.2966	5.6140	79.1620	39.9300	190	26	-285 
120.312	-0.0620	0.0229	1.0200	0.0000	-0.2441	0.0000	-0.2802	5.5865	79.1620	39.9200	190	28	-285 
120.375	-0.0518	0.0454	1.0000	0.0000	0.0000	0.3052	-0.2472	5.5536	79.1455	39.9300	190	27	-284 
120.390	-0.0479	0.0474	0.9966	-0.3662	0.9766	0.7935	-0.2142	5.5316	79.1400	39.9300	190	25	-284 
120.390	-0.0527	0.0332	1.0049	-0.7935	2.0752	1.4648	-0.1923	5.5371	79.1510	39.9300	191	26	-285 
120.390	-0.0591	0.0181	1.0142	-1.2817	2.4414	1.1597	-0.1978	5.5591	79.1840	39.9300	191	25	-286 
120.406	-0.0625	0.0068	1.0215	-0.5493	1.8921	0.9155	-0.1978	5.5756	79.2224	39.9200	189	25	-285 
120.437	-0.0664	0.0166	1.0195	-1.0986	1.8311	-0.0610	-0.2087	5.5865	79.2444	39.9200	190	25	-284 
120.453	-0.0742	0.0303	1.0322	-0.2441	1.8311	0.2441	-0.1923	5.6085	79.2444	39.9400	192	24	-283 
120.468	-0.0732	0.0435	1.0288	-0.7935	1.1597	-0.0610	-0.1758	5.6140	79.2334	39.9200	192	24	-283 
120.484	-0.0708	0.0391	1.0239	-0.8545	1.3428	0.9766	-0.1593	5.6195	79.2279	39.9100	193	26	-285 
120.515	-0.0693	0.0298	1.0273	-1.1597	0.9766	1.3428	-0.1538	5.6250	79.2389	39.9200	189	29	-285 
120.531	-0.0659	0.0176	1.0234	-1.0986	0.4883	0.9155	-0.1648	5.6140	79.2554	39.9300	189	28	-286 
120.547	-0.0596	0.0156	1.0137	-0.7324	0.1221	0.4272	-0.1648	5.5920	79.2664	39.9300	190	28	-285 
120.625	-0.0581	0.0195	1.0137	-1.1597	0.8545	0.0610	-0.1703	5.5756	79.2609	39.9100	189	30	-286 
120.640	-0.0601	0.0200	1.0171	-1.2207	0.8545	0.1221	-0.1813	5.5646	79.2499	39.9200	189	32	-287 
120.640	-0.0674	0.0293	1.0273	-0.6104	1.0376	0.4272	-0.1758	5.5591	79.2279	39.9300	189	30	-289 
120.640	-0.0669	0.0259	1.0288	0.3052	0.6714	1.1597	-0.1538	5.5536	79.2334	39.9200	190	31	-290 
120.656	-0.0659	0.0449	1.0200	-0.3662	0.0610	0.4883	-0.1263	5.5371	79.2114	39.9200	190	30	-289 
120.672	-0.0635	0.0454	1.0186	-0.4883	0.0000	1.0376	-0.0989	5.5096	79.1949	39.9300	189	29	-288 
120.687	-0.0635	0.0391	1.0215	-0.9766	0.3052	1.1597	-0.0879	5.4932	79.1895	39.9200	189	28	-288 
120.703	-0.0576	0.0356	1.0151	-0.8545	0.4883	1.5869	-0.0769	5.4767	79.1949	39.9200	187	29	-289 
120.734	-0.0532	0.0234	1.0132	-1.2817	0.7935	1.2817	-0.0824	5.4657	79.2114	39.9300	190	27	-288 
120.812	-0.0527	0.0210	1.0112	-1.7090	0.8545	1.0986	-0.0934	5.4492	79.2389	39.9300	190	25	-288 
120.828	-0.0601	0.0078	1.0239	-1.2207	1.2817	0.6714	-0.1099	5.4492	79.2719	39.9200	189	28	-289 
120.828	-0.0591	0.0078	1.0234	-0.4272	0.6104	0.4272	-0.1154	5.4437	79.2883	39.9300	188	28	-288 
120.828	-0.0576	0.0225	1.0146	-0.0610	0.1831	-0.4883	-0.1099	5.4218	79.2883	39.9200	190	28	-287 
120.828	-0.0596	0.0317	1.0107	0.1831	0.6714	-0.6714	-0.0879	5.4053	79.2554	39.9300	190	31	-287 
120.843	-0.0620	0.0405	1.0244	0.0000	1.0986	-0.2441	-0.0604	5.4053	79.2224	39.9300	191	28	-287 
120.875	-0.0615	0.0459	1.0195	-0.9155	0.5493	-0.1831	-0.0439	5.3943	79.1949	39.9400	190	27	-287 
120.890	-0.0566	0.0444	1.0107	-1.6479	1.0986	0.3052	-0.0385	5.3833	79.1675	39.9200	190	28	-287 
120.906	-0.0601	0.0327	1.0215	-1.5259	1.7700	0.7935	-0.0439	5.3888	79.1565	39.9200	188	28	-286 
120.922	-0.0640	0.0210	1.0288	-1.1597	1.2207	0.3662	-0.0549	5.3943	79.1730	39.9300	188	26	-287 
121.015	-0.0635	0.0210	1.0269	-0.9155	0.6714	0.2441	-0.0604	5.3943	79.1840	39.9200	188	26	-286 
121.031	-0.0591	0.0200	1.0195	-0.1831	0.5493	0.3052	-0.0494	5.3778	79.1895	39.9200	189	27	-286 
121.031	-0.0571	0.0381	1.0146	-0.5493	0.2441	0.0000	-0.0385	5.3613	79.1895	39.9200	188	24	-288 
121.031	-0.0566	0.0415	1.0166	-0.1831	0.7935	0.6714	-0.0110	5.3503	79.1785	39.9200	188	28	-288 
121.031	-0.0547	0.0381	1.0132	-0.8545	0.9766	0.7324	0.0000	5.3394	79.1675	39.9300	190	29	-286 
121.047	-0.0557	0.0205	1.0117	-1.4648	1.5259	0.7324	0.0000	5.3339	79.1785	39.9300	190	26	-287 
121.062	-0.0581	0.0205	1.0161	-1.4648	1.6479	0.3662	-0.0165	5.3448	79.1949	39.9300	189	25	-287 
121.093	-0.0596	0.0181	1.0225	-0.9155	1.4038	0.0610	-0.0220	5.3503	79.2114	39.9300	190	25	-287 
121.109	-0.0591	0.0308	1.0176	-0.5493	1.0986	-0.3662	-0.0220	5.3503	79.2059	39.9100	189	27	-288 
121.125	-0.0605	0.0415	1.0176	-1.2207	1.5869	-0.6714	-0.0165	5.3503	79.1730	39.9400	190	28	-288 
121.187	-0.0625	0.0352	1.0215	-1.1597	1.6479	0.1831	-0.0110	5.3613	79.1510	39.9200	189	26	-287 
121.203	-0.0654	0.0264	1.0283	-0.3662	1.4648	0.7324	0.0000	5.3723	79.1510	39.9100	191	27	-286 
121.203	-0.0669	0.0244	1.0298	-0.7935	0.8545	0.1221	0.0000	5.3723	79.1565	39.9200	189	27	-288 
121.203	-0.0630	0.0249	1.0229	-0.6104	0.4272	0.4272	0.0000	5.3613	79.1510	39.9400	188	26	-288 
121.234	-0.0605	0.0332	1.0200	-0.7935	0.3052	0.3052	0.0055	5.3503	79.1510	39.9300	189	26	-288 
121.250	-0.0532	0.0293	1.0083	-0.4883	0.7324	0.8545	0.0165	5.3284	79.1675	39.9200	190	25	-287 
121.265	-0.0562	0.0259	1.0151	-0.8545	1.0376	0.5493	0.0220	5.3229	79.1840	39.9200	189	24	-286 
121.281	-0.0537	0.0313	1.0132	-0.1831	0.7935	0.1221	0.0275	5.3119	79.1949	39.9300	190	25	-285 
121.312	-0.0542	0.0371	1.0127	-0.6714	1.0986	0.0000	0.0439	5.3064	79.1895	39.9200	191	26	-287 
121.328	-0.0610	0.0488	1.0181	-1.1597	1.5869	0.1831	0.0494	5.3064	79.1620	39.9200	189	28	-287 
121.343	-0.0620	0.0337	1.0249	-0.1221	1.5869	1.1597	0.0659	5.3174	79.1620	39.9200	190	26	-286 
121.437	-0.0581	0.0264	1.0200	-1.5869	1.0376	0.3052	0.0659	5.3174	79.1840	39.9200	191	25	-286 
121.453	-0.0562	0.0308	1.0166	-1.5259	1.2817	0.0610	0.0549	5.3174	79.1840	39.9200	188	25	-287 
121.453	-0.0566	0.0166	1.0205	-0.9766	1.5259	0.0000	0.0494	5.3174	79.1895	39.9300	187	26	-286 
121.453	-0.0532	0.0308	1.0117	-1.0986	1.1597	-0.4883	0.0439	5.3174	79.1785	39.9300	187	29	-286 
121.453	-0.0557	0.0352	1.0112	-0.7324	1.8311	-0.1221	0.0494	5.3174	79.1455	39.9100	188	30	-287 
121.468	-0.0610	0.0396	1.0234	-0.9766	1.8921	0.0000	0.0549	5.3339	79.1235	39.9300	191	29	-285 
121.484	-0.0698	0.0317	1.0317	-1.0376	2.0142	0.9155	0.0604	5.3503	79.1125	39.9200	193	29	-284 
121.500	-0.0645	0.0332	1.0298	-1.7090	1.2817	0.1831	0.0494	5.3613	79.1125	39.9400	191	27	-284 
121.536	-0.0645	0.0303	1.0317	-0.2441	0.4272	0.0000	0.0549	5.3558	79.1071	39.9200	191	26	-286 
121.541	-0.0596	0.0396	1.0171	0.2441	0.0610	0.3662	0.0824	5.3339	79.0961	39.9200	190	26	-287 
121.555	-0.0527	0.0396	1.0093	-0.5493	0.2441	0.5493	0.0989	5.3119	79.0906	39.9100	189	27	-287 
121.602	-0.0562	0.0269	1.0205	-0.6714	1.2207	1.4648	0.1099	5.3064	79.1071	39.9300	190	26	-290 
121.602	-0.0532	0.0181	1.0161	-0.6714	0.4272	0.6714	0.1099	5.2954	79.1455	39.9200	191	24	-290 
121.633	-0.0518	0.0239	1.0112	-0.7324	0.7324	0.0610	0.1099	5.2789	79.1675	39.9200	190	22	-290 
121.649	-0.0571	0.0347	1.0156	-1.0376	1.4648	-0.2441	0.1099	5.2734	79.1785	39.9300	191	22	-288 
121.664	-0.0601	0.0396	1.0200	-0.6714	1.3428	-0.0610	0.1154	5.2789	79.1730	39.9400	191	24	-287 
121.680	-0.0610	0.0430	1.0254	-1.4648	1.1597	-0.1221	0.1263	5.2844	79.1565	39.9300	190	26	-287 
121.711	-0.0586	0.0435	1.0171	-1.6479	1.2207	0.0610	0.1208	5.2844	79.1400	39.9400	189	25	-289 
121.727	-0.0610	0.0278	1.0220	-1.5869	1.4038	0.4883	0.1099	5.2899	79.1345	39.9300	189	27	-288 
