StartTime: 2018-11-29 21:44:00.762
Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz 
121.742	-0.0615	0.0239	1.0269	-1.1597	1.2207	0.6104	0.1044	5.2899	79.1400	39.9400	190	26	-287 
121.821	-0.0581	0.0259	1.0249	-0.9766	0.6714	0.0000	0.0989	5.2844	79.1565	39.9300	191	26	-288 
121.836	-0.0566	0.0308	1.0181	-1.4038	0.6104	-0.3052	0.0934	5.2734	79.1510	39.9300	189	25	-284 
121.836	-0.0537	0.0371	1.0146	-1.0376	1.0376	0.1831	0.0934	5.2625	79.1400	39.9400	186	26	-286 
121.836	-0.0532	0.0347	1.0127	-1.0376	1.2207	0.6714	0.0934	5.2570	79.1290	39.9300	188	27	-287 
121.852	-0.0566	0.0327	1.0205	-1.6479	1.2207	0.0610	0.0934	5.2570	79.1345	39.9200	188	26	-286 
121.867	-0.0542	0.0356	1.0151	-1.0986	1.2817	0.2441	0.0879	5.2570	79.1290	39.9300	188	24	-287 
121.883	-0.0552	0.0288	1.0142	-0.9155	1.3428	0.4883	0.0879	5.2570	79.1400	39.9300	188	25	-289 
121.899	-0.0552	0.0293	1.0146	-1.0986	1.6479	0.3662	0.0879	5.2625	79.1400	39.9200	190	28	-290 
121.930	-0.0605	0.0278	1.0229	-1.1597	1.5259	0.0000	0.0824	5.2679	79.1345	39.9000	189	27	-290 
122.008	-0.0601	0.0356	1.0210	-1.2817	1.5259	-0.2441	0.0769	5.2789	79.1235	39.9200	188	25	-291 
122.024	-0.0615	0.0410	1.0200	-1.0376	1.4648	0.1831	0.0824	5.2844	79.1071	39.9300	188	26	-290 
122.024	-0.0610	0.0352	1.0195	-1.6479	1.5869	0.4272	0.0769	5.2899	79.1071	39.9400	187	24	-289 
122.024	-0.0601	0.0293	1.0220	-1.1597	1.1597	0.6104	0.0659	5.2954	79.1125	39.9100	190	24	-288 
122.024	-0.0557	0.0239	1.0195	-1.3428	1.1597	0.2441	0.0604	5.2954	79.1345	39.9100	190	24	-286 
122.039	-0.0591	0.0298	1.0225	-1.2817	1.1597	0.0000	0.0494	5.2899	79.1345	39.9200	188	25	-285 
122.071	-0.0576	0.0259	1.0181	-0.7935	1.0986	0.1831	0.0494	5.2899	79.1400	39.9100	188	24	-286 
122.086	-0.0596	0.0269	1.0229	-1.2817	1.1597	-0.3052	0.0385	5.2899	79.1510	39.9300	190	23	-288 
122.102	-0.0605	0.0278	1.0249	-0.7324	0.8545	-0.1221	0.0385	5.2899	79.1565	39.9300	191	23	-289 
122.133	-0.0596	0.0376	1.0166	-0.4272	0.3662	-0.0610	0.0549	5.2789	79.1620	39.9200	190	22	-287 
122.149	-0.0591	0.0371	1.0210	-0.6104	0.5493	0.3052	0.0659	5.2625	79.1620	39.9200	190	24	-285 
122.164	-0.0562	0.0308	1.0171	-0.6104	0.4883	0.6104	0.0769	5.2460	79.1675	39.9300	186	23	-286 
122.180	-0.0522	0.0327	1.0132	-0.6714	0.2441	0.2441	0.0879	5.2295	79.1785	39.9300	187	24	-288 
122.269	-0.0503	0.0352	1.0103	-1.5259	0.8545	-0.3052	0.0879	5.2130	79.1675	39.9200	188	27	-287 
122.269	-0.0522	0.0308	1.0137	-2.3804	1.5259	0.0610	0.0659	5.2075	79.1455	39.9300	190	29	-287 
122.269	-0.0571	0.0229	1.0259	-1.1597	1.2207	0.2441	0.0494	5.2130	79.1400	39.9300	189	29	-285 
122.269	-0.0562	0.0283	1.0176	-0.7935	0.6104	0.0000	0.0494	5.2075	79.1345	39.9400	190	25	-283 
122.285	-0.0557	0.0352	1.0156	-0.9766	0.9155	-0.1831	0.0549	5.1965	79.1290	39.9400	189	25	-284 
122.300	-0.0576	0.0303	1.0215	-1.0986	1.4038	0.0000	0.0549	5.1965	79.1290	39.9300	188	23	-286 
122.332	-0.0562	0.0229	1.0234	-1.1597	0.9766	-0.4272	0.0494	5.1965	79.1400	39.9400	189	23	-285 
122.347	-0.0537	0.0278	1.0195	-0.7935	0.9766	-0.1221	0.0439	5.1910	79.1455	39.9500	186	22	-286 
122.363	-0.0527	0.0288	1.0142	-0.9766	1.2207	-0.0610	0.0494	5.1855	79.1620	39.9500	188	22	-288 
122.425	-0.0527	0.0386	1.0127	-1.0376	1.3428	-0.0610	0.0494	5.1855	79.1675	39.9300	190	21	-288 
122.441	-0.0566	0.0430	1.0176	-1.2207	1.3428	0.1221	0.0604	5.1910	79.1730	39.9300	192	21	-287 
122.441	-0.0571	0.0464	1.0122	-1.6479	1.4648	0.2441	0.0659	5.1910	79.1730	39.9400	191	21	-287 
122.441	-0.0605	0.0400	1.0190	-1.8311	2.0142	0.4272	0.0549	5.2075	79.1785	39.9300	188	24	-289 
122.472	-0.0591	0.0234	1.0229	-1.9531	1.6479	0.6714	0.0385	5.2185	79.1949	39.9200	186	23	-289 
122.488	-0.0581	0.0254	1.0239	-1.8311	1.4038	0.2441	0.0165	5.2240	79.2114	39.9300	189	24	-289 
122.503	-0.0566	0.0264	1.0195	-1.5259	0.9155	0.0000	0.0055	5.2240	79.2279	39.9400	189	25	-289 
122.519	-0.0566	0.0249	1.0137	-1.2207	1.2817	0.0000	0.0000	5.2185	79.2334	39.9200	190	23	-288 
122.597	-0.0537	0.0337	1.0166	-1.7090	1.0986	-0.7324	-0.0165	5.2185	79.2279	39.9200	188	24	-287 
122.613	-0.0547	0.0430	1.0156	-1.0376	1.4038	-0.1831	-0.0110	5.2185	79.2114	39.9300	187	24	-289 
122.613	-0.0596	0.0425	1.0229	-2.2583	1.8921	0.0000	-0.0165	5.2295	79.1949	39.9400	187	26	-288 
122.613	-0.0586	0.0386	1.0190	-2.0142	1.8921	0.7324	-0.0275	5.2405	79.1949	39.9300	188	23	-287 
122.628	-0.0586	0.0190	1.0195	-1.9531	1.9531	0.8545	-0.0439	5.2570	79.2169	39.9300	189	26	-286 
122.644	-0.0596	0.0156	1.0244	-1.7700	1.7090	0.4883	-0.0714	5.2679	79.2334	39.9300	189	27	-286 
122.660	-0.0576	0.0181	1.0195	-0.9155	1.0376	0.0610	-0.0824	5.2679	79.2444	39.9500	187	27	-286 
122.691	-0.0566	0.0273	1.0176	-0.9766	1.3428	-0.2441	-0.0824	5.2679	79.2389	39.9300	187	27	-287 
122.707	-0.0547	0.0371	1.0112	-1.4648	1.6479	-0.2441	-0.0879	5.2679	79.2224	39.9300	188	27	-287 
122.722	-0.0591	0.0322	1.0200	-1.7090	1.9531	0.0000	-0.0934	5.2844	79.2114	39.9300	189	27	-287 
122.738	-0.0605	0.0371	1.0225	-1.4038	1.6479	0.1831	-0.1044	5.2954	79.1949	39.9400	189	28	-288 
122.769	-0.0591	0.0249	1.0215	-0.6714	1.7090	0.9155	-0.0989	5.3064	79.2114	39.9400	191	24	-288 
122.832	-0.0601	0.0278	1.0229	-1.3428	1.0986	0.0610	-0.0989	5.3064	79.2279	39.9500	190	25	-287 
122.847	-0.0586	0.0254	1.0205	-1.2207	1.3428	0.1221	-0.1099	5.3064	79.2224	39.9500	188	26	-286 
122.847	-0.0571	0.0269	1.0186	-1.2817	1.4648	0.0000	-0.1099	5.3119	79.2334	39.9400	187	25	-285 
122.847	-0.0547	0.0264	1.0098	-1.4648	1.4038	-0.0610	-0.1208	5.3119	79.2334	39.9400	188	23	-285 
122.863	-0.0610	0.0273	1.0239	-0.6714	1.5259	-0.0610	-0.1208	5.3174	79.2389	39.9400	189	25	-285 
122.878	-0.0635	0.0347	1.0244	-0.7324	1.4648	-0.2441	-0.1099	5.3284	79.2224	39.9500	190	28	-285 
122.910	-0.0601	0.0405	1.0215	-1.8311	1.2207	0.2441	-0.1099	5.3284	79.2004	39.9500	189	28	-285 
122.925	-0.0601	0.0439	1.0176	-2.0752	1.4038	0.7324	-0.1154	5.3339	79.1785	39.9400	188	30	-285 
122.941	-0.0635	0.0210	1.0269	-1.7700	1.8311	1.2207	-0.1263	5.3394	79.1840	39.9500	190	30	-284 
123.003	-0.0630	0.0200	1.0317	-1.7700	0.7324	0.5493	-0.1483	5.3394	79.1949	39.9400	188	27	-287 
123.019	-0.0669	0.0142	1.0337	-0.5493	0.7324	0.4272	-0.1538	5.3339	79.2114	39.9500	187	26	-287 
123.019	-0.0508	0.0146	1.0176	0.0000	0.0610	-0.0610	-0.1428	5.3064	79.2279	39.9300	190	25	-284 
123.019	-0.0532	0.0195	1.0122	-0.3662	0.5493	-0.1221	-0.1318	5.2954	79.2389	39.9400	190	24	-283 
123.050	-0.0552	0.0298	1.0156	-0.4883	0.9766	-0.0610	-0.1208	5.2789	79.2389	39.9600	188	25	-285 
123.066	-0.0532	0.0327	1.0166	-0.6104	0.6104	-0.3052	-0.1154	5.2734	79.2389	39.9500	185	25	-286 
123.082	-0.0596	0.0420	1.0190	-1.0986	0.9766	-0.4883	-0.1099	5.2625	79.2114	39.9500	185	27	-287 
123.097	-0.0562	0.0449	1.0137	-0.6714	1.5259	0.3052	-0.0879	5.2625	79.1840	39.9400	186	26	-288 
123.128	-0.0605	0.0391	1.0234	-0.9766	1.5259	0.4272	-0.0769	5.2679	79.1730	39.9400	188	25	-287 
123.144	-0.0601	0.0225	1.0234	-1.7700	1.5259	0.3662	-0.0879	5.2734	79.1840	39.9400	189	25	-287 
123.160	-0.0601	0.0259	1.0205	-1.7090	1.3428	0.0000	-0.1044	5.2789	79.1895	39.9600	189	25	-287 
123.175	-0.0552	0.0117	1.0166	-0.4272	1.4648	0.7935	-0.1044	5.2844	79.2114	39.9500	190	26	-285 
123.269	-0.0562	0.0166	1.0195	-0.6104	1.2817	0.0000	-0.0989	5.2844	79.2334	39.9400	191	25	-286 
123.269	-0.0566	0.0322	1.0171	-0.9155	1.1597	-0.3662	-0.0989	5.2789	79.2279	39.9500	191	26	-286 
123.269	-0.0576	0.0371	1.0205	-0.6714	1.4038	0.0000	-0.0934	5.2789	79.2169	39.9500	192	27	-287 
123.269	-0.0610	0.0391	1.0269	-0.4272	1.0376	0.6714	-0.0769	5.2844	79.2059	39.9300	192	27	-289 
123.285	-0.0620	0.0303	1.0215	-0.4883	1.2207	1.2207	-0.0604	5.2844	79.2114	39.9400	191	28	-289 
123.300	-0.0576	0.0200	1.0205	-0.1221	1.0376	1.2817	-0.0439	5.2844	79.2279	39.9600	187	29	-288 
123.316	-0.0557	0.0205	1.0186	-0.9766	0.9766	0.5493	-0.0439	5.2789	79.2389	39.9500	185	28	-287
