StartTime: 2018-11-15 20:11:00.594
Time(s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
1970.787	8.0859	19.8523	-10.1514	0.0000 
1970.799	8.1903	19.7534	-9.9426	0.0000 
1970.819	8.3002	19.6765	-9.7449	0.0000 
1970.838	8.4375	19.6106	-9.5087	0.0000 
1970.858	8.6517	19.5502	-9.2120	0.0000 
1970.878	8.9539	19.4952	-8.8824	0.0000 
1970.942	9.2615	19.4183	-8.5693	0.0000 
1970.951	9.5251	19.3579	-8.2947	0.0000 
1970.952	9.7394	19.3799	-8.1024	0.0000 
1970.958	9.9481	19.4623	-7.9486	0.0000 
1970.978	10.1624	19.5007	-7.8058	0.0000 
1970.999	10.3381	19.4568	-7.6300	0.0000 
1971.019	10.5084	19.3799	-7.3883	0.0000 
1971.041	10.7227	19.2975	-7.0807	0.0000 
1971.061	10.9698	19.2206	-6.7566	0.0000 
1971.083	11.2006	19.1656	-6.5039	0.0000 
1971.163	11.3489	19.1052	-6.3336	0.0000 
1971.169	11.4642	19.0338	-6.1798	0.0000 
1971.169	11.5631	18.9624	-5.9985	0.0000 
1971.169	11.6565	18.9240	-5.8173	0.0000 
1971.176	11.7554	18.9020	-5.6250	0.0000 
1971.197	11.8597	18.8580	-5.4108	0.0000 
1971.216	11.9257	18.8141	-5.2240	0.0000 
1971.240	11.9806	18.8141	-5.0757	0.0000 
1971.259	12.0465	18.8361	-4.9384	0.0000 
1971.282	12.1069	18.8470	-4.8120	0.0000 
1971.302	12.1344	18.8745	-4.7571	0.0000 
1971.324	12.1234	18.9075	-4.7406	0.0000 
1971.387	12.0575	18.9514	-4.7351	0.0000 
1971.396	11.9916	19.0118	-4.7406	0.0000 
1971.396	11.9366	19.0723	-4.7351	0.0000 
1971.402	11.9037	19.0942	-4.7186	0.0000 
1971.419	11.8268	19.0942	-4.7241	0.0000 
1971.439	11.7004	19.0833	-4.7626	0.0000 
1971.463	11.5576	19.0833	-4.8340	0.0000 
1971.484	11.4697	19.0778	-4.8834	0.0000 
1971.504	11.4148	19.0613	-4.9219	0.0000 
1971.517	11.3818	19.0503	-4.9768	0.0000 
1971.535	11.3379	19.0283	-5.0647	0.0000 
1971.606	11.2775	19.0173	-5.1801	0.0000 
1971.612	11.2555	19.0448	-5.3174	0.0000 
1971.612	11.2665	19.0833	-5.4437	0.0000 
1971.618	11.3049	19.1327	-5.5591	0.0000 
1971.636	11.3544	19.1931	-5.6854	0.0000 
1971.659	11.4093	19.2535	-5.8557	0.0000 
1971.680	11.4752	19.3085	-6.0809	0.0000 
1971.701	11.5137	19.3195	-6.3501	0.0000 
1971.769	11.5137	19.2700	-6.6193	0.0000 
1971.778	11.5796	19.1272	-6.7676	0.0000 
1971.778	11.7059	18.9404	-6.7841	0.0000 
1971.779	11.8488	18.7866	-6.7621	0.0000 
1971.801	11.9476	18.7372	-6.8500	0.0000 
1971.823	11.9861	18.7866	-7.0752	0.0000 
1971.833	12.0026	18.8745	-7.3938	0.0000 
1971.853	12.0410	18.9624	-7.7289	0.0000 
1971.873	12.0465	19.0338	-8.0585	0.0000 
1971.893	11.9696	19.0613	-8.3826	0.0000 
1971.913	11.8817	19.0503	-8.6682	0.0000 
1971.990	11.8103	18.9844	-8.8989	0.0000 
1971.996	11.7389	18.8910	-9.1132	0.0000 
1971.996	11.6675	18.7756	-9.2889	0.0000 
1971.996	11.5576	18.6548	-9.4153	0.0000 
1972.020	11.4148	18.5559	-9.4922	0.0000 
1972.033	11.2445	18.4955	-9.5251	0.0000 
1972.052	11.0632	18.4515	-9.5526	0.0000 
1972.072	10.8710	18.4296	-9.6075	0.0000 
1972.092	10.6787	18.4351	-9.7009	0.0000 
1972.112	10.4755	18.4460	-9.8273	0.0000 
1972.132	10.2612	18.4460	-9.9481	0.0000 
1972.202	10.0909	18.4296	-10.0360	0.0000 
1972.211	9.9261	18.4186	-10.1349	0.0000 
1972.212	9.7668	18.4570	-10.2722	0.0000 
1972.218	9.6075	18.5229	-10.3931	0.0000 
1972.234	9.4318	18.6053	-10.4810	0.0000 
1972.254	9.2780	18.6768	-10.5029	0.0000 
1972.277	9.1846	18.7207	-10.4810	0.0000 
1972.300	9.1296	18.7207	-10.3931	0.0000 
1972.363	9.1461	18.6713	-10.2393	0.0000 
1972.373	9.2010	18.5669	-10.0195	0.0000 
1972.374	9.2780	18.4735	-9.8053	0.0000 
1972.380	9.3658	18.4241	-9.6295	0.0000 
1972.395	9.4702	18.4076	-9.4427	0.0000 
1972.417	9.6460	18.4186	-9.1956	0.0000 
1972.439	9.8657	18.4296	-8.8770	0.0000 
1972.450	10.0909	18.4021	-8.4979	0.0000 
1972.470	10.3052	18.3582	-8.0859	0.0000 
1972.495	10.5249	18.3527	-7.6575	0.0000 
1972.512	10.7446	18.4076	-7.2345	0.0000 
1972.583	10.9204	18.4845	-6.8829	0.0000 
1972.589	11.0193	18.5724	-6.6687	0.0000 
1972.589	11.0962	18.6273	-6.5094	0.0000 
1972.589	11.2225	18.5999	-6.2512	0.0000 
1972.619	11.3873	18.4570	-5.9216	0.0000 
1972.629	11.4752	18.3142	-5.6964	0.0000 
1972.649	11.4917	18.2977	-5.6030	0.0000 
1972.668	11.4148	18.4076	-5.6140	0.0000 
1972.688	11.2830	18.5559	-5.6964	0.0000 
1972.708	11.1511	18.6713	-5.8118	0.0000 
1972.728	11.0413	18.7262	-5.9216	0.0000 
1972.804	10.9204	18.7372	-6.0535	0.0000 
1972.810	10.7611	18.7427	-6.2183	0.0000 
1972.810	10.5743	18.7646	-6.4105	0.0000 
1972.810	10.4260	18.8031	-6.5973	0.0000 
1972.835	10.2777	18.8251	-6.8005	0.0000 
1972.856	10.1294	18.8800	-7.0642	0.0000 
1972.876	9.9866	18.9459	-7.3499	0.0000 
1972.888	9.8328	18.9899	-7.5806	0.0000 
1972.908	9.6899	19.0228	-7.7893	0.0000 
1972.928	9.5581	19.0668	-8.0035	0.0000 
1972.947	9.4482	19.1107	-8.2397	0.0000 
1973.021	9.3274	19.1437	-8.5034	0.0000 
1973.028	9.2450	19.1492	-8.7726	0.0000 
1973.028	9.1956	19.1602	-9.0472	0.0000 
1973.028	9.1736	19.1711	-9.3494	0.0000 
1973.052	9.2010	19.1711	-9.6735	0.0000 
1973.073	9.2615	19.1766	-10.0360	0.0000 
1973.095	9.3658	19.1931	-10.4150	0.0000 
1973.106	9.4263	19.1821	-10.8160	0.0000 
1973.185	9.5251	19.0723	-11.1456	0.0000 
1973.195	9.6625	18.9130	-11.3983	0.0000 
1973.195	9.7943	18.6932	-11.6125	0.0000 
1973.195	10.0031	18.4570	-11.7279	0.0000 
1973.207	10.1404	18.3417	-11.8597	0.0000 
1973.226	10.1843	18.3472	-12.0575	0.0000 
1973.246	10.1898	18.4351	-12.3102	0.0000 
1973.266	10.1624	18.5779	-12.6727	0.0000 
1973.286	10.0854	18.7042	-13.1451	0.0000 
1973.305	9.9371	18.7537	-13.6670	0.0000 
1973.327	9.7943	18.7482	-14.1229	0.0000 
1973.408	9.6625	18.6823	-14.4360	0.0000 
1973.414	9.5966	18.5559	-14.6173	0.0000 
1973.414	9.5471	18.4241	-14.7437	0.0000 
1973.415	9.4922	18.3472	-14.9030	0.0000 
1973.424	9.3494	18.3307	-15.1501	0.0000 
1973.445	9.1406	18.3582	-15.4742	0.0000 
1973.464	8.9264	18.4076	-15.7654	0.0000 
1973.484	8.7891	18.4351	-15.9357	0.0000 
1973.504	8.7341	18.4296	-15.9906	0.0000 
1973.526	8.7122	18.4021	-15.9796	0.0000 
1973.549	8.6682	18.3636	-15.9412	0.0000 
1973.628	8.6133	18.3582	-15.8643	0.0000 
1973.635	8.5583	18.3911	-15.7764	0.0000 
1973.635	8.4979	18.4515	-15.6610	0.0000 
1973.635	8.4430	18.5120	-15.4962	0.0000 
1973.643	8.4375	18.5559	-15.2380	0.0000 
1973.663	8.4540	18.5834	-14.9139	0.0000 
1973.683	8.5034	18.6163	-14.5514	0.0000 
1973.703	8.5693	18.6768	-14.2108	0.0000 
1973.724	8.6243	18.7592	-13.9087	0.0000 
1973.793	8.6957	18.8416	-13.6066	0.0000 
1973.803	8.8770	18.8416	-13.2001	0.0000 
1973.804	9.1241	18.8141	-12.7057	0.0000 
1973.810	9.3658	18.8525	-12.1893	0.0000 
1973.826	9.4647	18.9240	-11.8213	0.0000 
1973.848	9.4702	18.9844	-11.5356	0.0000 
1973.869	9.4977	19.0338	-11.2115	0.0000 
1973.883	9.5746	19.0448	-10.8105	0.0000 
1973.901	9.6460	19.0173	-10.4205	0.0000 
1973.921	9.6625	19.0283	-10.1404	0.0000 
1973.941	9.6405	19.1052	-9.9261	0.0000 
1974.017	9.6075	19.1711	-9.7339	0.0000 
1974.023	9.6075	19.2261	-9.5416	0.0000 
1974.023	9.6625	19.2535	-9.2999	0.0000 
1974.023	9.7394	19.2426	-9.0088	0.0000 
1974.047	9.7888	19.1986	-8.6902	0.0000 
1974.061	9.7833	19.1492	-8.4265	0.0000 
1974.081	9.7559	19.1327	-8.2507	0.0000 
1974.100	9.7119	19.1656	-8.1903	0.0000 
1974.120	9.6844	19.2316	-8.1628	0.0000 
1974.140	9.6680	19.3195	-8.1354	0.0000 
1974.160	9.6680	19.4238	-8.0804	0.0000 
1974.240	9.6735	19.5227	-7.9761	0.0000 
1974.246	9.6954	19.6106	-7.8552	0.0000 
1974.246	9.7009	19.6820	-7.7509	0.0000 
1974.246	9.6954	19.7754	-7.7014	0.0000 
1974.260	9.6570	19.8688	-7.7179	0.0000 
1974.281	9.6130	19.9512	-7.7563	0.0000 
1974.300	9.5581	19.9951	-7.8003	0.0000 
1974.320	9.5251	20.0171	-7.8442	0.0000 
1974.340	9.5526	20.0446	-7.8772	0.0000 
1974.402	9.6075	20.0665	-7.9156	0.0000 
1974.412	9.6680	20.0885	-7.9926	0.0000 
1974.413	9.7119	20.1160	-8.0859	0.0000 
1974.419	9.7229	20.1324	-8.1903	0.0000 
1974.439	9.6954	20.1379	-8.3167	0.0000 
1974.459	9.6570	20.1105	-8.4540	0.0000 
1974.479	9.6130	20.0226	-8.5803	0.0000 
1974.500	9.5306	19.9182	-8.7341	0.0000 
1974.519	9.4263	19.8029	-8.8989	0.0000 
1974.541	9.3549	19.6985	-9.0308	0.0000 
1974.623	9.3109	19.6271	-9.1351	0.0000 
1974.629	9.3219	19.5886	-9.2395	0.0000 
1974.629	9.3494	19.5996	-9.3713	0.0000 
1974.629	9.4043	19.6765	-9.5581	0.0000 
1974.638	9.4757	19.7864	-9.7449	0.0000 
1974.658	9.5361	19.8962	-9.9042	0.0000 
1974.677	9.5691	19.9896	-10.0580	0.0000 
1974.699	9.5416	20.0391	-10.2283	0.0000 
1974.719	9.4977	20.0500	-10.3876	0.0000 
1974.742	9.4647	19.9951	-10.5194	0.0000 
1974.763	9.4537	19.8907	-10.5908	0.0000 
1974.844	9.4482	19.7754	-10.6073	0.0000 
1974.850	9.4153	19.7040	-10.6073	0.0000 
1974.850	9.3164	19.6655	-10.6128	0.0000 
1974.850	9.2175	19.6490	-10.6293	0.0000 
1974.857	9.1296	19.6326	-10.6622	0.0000 
1974.876	9.0472	19.6216	-10.7062	0.0000 
1974.897	8.9648	19.6326	-10.7666	0.0000 
1974.919	8.8440	19.6381	-10.7996	0.0000 
1974.941	8.7286	19.6436	-10.8105	0.0000 
1975.006	8.6243	19.6600	-10.8105	0.0000 
1975.016	8.5364	19.6820	-10.8160	0.0000 
1975.016	8.4375	19.6985	-10.8270	0.0000 
1975.022	8.3606	19.7260	-10.8490	0.0000 
1975.038	8.2947	19.7479	-10.8325	0.0000 
1975.060	8.2617	19.7589	-10.7721	0.0000 
1975.081	8.2782	19.7919	-10.7062	0.0000 
1975.105	8.3167	19.8413	-10.6897	0.0000 
1975.116	8.3771	19.8962	-10.7062	0.0000 
1975.135	8.4650	19.9512	-10.7172	0.0000 
1975.155	8.5968	19.9896	-10.6952	0.0000 
1975.228	8.7067	20.0006	-10.6348	0.0000 
1975.234	8.8220	20.0061	-10.5634	0.0000 
1975.234	8.9594	20.0281	-10.4755	0.0000 
1975.240	9.0637	20.0995	-10.4041	0.0000 
1975.261	9.1187	20.2258	-10.4041	0.0000 
1975.282	9.1296	20.3577	-10.4865	0.0000 
1975.302	9.1846	20.4071	-10.4974	0.0000 
1975.314	9.2834	20.3467	-10.3656	0.0000 
1975.333	9.4043	20.2423	-10.1678	0.0000 
1975.359	9.5526	20.1709	-10.0470	0.0000 
1975.374	9.6075	20.1819	-10.0635	0.0000 
1975.448	9.5966	20.2588	-10.1569	0.0000 
1975.454	9.5966	20.3192	-10.2228	0.0000 
1975.454	9.6021	20.3522	-10.2557	0.0000 
1975.454	9.5966	20.4126	-10.3491	0.0000 
1975.479	9.5306	20.4456	-10.5029	0.0000 
1975.502	9.4208	20.4565	-10.7062	0.0000 
1975.512	9.2505	20.4840	-10.9644	0.0000 
1975.533	9.0912	20.5389	-11.2335	0.0000 
1975.552	9.0088	20.6104	-11.4423	0.0000 
1975.614	8.9539	20.6873	-11.6235	0.0000 
1975.624	8.8879	20.8026	-11.8488	0.0000 
1975.624	8.8165	20.9509	-12.1014	0.0000 
1975.633	8.7616	21.1102	-12.3376	0.0000 
1975.652	8.7231	21.2585	-12.5409	0.0000 
1975.673	8.7067	21.4124	-12.7386	0.0000 
1975.693	8.6572	21.5662	-12.9474	0.0000 
1975.712	8.5474	21.6870	-13.1781	0.0000 
1975.734	8.4430	21.7859	-13.4033	0.0000 
1975.753	8.3606	21.8573	-13.6230	0.0000 
1975.833	8.3221	21.9177	-13.8373	0.0000 
1975.840	8.2947	21.9287	-14.0460	0.0000 
1975.840	8.2892	21.9232	-14.2438	0.0000 
1975.840	8.3386	21.9232	-14.3976	0.0000 
1975.851	8.3826	21.9177	-14.5349	0.0000 
1975.871	8.4265	21.9177	-14.6777	0.0000 
1975.891	8.4210	21.8958	-14.8590	0.0000 
1975.911	8.4100	21.8188	-15.0293	0.0000 
1975.931	8.4155	21.6925	-15.1666	0.0000 
1975.952	8.3826	21.4948	-15.2435	0.0000 
1975.975	8.4650	21.2750	-15.1501	0.0000 
1976.055	8.5583	21.1377	-14.9854	0.0000 
1976.061	8.5748	21.1157	-14.8975	0.0000 
1976.061	8.5968	21.1761	-14.8810	0.0000 
1976.061	8.6572	21.2585	-14.9249	0.0000 
1976.070	8.7286	21.3135	-14.9744	0.0000 
1976.090	8.7616	21.3190	-15.0293	0.0000 
1976.112	8.7671	21.2805	-15.0513	0.0000 
1976.134	8.7671	21.2256	-15.0128	0.0000 
1976.155	8.7946	21.1487	-14.9359	0.0000 
1976.222	8.8275	21.0773	-14.8041	0.0000 
1976.232	8.8770	21.0388	-14.6832	0.0000 
1976.233	8.8989	21.0553	-14.6063	0.0000 
1976.239	8.8330	21.1047	-14.5679	0.0000 
1976.253	8.7341	21.1542	-14.5239	0.0000 
1976.275	8.6682	21.1707	-14.4470	0.0000 
1976.297	8.6298	21.1322	-14.3427	0.0000 
1976.309	8.5858	21.0608	-14.2493	0.0000 
1976.328	8.5254	20.9564	-14.1504	0.0000 
1976.349	8.4430	20.8356	-14.0240	0.0000 
1976.368	8.3496	20.7092	-13.8593	0.0000 
1976.443	8.2617	20.6104	-13.7000	0.0000 
1976.450	8.1793	20.5334	-13.5461	0.0000 
1976.450	8.0859	20.4785	-13.3813	0.0000 
1976.450	8.0200	20.4236	-13.1561	0.0000 
1976.474	7.9926	20.3632	-12.8540	0.0000 
1976.496	8.0200	20.2808	-12.4695	0.0000 
1976.508	8.0750	20.1929	-12.0465	0.0000 
1976.527	8.1519	20.1050	-11.6180	0.0000 
1976.547	8.2562	20.0116	-11.1731	0.0000 
1976.567	8.4045	19.9237	-10.7062	0.0000 
1976.587	8.5419	19.8303	-10.2118	0.0000 
1976.660	8.6902	19.7479	-9.6844	0.0000 
1976.666	8.8660	19.6765	-9.1187	0.0000 
1976.666	9.0143	19.6106	-8.5309	0.0000 
1976.672	9.1791	19.5392	-7.9431	0.0000 
1976.691	9.3439	19.5502	-7.3608	0.0000 
1976.713	9.4153	19.6436	-6.8500	0.0000 
1976.726	9.4592	19.7314	-6.3336	0.0000 
1976.746	9.5087	19.7479	-5.7129	0.0000 
1976.765	9.5471	19.7150	-5.0208	0.0000 
1976.785	9.6185	19.7369	-4.3945	0.0000 
1976.805	9.6899	19.8578	-3.9111	0.0000 
1976.883	9.7119	20.0171	-3.5156	0.0000 
1976.890	9.7119	20.1544	-3.1531	0.0000 
1976.890	9.7229	20.2698	-2.7960	0.0000 
1976.890	9.7614	20.3632	-2.4390	0.0000 
1976.905	9.7668	20.4126	-2.1313	0.0000 
1976.924	9.6954	20.4730	-1.9391	0.0000 
1976.945	9.6075	20.5444	-1.8018	0.0000 
1976.965	9.5361	20.6049	-1.6699	0.0000 
1976.985	9.4812	20.6708	-1.5546	0.0000 
1977.046	9.4702	20.7587	-1.4392	0.0000 
1977.056	9.4757	20.8521	-1.3019	0.0000 
1977.056	9.4757	20.9399	-1.1646	0.0000 
1977.065	9.4757	21.0388	-1.0492	0.0000 
1977.085	9.4427	21.1377	-0.9723	0.0000 
1977.104	9.3604	21.2201	-0.9668	0.0000 
1977.124	9.2505	21.2970	-1.0162	0.0000 
1977.144	9.1846	21.3354	-1.0602	0.0000 
1977.164	9.1626	21.3135	-1.0547	0.0000 
1977.186	9.1791	21.2531	-1.0107	0.0000 
1977.277	9.2230	21.1926	-0.9668	0.0000 
1977.284	9.2889	21.1487	-0.9338	0.0000 
1977.284	9.3439	21.1102	-0.9229	0.0000 
1977.284	9.4318	21.0938	-0.9229	0.0000 
1977.284	9.5416	21.0828	-0.9393	0.0000 
1977.308	9.6240	21.0608	-0.9998	0.0000 
1977.330	9.6790	21.0114	-1.1041	0.0000 
1977.352	9.7174	20.9235	-1.2415	0.0000 
1977.363	9.7119	20.7751	-1.4172	0.0000 
1977.439	9.7559	20.5115	-1.5161	0.0000 
1977.445	9.8547	20.2533	-1.5381	0.0000 
1977.445	9.9316	20.0775	-1.5546	0.0000 
1977.446	10.0031	20.0336	-1.6370	0.0000 
1977.470	10.0250	20.0885	-1.8073	0.0000 
1977.489	9.9536	20.1929	-2.0599	0.0000 
1977.506	9.8383	20.2698	-2.3456	0.0000 
1977.522	9.7394	20.2423	-2.5488	0.0000 
1977.542	9.6570	20.1105	-2.6147	0.0000 
1977.564	9.6185	19.9292	-2.5653	0.0000 
1977.586	9.6185	19.7369	-2.4390	0.0000 
1977.658	9.5856	19.5941	-2.3071	0.0000 
1977.669	9.4427	19.5502	-2.2632	0.0000 
1977.669	9.2395	19.5612	-2.2906	0.0000 
1977.669	8.9978	19.5831	-2.3511	0.0000 
1977.690	8.7561	19.5776	-2.4115	0.0000 
1977.701	8.5693	19.5117	-2.4280	0.0000 
1977.721	8.4210	19.4238	-2.3785	0.0000 
1977.740	8.3551	19.3085	-2.2137	0.0000 
1977.760	8.3057	19.1821	-1.9830	0.0000 
1977.781	8.2617	19.0833	-1.7194	0.0000 
1977.801	8.2233	19.0118	-1.4447	0.0000 
1977.877	8.1738	18.9624	-1.1481	0.0000 
1977.883	8.1573	18.9240	-0.8020	0.0000 
1977.883	8.1683	18.9130	-0.3900	0.0000 
1977.883	8.2452	18.9130	0.0879	0.0000 
1977.907	8.3716	18.9130	0.6262	0.0000 
1977.920	8.5419	18.9240	1.1975	0.0000 
1977.939	8.7561	18.9459	1.7798	0.0000 
1977.959	8.9539	18.9569	2.3566	0.0000 
1977.979	9.1791	18.9185	2.9553	0.0000 
1977.999	9.3933	18.8470	3.5815	0.0000 
1978.019	9.6405	18.8086	4.2078	0.0000 
1978.096	9.8877	18.8470	4.8010	0.0000 
1978.103	10.0690	18.8910	5.3174	0.0000 
1978.103	10.2612	18.9349	5.8063	0.0000 
1978.104	10.4205	18.9679	6.3336	0.0000 
1978.127	10.5853	18.9789	6.8994	0.0000 
1978.139	10.7117	19.0063	7.3828	0.0000 
1978.158	10.7776	19.1052	7.6849	0.0000 
1978.177	10.7831	19.2535	7.8717	0.0000 
1978.198	10.7611	19.4019	7.9980	0.0000 
1978.257	10.7391	19.5172	8.0969	0.0000 
1978.267	10.7007	19.5941	8.1738	0.0000 
1978.268	10.6293	19.6655	8.1903	0.0000 
1978.277	10.5139	19.7644	8.1189	0.0000 
1978.297	10.3656	19.8907	7.9926	0.0000 
1978.317	10.2448	20.0281	7.8278	0.0000 
1978.337	10.1239	20.1709	7.6300	0.0000 
1978.357	9.9866	20.3247	7.4048	0.0000 
1978.376	9.8547	20.4895	7.1686	0.0000 
1978.396	9.7174	20.6598	6.9214	0.0000 
1978.472	9.5856	20.8246	6.6522	0.0000 
1978.483	9.4427	20.9674	6.3556	0.0000 
1978.483	9.2780	21.0883	5.9875	0.0000 
1978.483	9.0967	21.1926	5.5536	0.0000 
1978.503	8.9044	21.2476	5.1141	0.0000 
1978.524	8.7561	21.2640	4.6912	0.0000 
1978.536	8.6737	21.2695	4.2737	0.0000 
1978.556	8.6627	21.2750	3.8617	0.0000 
1978.576	8.6902	21.2750	3.4497	0.0000 
1978.596	8.7451	21.2695	3.0267	0.0000 
1978.616	8.8110	21.2531	2.6147	0.0000 
1978.690	8.8605	21.1432	2.2412	0.0000 
1978.696	8.9319	20.9619	1.8951	0.0000 
1978.696	8.9594	20.7092	1.5491	0.0000 
1978.696	9.0472	20.3796	1.2854	0.0000 
1978.722	9.1901	20.0940	1.1371	0.0000 
1978.743	9.2505	19.9347	0.9723	0.0000 
1978.755	9.2780	19.9457	0.7196	0.0000 
1978.775	9.2834	20.0391	0.4065	0.0000 
1978.795	9.2175	20.1544	0.0000	0.0000 
1978.815	9.1187	20.2313	-0.4834	0.0000 
1978.835	9.0527	20.2094	-0.9064	0.0000 
1978.909	9.0582	20.0500	-1.1426	0.0000 
1978.915	9.0967	19.8413	-1.2415	0.0000 
1978.915	9.1791	19.6490	-1.2524	0.0000 
1978.915	9.2780	19.5337	-1.2250	0.0000 
1978.940	9.3054	19.5007	-1.2415	0.0000 
1978.962	9.2285	19.5502	-1.3733	0.0000 
1978.975	9.0692	19.6436	-1.5985	0.0000 
1978.994	8.9154	19.7260	-1.8237	0.0000 
1979.070	8.7726	19.7589	-1.9995	0.0000 
1979.076	8.6682	19.7424	-2.1094	0.0000 
1979.076	8.6078	19.6875	-2.1588	0.0000 
1979.076	8.5693	19.6216	-2.1533	0.0000 
1979.100	8.5364	19.5612	-2.1039	0.0000 
1979.113	8.4979	19.5062	-2.0325	0.0000 
1979.132	8.4375	19.4952	-1.9666	0.0000 
1979.152	8.4045	19.5062	-1.8567	0.0000 
1979.172	8.4320	19.4897	-1.6315	0.0000 
1979.192	8.5419	19.4623	-1.3293	0.0000 
1979.212	8.7451	19.4238	-0.9613	0.0000 
1979.292	8.9758	19.3799	-0.5933	0.0000 
1979.298	9.2560	19.3359	-0.2197	0.0000 
1979.298	9.5306	19.2700	0.1538	0.0000 
1979.298	9.8547	19.1711	0.5823	0.0000 
1979.311	10.1788	19.0503	1.0712	0.0000 
1979.331	10.4810	18.9734	1.5601	0.0000 
1979.351	10.8160	19.0393	1.9885	0.0000 
1979.371	11.0687	19.1876	2.3236	0.0000 
1979.391	11.3708	19.3030	2.6752	0.0000 
1979.411	11.6290	19.3414	3.0487	0.0000 
1979.432	11.8158	19.3304	3.4332	0.0000 
1979.510	11.9586	19.3359	3.7683	0.0000 
1979.517	12.0520	19.4238	3.9990	0.0000 
1979.517	12.0905	19.5612	4.1199	0.0000 
1979.517	12.0575	19.6985	4.1418	0.0000 
1979.530	11.9696	19.8193	4.1309	0.0000 
1979.550	11.8927	19.9017	4.1418	0.0000 
1979.570	11.8103	19.9402	4.1583	0.0000 
1979.590	11.6840	19.9786	4.1254	0.0000 
1979.610	11.5576	20.0500	4.0210	0.0000 
1979.673	11.4532	20.1489	3.8617	0.0000 
1979.683	11.3379	20.2863	3.6420	0.0000 
1979.683	11.2170	20.4401	3.3893	0.0000 
1979.689	11.1017	20.5994	3.1256	0.0000 
1979.709	11.0028	20.7422	2.8619	0.0000 
1979.729	10.8710	20.8575	2.5653	0.0000 
1979.750	10.7117	20.9509	2.2467	0.0000 
1979.772	10.5469	21.0223	1.8896	0.0000 
1979.794	10.4041	21.0663	1.5161	0.0000 
1979.817	10.2832	21.0718	1.1316	0.0000 
1979.886	10.1953	21.0608	0.7306	0.0000 
1979.896	10.1404	21.0059	0.3516	0.0000 
1979.897	10.1624	20.9344	0.0000	0.0000 
1979.897	10.2338	20.8466	-0.2966	0.0000 
1979.919	10.3052	20.7532	-0.6152	0.0000 
1979.930	10.3271	20.6158	-0.9613	0.0000 
1979.949	10.3656	20.4016	-1.3074	0.0000 
1979.969	10.3601	20.1599	-1.7084	0.0000 
1979.988	10.3656	19.8578	-2.0325	0.0000 
1980.008	10.4974	19.6271	-2.2083	0.0000 
1980.028	10.6073	19.4952	-2.3291	0.0000 
1980.109	10.6842	19.4843	-2.5104	0.0000 
1980.116	10.6567	19.5996	-2.7960	0.0000 
1980.116	10.5414	19.7644	-3.2080	0.0000 
