StartTime: 2018-11-15 20:11:00.594
Time(s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
1860.136	7.6520	3.7463	178.2147	0.0000 
1860.156	7.7289	3.7244	178.4619	0.0000 
1860.180	7.8003	3.7079	178.7036	0.0000 
1860.256	7.8223	3.7244	178.9233	0.0000 
1860.267	7.8168	3.7903	179.1376	0.0000 
1860.268	7.7728	3.8837	179.3903	0.0000 
1860.268	7.7234	3.9825	179.6594	0.0000 
1860.274	7.6904	4.0924	179.9286	0.0000 
1860.288	7.6465	4.2133	-179.8022	0.0000 
1860.310	7.5696	4.3341	-179.5715	0.0000 
1860.332	7.4487	4.4659	-179.3243	0.0000 
1860.354	7.3389	4.5813	-179.0826	0.0000 
1860.379	7.2510	4.6637	-178.8080	0.0000 
1860.387	7.1796	4.7131	-178.5498	0.0000 
1860.407	7.1411	4.7571	-178.3246	0.0000 
1860.488	7.1191	4.8065	-178.1268	0.0000 
1860.494	7.1082	4.8779	-177.9840	0.0000 
1860.494	7.1466	4.9384	-177.8577	0.0000 
1860.495	7.2125	4.9548	-177.7643	0.0000 
1860.506	7.2784	4.9603	-177.7094	0.0000 
1860.527	7.3334	4.9603	-177.6654	0.0000 
1860.546	7.4103	4.9493	-177.6709	0.0000 
1860.566	7.5092	4.9493	-177.7313	0.0000 
1860.586	7.5916	4.9438	-177.8741	0.0000 
1860.660	7.6575	4.9219	-178.0280	0.0000 
1860.672	7.7509	4.9164	-178.1982	0.0000 
1860.672	7.8607	4.9548	-178.3630	0.0000 
1860.673	7.9761	5.0208	-178.6157	0.0000 
1860.692	8.0365	5.0867	-178.9673	0.0000 
1860.714	8.0145	5.1910	-179.3683	0.0000 
1860.734	7.9980	5.2734	-179.7528	0.0000 
1860.746	8.0200	5.2734	179.8901	0.0000 
1860.765	8.0365	5.2075	179.5715	0.0000 
1860.785	8.0035	5.1361	179.3243	0.0000 
1860.804	7.9816	5.0812	179.2035	0.0000 
1860.891	8.0145	5.0208	179.1705	0.0000 
1860.897	7.9980	4.9603	179.0387	0.0000 
1860.897	7.9156	4.9109	178.7970	0.0000 
1860.897	7.7893	4.8779	178.5608	0.0000 
1860.905	7.6520	4.8230	178.3521	0.0000 
1860.925	7.5256	4.7406	178.1873	0.0000 
1860.946	7.4323	4.6417	178.0225	0.0000 
1860.966	7.3279	4.5428	177.8412	0.0000 
1860.988	7.2125	4.4604	177.6654	0.0000 
1861.067	7.0697	4.3890	177.5116	0.0000 
1861.078	6.8719	4.3616	177.3743	0.0000 
1861.078	6.7017	4.3506	177.2864	0.0000 
1861.079	6.5698	4.3231	177.2205	0.0000 
1861.085	6.4655	4.2957	177.1820	0.0000 
1861.104	6.3995	4.2737	177.1985	0.0000 
1861.123	6.3721	4.2517	177.2205	0.0000 
1861.144	6.3666	4.2297	177.2424	0.0000 
1861.166	6.3995	4.2188	177.2699	0.0000 
1861.188	6.4655	4.2242	177.2754	0.0000 
1861.209	6.5204	4.2517	177.3193	0.0000 
1861.300	6.5808	4.2792	177.4402	0.0000 
1861.306	6.6687	4.2957	177.6489	0.0000 
1861.306	6.7731	4.2957	177.8796	0.0000 
1861.306	6.8665	4.2792	178.1268	0.0000 
1861.306	6.9818	4.2572	178.3795	0.0000 
1861.331	7.0697	4.3121	178.5828	0.0000 
1861.344	7.1082	4.4000	178.7915	0.0000 
1861.362	7.1741	4.4440	179.1925	0.0000 
1861.382	7.2180	4.3726	179.7089	0.0000 
1861.402	7.2015	4.2627	-179.8352	0.0000 
1861.480	7.1796	4.2188	-179.4562	0.0000 
1861.492	7.1521	4.2517	-179.1486	0.0000 
1861.492	7.0862	4.3011	-178.9014	0.0000 
1861.492	6.9873	4.3451	-178.6871	0.0000 
1861.502	6.9049	4.3616	-178.4564	0.0000 
1861.521	6.8719	4.3451	-178.2257	0.0000 
1861.541	6.8445	4.3066	-178.0499	0.0000 
1861.561	6.8115	4.2792	-177.8796	0.0000 
1861.580	6.7511	4.2902	-177.7094	0.0000 
1861.601	6.6632	4.3286	-177.5665	0.0000 
1861.624	6.5643	4.3561	-177.4457	0.0000 
1861.714	6.4874	4.3616	-177.3303	0.0000 
1861.720	6.4380	4.3616	-177.2095	0.0000 
1861.720	6.4270	4.3781	-177.0667	0.0000 
1861.720	6.4215	4.4165	-176.9183	0.0000 
1861.720	6.3995	4.4659	-176.8085	0.0000 
1861.747	6.3831	4.5209	-176.7480	0.0000 
1861.769	6.3666	4.5648	-176.7206	0.0000 
1861.779	6.3556	4.5978	-176.7316	0.0000 
1861.800	6.4050	4.6143	-176.7535	0.0000 
1861.819	6.5094	4.6198	-176.7810	0.0000 
1861.890	6.6522	4.6088	-176.8414	0.0000 
1861.902	6.7950	4.5868	-176.9403	0.0000 
1861.902	6.9324	4.5044	-177.1106	0.0000 
1861.908	7.0917	4.4440	-177.3083	0.0000 
1861.923	7.1796	4.4000	-177.5281	0.0000 
1861.947	7.2675	4.3506	-177.6929	0.0000 
1861.967	7.3718	4.3176	-177.8302	0.0000 
1861.979	7.4872	4.2737	-178.0609	0.0000 
1861.998	7.5366	4.2297	-178.5059	0.0000 
1862.018	7.4377	4.2188	-179.1101	0.0000 
1862.038	7.2729	4.2242	-179.6814	0.0000 
1862.128	7.1851	4.1638	179.9011	0.0000 
1862.134	7.1686	4.0485	179.5990	0.0000 
1862.134	7.1796	3.9111	179.4232	0.0000 
1862.134	7.2070	3.7958	179.3079	0.0000 
1862.140	7.1960	3.7463	179.2035	0.0000 
1862.161	7.1521	3.7518	179.0936	0.0000 
1862.183	7.0807	3.7903	178.9838	0.0000 
1862.207	6.9983	3.8177	178.8684	0.0000 
1862.217	6.8445	3.7958	178.7256	0.0000 
1862.305	6.6632	3.7518	178.6047	0.0000 
1862.317	6.5149	3.6914	178.4949	0.0000 
1862.317	6.4105	3.5925	178.3850	0.0000 
1862.317	6.3116	3.4937	178.2422	0.0000 
1862.323	6.1908	3.4387	178.1213	0.0000 
1862.338	6.0754	3.4167	178.0499	0.0000 
1862.358	5.9875	3.4058	178.0115	0.0000 
1862.381	5.9106	3.4058	177.9785	0.0000 
1862.401	5.8337	3.4277	177.9675	0.0000 
1862.425	5.7953	3.4772	177.9840	0.0000 
1862.446	5.7843	3.5211	178.0005	0.0000 
1862.456	5.7843	3.5651	177.9840	0.0000 
1862.539	5.7788	3.6145	177.9401	0.0000 
1862.551	5.7458	3.6694	177.9126	0.0000 
1862.551	5.7129	3.7299	177.9126	0.0000 
1862.551	5.6854	3.7738	177.9950	0.0000 
1862.566	5.6635	3.8123	178.1653	0.0000 
1862.587	5.6909	3.8507	178.4125	0.0000 
1862.601	5.7513	3.8947	178.6981	0.0000 
1862.622	5.8173	3.9276	179.0002	0.0000 
1862.646	5.8777	3.9496	179.3243	0.0000 
1862.715	5.9601	3.9935	179.6759	0.0000 
1862.726	6.0425	4.0759	-179.9561	0.0000 
1862.726	6.1798	4.0869	-179.5276	0.0000 
1862.726	6.3391	4.0320	-178.9893	0.0000 
1862.734	6.4270	3.9716	-178.5004	0.0000 
1862.754	6.5039	3.9606	-178.0334	0.0000 
1862.774	6.5533	3.9935	-177.5610	0.0000 
1862.794	6.5533	4.0540	-177.1326	0.0000 
1862.814	6.5314	4.1309	-176.7261	0.0000 
1862.890	6.5094	4.1748	-176.3525	0.0000 
1862.903	6.4984	4.2023	-176.0449	0.0000 
1862.903	6.4874	4.2352	-175.8087	0.0000 
1862.903	6.4380	4.2847	-175.5505	0.0000 
1862.924	6.3501	4.3396	-175.2429	0.0000 
1862.934	6.2622	4.4055	-174.9463	0.0000 
1862.953	6.2238	4.4824	-174.6387	0.0000 
1862.972	6.2128	4.5538	-174.3311	0.0000 
1862.993	6.1688	4.6472	-174.0839	0.0000 
1863.014	6.1139	4.7845	-173.8586	0.0000 
1863.033	6.0809	4.9384	-173.6499	0.0000 
1863.125	6.0370	5.0702	-173.4686	0.0000 
1863.131	5.9491	5.2020	-173.3643	0.0000 
1863.131	5.8612	5.3284	-173.2928	0.0000 
1863.131	5.7898	5.4163	-173.2050	0.0000 
1863.137	5.7349	5.4822	-173.1281	0.0000 
1863.159	5.7184	5.5481	-173.0621	0.0000 
1863.182	5.7349	5.6195	-173.0017	0.0000 
1863.203	5.7843	5.6909	-172.9413	0.0000 
1863.212	5.8557	5.7623	-172.9083	0.0000 
1863.231	5.9326	5.8392	-172.8973	0.0000 
1863.301	5.9930	5.8997	-172.9028	0.0000 
1863.313	6.0809	5.9326	-172.9413	0.0000 
1863.314	6.2073	5.9436	-172.9852	0.0000 
1863.320	6.3007	5.9271	-173.0731	0.0000 
1863.335	6.3940	5.8997	-173.1830	0.0000 
1863.360	6.4984	5.8722	-173.2599	0.0000 
1863.381	6.6248	5.8667	-173.3478	0.0000 
1863.391	6.7072	5.8777	-173.5510	0.0000 
1863.410	6.7072	5.9161	-173.8806	0.0000 
1863.430	6.6248	5.9821	-174.2487	0.0000 
1863.449	6.5479	6.0370	-174.5618	0.0000 
1863.538	6.5314	6.0370	-174.8364	0.0000 
1863.545	6.5259	6.0040	-175.0616	0.0000 
1863.545	6.4764	5.9930	-175.2100	0.0000 
1863.545	6.4050	6.0095	-175.2869	0.0000 
1863.551	6.3446	6.0754	-175.3033	0.0000 
1863.571	6.2732	6.1414	-175.3253	0.0000 
1863.593	6.1688	6.1908	-175.3802	0.0000 
1863.615	6.0425	6.2183	-175.4352	0.0000 
1863.638	5.9106	6.2238	-175.4407	0.0000 
1863.711	5.8008	6.2073	-175.4352	0.0000 
1863.725	5.7349	6.1578	-175.4297	0.0000 
1863.725	5.6744	6.0974	-175.4297	0.0000 
1863.725	5.5975	6.0754	-175.4242	0.0000 
1863.732	5.5151	6.0809	-175.4022	0.0000 
1863.749	5.4218	6.1084	-175.3693	0.0000 
1863.769	5.3558	6.1414	-175.2869	0.0000 
1863.789	5.3174	6.1633	-175.1715	0.0000 
1863.812	5.3064	6.1578	-175.0397	0.0000 
1863.833	5.3448	6.1304	-174.8914	0.0000 
1863.855	5.4163	6.0974	-174.7101	0.0000 
1863.876	5.5426	6.0535	-174.4958	0.0000 
1863.950	5.7349	6.0260	-174.2542	0.0000 
1863.962	5.9436	6.0150	-174.0234	0.0000 
1863.963	6.1688	6.0095	-173.7543	0.0000 
1863.963	6.3831	6.0425	-173.4137	0.0000 
1863.969	6.5039	6.0919	-173.0402	0.0000 
1863.987	6.6248	6.1688	-172.6282	0.0000 
1864.013	6.7456	6.2897	-172.1997	0.0000 
1864.029	6.8225	6.4325	-171.8207	0.0000 
1864.050	6.8225	6.5259	-171.3647	0.0000 
1864.146	6.7786	6.5369	-170.9033	0.0000 
1864.152	6.7676	6.5369	-170.4913	0.0000 
1864.152	6.7676	6.5698	-170.1617	0.0000 
1864.152	6.7401	6.6248	-169.9310	0.0000 
1864.152	6.6907	6.6577	-169.7552	0.0000 
1864.166	6.6302	6.6742	-169.5740	0.0000 
1864.186	6.5973	6.6797	-169.3762	0.0000 
1864.206	6.5918	6.6577	-169.1730	0.0000 
1864.226	6.5369	6.6138	-169.0082	0.0000 
1864.248	6.4325	6.5808	-168.8983	0.0000 
1864.321	6.3116	6.5753	-168.8434	0.0000 
1864.332	6.1853	6.5753	-168.8104	0.0000 
1864.332	6.0645	6.5753	-168.7885	0.0000 
1864.333	5.9601	6.5973	-168.7830	0.0000 
1864.353	5.8887	6.6302	-168.7500	0.0000 
1864.374	5.8228	6.6632	-168.7006	0.0000 
1864.384	5.7513	6.6687	-168.6621	0.0000 
1864.404	5.6799	6.6632	-168.6346	0.0000 
1864.425	5.6305	6.6632	-168.6182	0.0000 
1864.445	5.5975	6.6467	-168.6292	0.0000 
1864.464	5.5865	6.6248	-168.6621	0.0000 
1864.554	5.6140	6.6083	-168.7170	0.0000 
1864.560	5.6525	6.5973	-168.7994	0.0000 
1864.560	5.7019	6.6138	-168.8818	0.0000 
1864.560	5.7458	6.6357	-168.9752	0.0000 
1864.566	5.8282	6.6357	-169.0741	0.0000 
1864.586	5.9326	6.5973	-169.2114	0.0000 
1864.609	6.0809	6.5149	-169.4092	0.0000 
1864.631	6.2457	6.4435	-169.6289	0.0000 
1864.652	6.3776	6.3446	-169.8486	0.0000 
1864.735	6.4984	6.2292	-170.0464	0.0000 
1864.747	6.5918	6.1743	-170.2771	0.0000 
1864.747	6.7017	6.1908	-170.5023	0.0000 
1864.748	6.8060	6.2732	-170.7715	0.0000 
1864.754	6.8774	6.3885	-171.1450	0.0000 
1864.768	6.8774	6.5039	-171.6229	0.0000 
1864.790	6.8225	6.5588	-172.1228	0.0000 
1864.814	6.7511	6.5424	-172.5787	0.0000 
1864.823	6.7181	6.4709	-172.9303	0.0000 
1864.842	6.7566	6.3501	-173.1665	0.0000 
1864.862	6.8115	6.2457	-173.3313	0.0000 
1864.882	6.8555	6.2183	-173.4906	0.0000 
1864.967	6.8445	6.2238	-173.6884	0.0000 
1864.973	6.7401	6.2402	-173.9191	0.0000 
1864.973	6.6028	6.2292	-174.1333	0.0000 
1864.973	6.4764	6.1853	-174.3201	0.0000 
1864.981	6.3721	6.1249	-174.4849	0.0000 
1865.001	6.2732	6.0645	-174.6332	0.0000 
1865.023	6.1523	5.9985	-174.7595	0.0000 
1865.046	6.0315	5.9381	-174.8749	0.0000 
1865.068	5.9052	5.8942	-174.9628	0.0000 
1865.144	5.7678	5.8777	-175.0287	0.0000 
1865.155	5.6360	5.8942	-175.0671	0.0000 
1865.155	5.5261	5.9106	-175.0781	0.0000 
1865.155	5.4382	5.9271	-175.0342	0.0000 
1865.161	5.3943	5.9381	-174.9573	0.0000 
1865.180	5.3998	5.9381	-174.8804	0.0000 
1865.200	5.4272	5.9491	-174.8199	0.0000 
1865.222	5.4767	5.9821	-174.7595	0.0000 
1865.248	5.5426	6.0425	-174.6881	0.0000 
1865.321	5.5920	6.1029	-174.5892	0.0000 
1865.333	5.6360	6.1633	-174.4354	0.0000 
1865.333	5.7074	6.2402	-174.2322	0.0000 
1865.333	5.7733	6.3226	-174.0509	0.0000 
1865.340	5.8228	6.4105	-173.8861	0.0000 
1865.360	5.8173	6.5149	-173.7817	0.0000 
1865.379	5.7843	6.6083	-173.7103	0.0000 
1865.399	5.7898	6.6248	-173.5291	0.0000 
1865.419	5.8447	6.5533	-173.1940	0.0000 
1865.440	5.8832	6.4600	-172.8479	0.0000 
1865.464	5.8887	6.4105	-172.5623	0.0000 
1865.551	5.8447	6.4160	-172.3590	0.0000 
1865.558	5.8008	6.4819	-172.1887	0.0000 
1865.558	5.7843	6.5479	-172.0294	0.0000 
1865.558	5.7843	6.5918	-171.8976	0.0000 
1865.564	5.7843	6.5973	-171.7987	0.0000 
1865.583	5.7788	6.5918	-171.7218	0.0000 
1865.605	5.7513	6.5808	-171.6833	0.0000 
1865.628	5.6799	6.5643	-171.6614	0.0000 
1865.638	5.5975	6.5533	-171.6559	0.0000 
1865.657	5.5151	6.5533	-171.6669	0.0000 
1865.678	5.4218	6.5643	-171.6833	0.0000 
1865.697	5.3613	6.5808	-171.6998	0.0000 
1865.787	5.3394	6.6138	-171.7218	0.0000 
1865.793	5.3339	6.6522	-171.7822	0.0000 
1865.793	5.2954	6.7017	-171.8866	0.0000 
1865.793	5.2240	6.7676	-172.0020	0.0000 
1865.799	5.1251	6.8170	-172.1228	0.0000 
1865.820	5.0208	6.8500	-172.2437	0.0000 
1865.840	4.9493	6.8665	-172.3370	0.0000 
1865.864	4.9493	6.8445	-172.4194	0.0000 
1865.887	5.0043	6.7950	-172.5073	0.0000 
1865.962	5.0537	6.7621	-172.6337	0.0000 
1865.973	5.1141	6.7621	-172.7985	0.0000 
1865.973	5.1855	6.7841	-172.9688	0.0000 
1865.974	5.2515	6.7841	-173.1500	0.0000 
1865.980	5.2844	6.7731	-173.3752	0.0000 
1865.996	5.3339	6.7236	-173.6279	0.0000 
1866.017	5.4492	6.6357	-173.8696	0.0000 
1866.040	5.5646	6.5094	-174.0894	0.0000 
1866.062	5.6854	6.3721	-174.2651	0.0000 
1866.134	5.8337	6.2787	-174.3695	0.0000 
1866.146	5.9985	6.2787	-174.4464	0.0000 
1866.146	6.1304	6.3556	-174.5947	0.0000 
1866.146	6.1853	6.4545	-174.9023	0.0000 
1866.154	6.1194	6.5533	-175.3912	0.0000 
1866.174	6.0040	6.6138	-175.8966	0.0000 
1866.194	5.9381	6.6193	-176.3086	0.0000 
1866.214	5.9436	6.5369	-176.6217	0.0000 
1866.234	5.9711	6.4160	-176.8799	0.0000 
1866.256	5.9930	6.3446	-177.0941	0.0000 
1866.279	5.9875	6.3721	-177.2974	0.0000 
1866.369	5.9271	6.4380	-177.5171	0.0000 
1866.375	5.8282	6.5094	-177.7423	0.0000 
1866.375	5.7019	6.5424	-177.9785	0.0000 
1866.375	5.5756	6.5204	-178.2367	0.0000 
1866.375	5.4602	6.4655	-178.5059	0.0000 
1866.402	5.3668	6.3666	-178.7640	0.0000 
1866.413	5.2679	6.2347	-179.0112	0.0000 
1866.433	5.1746	6.1249	-179.2310	0.0000 
1866.452	5.0922	6.0315	-179.4067	0.0000 
1866.472	4.9933	5.9656	-179.5496	0.0000 
1866.493	4.8779	5.9381	-179.6594	0.0000 
1866.514	4.7955	5.9271	-179.6924	0.0000 
1866.609	4.7516	5.9161	-179.6759	0.0000 
1866.615	4.7736	5.9052	-179.6265	0.0000 
1866.615	4.8340	5.8777	-179.5880	0.0000 
1866.615	4.8669	5.8557	-179.6045	0.0000 
1866.615	4.8724	5.8722	-179.6484	0.0000 
1866.643	4.8889	5.9106	-179.6539	0.0000 
1866.653	4.9219	5.9436	-179.5990	0.0000 
1866.673	5.0043	5.9656	-179.4946	0.0000 
1866.692	5.1141	6.0095	-179.3573	0.0000 
1866.712	5.1965	6.0699	-179.2365	0.0000 
1866.784	5.2789	6.1084	-179.1156	0.0000 
1866.797	5.3394	6.1523	-179.0167	0.0000 
1866.797	5.4218	6.1963	-178.8794	0.0000 
1866.803	5.4987	6.1798	-178.6542	0.0000 
1866.817	5.5042	6.0809	-178.3521	0.0000 
1866.839	5.5096	5.9601	-178.0225	0.0000 
1866.860	5.5316	5.8777	-177.6984	0.0000 
1866.871	5.5591	5.8557	-177.4402	0.0000 
1866.961	5.5591	5.8777	-177.2809	0.0000 
1866.972	5.5536	5.9106	-177.1710	0.0000 
1866.972	5.5481	5.9381	-177.0392	0.0000 
1866.972	5.5536	5.9436	-176.9238	0.0000 
1866.979	5.5591	5.9436	-176.8359	0.0000 
1866.993	5.5316	5.9436	-176.7920	0.0000 
1867.015	5.4712	5.9436	-176.7865	0.0000 
1867.038	5.3943	5.9656	-176.7975	0.0000 
1867.059	5.3339	6.0095	-176.8140	0.0000 
1867.070	5.2954	6.0699	-176.8195	0.0000 
1867.089	5.2954	6.1414	-176.8030	0.0000 
1867.111	5.3119	6.2292	-176.7920	0.0000 
1867.194	5.3284	6.3171	-176.7700	0.0000 
1867.200	5.3229	6.3995	-176.7645	0.0000 
1867.200	5.3064	6.4819	-176.7975	0.0000 
1867.200	5.2844	6.5424	-176.8689	0.0000 
1867.209	5.2625	6.5863	-176.9788	0.0000 
1867.229	5.2570	6.6193	-177.0941	0.0000 
1867.249	5.2954	6.6412	-177.1930	0.0000 
1867.271	5.3888	6.6357	-177.2754	0.0000 
1867.293	5.5371	6.6193	-177.3578	0.0000 
1867.369	5.6964	6.5863	-177.4622	0.0000 
1867.379	5.8447	6.5533	-177.5995	0.0000 
1867.379	5.9601	6.5149	-177.7863	0.0000 
1867.380	6.0645	6.4105	-178.0170	0.0000 
1867.388	6.1853	6.2842	-178.2697	0.0000 
1867.407	6.2897	6.1688	-178.5278	0.0000 
1867.428	6.3885	6.0754	-178.7421	0.0000 
1867.447	6.5149	6.0370	-178.9343	0.0000 
1867.470	6.6632	6.0480	-179.1376	0.0000 
1867.494	6.7181	6.0590	-179.5056	0.0000 
1867.513	6.6412	6.0480	179.9835	0.0000 
1867.592	6.5314	5.9875	179.4177	0.0000 
1867.598	6.4545	5.8777	178.9124	0.0000 
1867.598	6.4380	5.6909	178.5443	0.0000 
1867.598	6.4435	5.4987	178.3026	0.0000 
1867.606	6.4709	5.3833	178.1543	0.0000 
1867.626	6.4764	5.3394	177.9895	0.0000 
1867.648	6.4435	5.3558	177.7808	0.0000 
1867.668	6.3831	5.4108	177.5555	0.0000 
1867.704	6.2732	5.4382	177.3248	0.0000 
1867.717	6.1359	5.4327	177.0996	0.0000 
1867.726	6.0040	5.4163	176.9073	0.0000 
1867.746	5.8667	5.3613	176.7426	0.0000 
1867.828	5.7239	5.3229	176.5778	0.0000 
1867.834	5.6085	5.3009	176.4185	0.0000 
1867.834	5.5316	5.2899	176.2592	0.0000 
1867.834	5.4492	5.2789	176.1163	0.0000 
1867.845	5.3558	5.2734	175.9955	0.0000 
1867.864	5.2570	5.2844	175.9076	0.0000 
1867.884	5.2185	5.2954	175.8582	0.0000 
1867.905	5.2460	5.2789	175.8307	0.0000 
1867.928	5.3064	5.2460	175.7703	0.0000 
1868.004	5.3723	5.2405	175.6659	0.0000 
1868.016	5.4327	5.2625	175.5780	0.0000 
1868.016	5.4987	5.2954	175.5450	0.0000 
1868.016	5.5756	5.3229	175.5396	0.0000 
1868.024	5.6470	5.3448	175.5450	0.0000 
1868.045	5.7294	5.3943	175.5670	0.0000 
1868.064	5.8118	5.4767	175.6055	0.0000 
1868.084	5.8337	5.5865	175.6219	0.0000 
1868.104	5.8392	5.7074	175.6329	0.0000 
1868.178	5.8008	5.8118	175.6219	0.0000 
1868.188	5.7568	5.8612	175.6219	0.0000 
1868.189	5.7513	5.8612	175.6989	0.0000 
1868.189	5.7623	5.7788	175.8911	0.0000 
1868.213	5.7404	5.6525	176.1053	0.0000 
1868.232	5.7019	5.5811	176.3086	0.0000 
1868.245	5.6580	5.5646	176.5009	0.0000 
1868.263	5.6195	5.5865	176.6602	0.0000 
1868.283	5.6140	5.6030	176.7920	0.0000 
1868.303	5.5975	5.5865	176.8634	0.0000 
1868.322	5.6140	5.5536	176.8964	0.0000 
1868.414	5.6140	5.5042	176.8634	0.0000 
1868.420	5.5591	5.4492	176.8030	0.0000 
1868.420	5.4437	5.4218	176.7480	0.0000 
1868.420	5.3284	5.4108	176.7151	0.0000 
1868.427	5.2734	5.4163	176.7041	0.0000 
1868.447	5.2460	5.4218	176.6821	0.0000 
1868.469	5.2185	5.4547	176.6107	0.0000 
1868.490	5.1801	5.5261	176.5283	0.0000 
1868.512	5.1361	5.6085	176.4404	0.0000 
1868.587	5.0977	5.6964	176.3361	0.0000 
1868.599	5.0427	5.7788	176.1987	0.0000 
1868.600	4.9878	5.8667	176.0394	0.0000 
1868.600	4.9329	5.9436	175.8856	0.0000 
1868.606	4.9054	6.0095	175.7318	0.0000 
1868.621	4.9164	6.0535	175.5615	0.0000 
1868.643	4.9603	6.0919	175.3802	0.0000 
1868.665	5.0812	6.1029	175.1825	0.0000 
1868.689	5.1910	6.0974	174.9188	0.0000 
1868.708	5.3174	6.0754	174.6497	0.0000 
1868.720	5.4437	6.0040	174.3805	0.0000 
1868.740	5.6470	5.8667	174.0619	0.0000 
1868.825	5.8502	5.7349	173.6774	0.0000 
1868.831	6.0150	5.6140	173.2599	0.0000 
1868.831	6.1633	5.5151	172.8918	0.0000 
1868.831	6.3391	5.4163	172.5677	0.0000 
1868.839	6.4655	5.3448	172.1667	0.0000 
1868.859	6.4215	5.2844	171.5900	0.0000 
1868.880	6.2457	5.2844	170.9363	0.0000 
1868.900	6.1249	5.3064	170.3265	0.0000 
1868.926	6.1029	5.2844	169.8486	0.0000 
1869.002	6.1249	5.2185	169.4421	0.0000 
1869.013	6.1414	5.1471	169.1290	0.0000 
1869.014	6.1304	5.1196	168.8544	0.0000 
1869.014	6.0590	5.1306	168.5413	0.0000 
1869.020	5.9711	5.1910	168.2062	0.0000 
1869.038	5.8887	5.2570	167.8711	0.0000 
1869.058	5.7843	5.3064	167.5525	0.0000 
1869.079	5.6470	5.3394	167.2668	0.0000 
