StartTime: 2018-11-15 20:11:00.594
Time(s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
2158.874	4.0649	18.5229	-2.6532	0.0000 
2158.881	4.0540	18.4131	-3.0927	0.0000 
2158.898	4.0759	18.2703	-3.4003	0.0000 
2158.918	4.0649	18.0670	-3.6584	0.0000 
2158.939	4.0155	17.8638	-4.0814	0.0000 
2158.962	3.9825	17.6331	-4.5648	0.0000 
2158.985	4.1913	17.3969	-4.9054	0.0000 
2159.007	4.4055	17.1826	-5.2515	0.0000 
2159.030	4.3341	16.9574	-5.6799	0.0000 
2159.104	4.1528	16.8475	-6.1633	0.0000 
2159.114	4.0485	16.8695	-6.6742	0.0000 
2159.115	4.0320	16.9135	-7.1082	0.0000 
2159.115	3.9990	17.0233	-7.4487	0.0000 
2159.121	3.9551	17.1606	-7.6685	0.0000 
2159.138	3.8617	17.2705	-7.7838	0.0000 
2159.157	3.6475	17.3969	-7.8882	0.0000 
2159.180	3.4442	17.5452	-7.9926	0.0000 
2159.201	3.3563	17.6550	-8.0640	0.0000 
2159.280	3.3344	17.7100	-8.1354	0.0000 
2159.290	3.3398	17.6990	-8.2617	0.0000 
2159.291	3.3179	17.6605	-8.3936	0.0000 
2159.291	3.2684	17.5946	-8.4595	0.0000 
2159.297	3.2190	17.5342	-8.4265	0.0000 
2159.316	3.2135	17.4902	-8.3221	0.0000 
2159.336	3.2520	17.4847	-8.2013	0.0000 
2159.356	3.3398	17.5287	-8.0695	0.0000 
2159.378	3.4113	17.6001	-7.9431	0.0000 
2159.452	3.4442	17.6990	-7.8113	0.0000 
2159.462	3.4607	17.8198	-7.6740	0.0000 
2159.463	3.4991	17.9626	-7.5201	0.0000 
2159.463	3.5431	18.1110	-7.4103	0.0000 
2159.484	3.6090	18.2758	-7.3279	0.0000 
2159.496	3.7354	18.4790	-7.2400	0.0000 
2159.516	3.9221	18.6328	-6.9928	0.0000 
2159.536	4.1858	18.7097	-6.5369	0.0000 
2159.555	4.4659	18.7372	-5.9601	0.0000 
2159.575	4.7736	18.7921	-5.4382	0.0000 
2159.597	5.1086	18.9844	-5.1141	0.0000 
2159.687	5.3174	19.2920	-5.1031	0.0000 
2159.694	5.3394	19.6326	-5.2734	0.0000 
2159.695	5.2570	19.8798	-5.3503	0.0000 
2159.695	5.2570	19.9622	-5.0702	0.0000 
2159.695	5.2679	19.8303	-4.4769	0.0000 
2159.719	5.2679	19.6216	-3.9221	0.0000 
2159.742	5.1910	19.4458	-3.6145	0.0000 
2159.763	5.0592	19.3304	-3.4882	0.0000 
2159.774	4.8889	19.2096	-3.4442	0.0000 
2159.793	4.7406	19.0778	-3.3783	0.0000 
2159.863	4.7131	18.9240	-3.2520	0.0000 
2159.873	4.7736	18.8031	-3.1366	0.0000 
2159.873	4.8779	18.7317	-3.1091	0.0000 
2159.879	4.9603	18.6932	-3.1421	0.0000 
2159.895	5.0043	18.6713	-3.2080	0.0000 
2159.916	5.0317	18.6768	-3.2684	0.0000 
2159.940	5.0757	18.6877	-3.2959	0.0000 
2159.963	5.1086	18.6823	-3.3179	0.0000 
2159.972	5.1031	18.6768	-3.4058	0.0000 
2159.992	5.0537	18.6603	-3.5760	0.0000 
2160.012	4.9933	18.6273	-3.8123	0.0000 
2160.095	4.9658	18.5944	-4.0869	0.0000 
2160.101	5.0262	18.5504	-4.3451	0.0000 
2160.101	5.1526	18.4790	-4.5868	0.0000 
2160.101	5.3339	18.3911	-4.8175	0.0000 
2160.111	5.5261	18.2813	-5.0372	0.0000 
2160.131	5.6580	18.1329	-5.3284	0.0000 
2160.151	5.7513	17.9297	-5.6909	0.0000 
2160.173	5.8502	17.6935	-6.1633	0.0000 
2160.196	5.9656	17.4188	-6.6193	0.0000 
2160.271	6.2402	17.1552	-6.8884	0.0000 
2160.281	6.5259	16.9409	-7.0807	0.0000 
2160.282	6.5753	16.7047	-7.3169	0.0000 
2160.282	6.4764	16.6003	-7.7014	0.0000 
2160.290	6.3995	16.7377	-8.2452	0.0000 
2160.310	6.3501	16.9299	-8.7067	0.0000 
2160.330	6.2512	17.1332	-9.0802	0.0000 
2160.350	6.1249	17.3584	-9.3988	0.0000 
2160.373	5.9161	17.6056	-9.7174	0.0000 
2160.397	5.6305	17.8583	-10.0305	0.0000 
2160.417	5.4492	18.0780	-10.2722	0.0000 
2160.439	5.3723	18.2208	-10.4425	0.0000 
2160.511	5.3778	18.3142	-10.5579	0.0000 
2160.522	5.4547	18.3527	-10.6567	0.0000 
2160.522	5.5042	18.3307	-10.7172	0.0000 
2160.522	5.4822	18.2977	-10.7391	0.0000 
2160.530	5.4218	18.2758	-10.7281	0.0000 
2160.548	5.3558	18.3087	-10.7227	0.0000 
2160.568	5.3174	18.3856	-10.6897	0.0000 
2160.589	5.2734	18.4845	-10.6183	0.0000 
2160.608	5.2405	18.6163	-10.4919	0.0000 
2160.686	5.2679	18.7592	-10.2612	0.0000 
2160.697	5.3119	18.9075	-9.9646	0.0000 
2160.697	5.3943	19.0668	-9.7119	0.0000 
2160.697	5.5206	19.2151	-9.5251	0.0000 
2160.717	5.6470	19.3250	-9.4098	0.0000 
2160.729	5.8392	19.3744	-9.2560	0.0000 
2160.748	6.0590	19.3524	-8.9594	0.0000 
2160.768	6.3336	19.2920	-8.5968	0.0000 
2160.788	6.5424	19.3414	-8.3606	0.0000 
2160.807	6.6028	19.4843	-8.3716	0.0000 
2160.828	6.5204	19.6545	-8.5748	0.0000 
2160.915	6.3940	19.7479	-8.6792	0.0000 
2160.921	6.2622	19.6655	-8.5309	0.0000 
2160.921	6.1523	19.4348	-8.2397	0.0000 
2160.921	6.0645	19.1602	-7.9596	0.0000 
2160.927	5.9436	18.9020	-7.8168	0.0000 
2160.948	5.7458	18.6823	-7.8278	0.0000 
2160.970	5.5096	18.5010	-7.9376	0.0000 
2160.991	5.2954	18.3362	-8.0914	0.0000 
2161.014	5.1801	18.1769	-8.2782	0.0000 
2161.088	5.1141	18.0670	-8.5254	0.0000 
2161.098	5.0647	18.0341	-8.8440	0.0000 
2161.099	5.0537	18.0450	-9.1187	0.0000 
2161.099	5.0592	18.0670	-9.3329	0.0000 
2161.106	5.0427	18.1219	-9.5801	0.0000 
2161.125	5.0153	18.2153	-9.8822	0.0000 
2161.145	4.9988	18.3252	-10.2228	0.0000 
2161.166	4.9548	18.3966	-10.5908	0.0000 
2161.188	4.8560	18.4186	-11.0248	0.0000 
2161.212	4.7626	18.4021	-11.5137	0.0000 
2161.232	4.7406	18.3691	-12.0190	0.0000 
2161.327	4.7736	18.3197	-12.5024	0.0000 
2161.334	4.8230	18.2318	-12.9529	0.0000 
2161.334	4.9219	18.1384	-13.3704	0.0000 
2161.334	5.0043	18.0121	-13.7659	0.0000 
2161.334	5.0153	17.8528	-14.2163	0.0000 
2161.344	4.9878	17.6660	-14.7491	0.0000 
2161.364	5.0153	17.4463	-15.2271	0.0000 
2161.383	5.2405	17.2046	-15.4742	0.0000 
2161.404	5.4822	16.9958	-15.6665	0.0000 
2161.425	5.4602	16.8036	-15.9576	0.0000 
2161.503	5.1251	16.7651	-16.5399	0.0000 
2161.528	4.8724	16.8860	-17.3254	0.0000 
2161.528	4.7186	17.0013	-17.9736	0.0000 
2161.528	4.6088	17.0618	-18.4021	0.0000 
2161.541	4.5703	17.1112	-18.6273	0.0000 
2161.548	4.4550	17.1771	-18.7592	0.0000 
2161.564	4.1803	17.2870	-18.9075	0.0000 
2161.584	3.9111	17.4408	-19.0942	0.0000 
2161.606	3.7134	17.5891	-19.2700	0.0000 
2161.685	3.6035	17.7045	-19.3854	0.0000 
2161.697	3.5651	17.7594	-19.4238	0.0000 
2161.697	3.5101	17.7704	-19.4293	0.0000 
2161.697	3.4222	17.7539	-19.3854	0.0000 
2161.703	3.3344	17.7429	-19.2920	0.0000 
2161.721	3.3014	17.7374	-19.0997	0.0000 
2161.741	3.3069	17.7374	-18.8251	0.0000 
2161.762	3.3179	17.7704	-18.5229	0.0000 
2161.783	3.3179	17.8418	-18.1934	0.0000 
2161.806	3.3289	17.9297	-17.8143	0.0000 
2161.830	3.3673	18.0286	-17.3474	0.0000 
2161.850	3.4442	18.1384	-16.8365	0.0000 
2161.921	3.5651	18.2813	-16.3422	0.0000 
2161.932	3.7244	18.4351	-15.8862	0.0000 
2161.933	3.9111	18.5834	-15.4248	0.0000 
2161.933	4.2078	18.6603	-14.8206	0.0000 
2161.940	4.6198	18.6768	-14.0021	0.0000 
2161.961	5.1031	18.6713	-13.0792	0.0000 
2161.980	5.6415	18.7592	-12.1564	0.0000 
2161.999	5.9930	19.0283	-11.4423	0.0000 
2162.020	6.1249	19.3579	-10.9204	0.0000 
2162.099	6.0864	19.6545	-10.4370	0.0000 
2162.109	6.0535	19.8083	-9.7668	0.0000 
2162.110	6.0480	19.7205	-8.8000	0.0000 
2162.110	6.0974	19.5117	-7.7509	0.0000 
2162.120	6.1469	19.2920	-6.8445	0.0000 
2162.141	6.1084	19.1107	-6.1194	0.0000 
2162.161	6.0535	18.9789	-5.5481	0.0000 
2162.179	5.9821	18.8635	-5.0647	0.0000 
2162.199	5.9766	18.7372	-4.6088	0.0000 
2162.219	6.0535	18.6108	-4.1418	0.0000 
2162.240	6.1688	18.4900	-3.6584	0.0000 
2162.331	6.2622	18.4460	-3.2245	0.0000 
2162.337	6.3281	18.4680	-2.8070	0.0000 
2162.337	6.3501	18.5339	-2.4225	0.0000 
2162.337	6.3281	18.6383	-2.0929	0.0000 
2162.343	6.2787	18.7537	-1.8292	0.0000 
2162.364	6.2183	18.8635	-1.6425	0.0000 
2162.386	6.1359	18.9130	-1.5051	0.0000 
2162.408	6.0590	18.8800	-1.4063	0.0000 
2162.418	6.0205	18.8031	-1.3403	0.0000 
2162.505	6.0754	18.6987	-1.2634	0.0000 
2162.517	6.1908	18.5724	-1.1700	0.0000 
2162.517	6.3391	18.4570	-1.0876	0.0000 
2162.517	6.4874	18.3472	-1.0437	0.0000 
2162.532	6.5588	18.2098	-1.0931	0.0000 
2162.540	6.5369	18.0725	-1.3239	0.0000 
2162.569	6.5259	17.9352	-1.6479	0.0000 
2162.579	6.6138	17.7594	-1.9061	0.0000 
2162.597	6.8665	17.6495	-2.0599	0.0000 
2162.617	7.0972	17.5562	-2.1588	0.0000 
2162.636	7.1136	17.4463	-2.3401	0.0000 
2162.656	6.9818	17.4463	-2.6697	0.0000 
2162.733	6.9324	17.5726	-3.0267	0.0000 
2162.744	6.9434	17.7429	-3.3453	0.0000 
2162.744	6.9379	17.8967	-3.5925	0.0000 
2162.744	6.9159	18.0780	-3.8013	0.0000 
2162.765	6.7676	18.2922	-4.0430	0.0000 
2162.776	6.5588	18.5449	-4.3121	0.0000 
2162.795	6.4270	18.7701	-4.5099	0.0000 
2162.815	6.3995	18.9240	-4.6198	0.0000 
2162.835	6.4655	19.0393	-4.6857	0.0000 
2162.911	6.5643	19.1107	-4.7406	0.0000 
2162.922	6.6028	19.1272	-4.7736	0.0000 
2162.923	6.5918	19.1162	-4.7845	0.0000 
2162.923	6.5588	19.1052	-4.7461	0.0000 
2162.943	6.5369	19.0997	-4.6582	0.0000 
2162.955	6.5369	19.0833	-4.5209	0.0000 
2162.974	6.5369	19.0942	-4.3616	0.0000 
2162.995	6.5314	19.1272	-4.1583	0.0000 
2163.015	6.5588	19.1876	-3.9056	0.0000 
2163.035	6.5753	19.2535	-3.6365	0.0000 
2163.057	6.6248	19.3250	-3.4003	0.0000 
2163.138	6.7181	19.3744	-3.2080	0.0000 
2163.149	6.8445	19.4073	-3.0212	0.0000 
2163.149	7.0313	19.3799	-2.7576	0.0000 
2163.150	7.2839	19.3140	-2.3456	0.0000 
2163.156	7.5146	19.2316	-1.9061	0.0000 
2163.173	7.7728	19.2645	-1.5271	0.0000 
2163.193	7.9047	19.4952	-1.3129	0.0000 
2163.214	7.9102	19.7809	-1.2195	0.0000 
2163.239	7.7618	20.0226	-1.1261	0.0000 
2163.314	7.5696	20.1324	-0.8185	0.0000 
2163.325	7.4762	20.0555	-0.2802	0.0000 
2163.326	7.4707	19.8853	0.2527	0.0000 
2163.326	7.4213	19.7095	0.5768	0.0000 
2163.332	7.2125	19.6051	0.5988	0.0000 
2163.352	6.9708	19.5282	0.4999	0.0000 
2163.371	6.7346	19.4128	0.4065	0.0000 
2163.391	6.5863	19.2645	0.3461	0.0000 
2163.413	6.5588	19.1162	0.2747	0.0000 
2163.436	6.6028	19.0009	0.1703	0.0000 
2163.458	6.6522	18.9130	0.0385	0.0000 
2163.550	6.6687	18.8910	-0.1373	0.0000 
2163.557	6.6412	18.9075	-0.3790	0.0000 
2163.557	6.5918	18.9679	-0.6482	0.0000 
2163.557	6.5479	19.0338	-0.9229	0.0000 
2163.558	6.4929	19.0668	-1.1975	0.0000 
2163.572	6.4270	19.0558	-1.4941	0.0000 
2163.591	6.3336	19.0009	-1.8292	0.0000 
2163.611	6.2457	18.9240	-2.2028	0.0000 
2163.631	6.2292	18.8416	-2.5763	0.0000 
2163.651	6.2787	18.7482	-2.9169	0.0000 
2163.724	6.3611	18.6438	-3.2080	0.0000 
2163.736	6.4655	18.5669	-3.4607	0.0000 
2163.736	6.5533	18.5339	-3.6969	0.0000 
2163.736	6.5753	18.5065	-3.9606	0.0000 
2163.757	6.5643	18.4351	-4.2627	0.0000 
2163.780	6.5424	18.3252	-4.5813	0.0000 
2163.790	6.5149	18.1769	-4.8834	0.0000 
2163.809	6.6742	18.0066	-5.0098	0.0000 
2163.830	6.8884	17.8802	-4.9878	0.0000 
2163.849	7.0038	17.8143	-4.9438	0.0000 
2163.870	6.9049	17.8033	-5.0262	0.0000 
2163.963	6.6797	17.8638	-5.2570	0.0000 
2163.970	6.4929	17.9846	-5.5975	0.0000 
2163.970	6.3116	18.0725	-5.8942	0.0000 
2163.970	6.1469	18.1110	-6.0480	0.0000 
2163.970	6.0040	18.1604	-6.1029	0.0000 
2163.995	5.7294	18.2483	-6.0699	0.0000 
2164.016	5.4272	18.3801	-6.0370	0.0000 
2164.029	5.1801	18.5284	-6.0370	0.0000 
2164.048	5.0098	18.6658	-6.0590	0.0000 
2164.137	4.9054	18.7646	-6.0974	0.0000 
2164.144	4.8010	18.8361	-6.1633	0.0000 
2164.144	4.7131	18.8690	-6.1853	0.0000 
2164.144	4.6252	18.8580	-6.1194	0.0000 
2164.150	4.5923	18.8416	-5.9875	0.0000 
2164.171	4.5813	18.8251	-5.8063	0.0000 
2164.192	4.5923	18.8361	-5.6195	0.0000 
2164.214	4.5923	18.8800	-5.4218	0.0000 
2164.238	4.5758	18.9294	-5.1965	0.0000 
2164.247	4.5758	18.9899	-4.9109	0.0000 
2164.266	4.5703	19.0448	-4.5923	0.0000 
2164.286	4.5703	19.1107	-4.2902	0.0000 
2164.375	4.6198	19.1876	-4.0210	0.0000 
2164.381	4.6857	19.2590	-3.7738	0.0000 
2164.381	4.8010	19.3140	-3.5046	0.0000 
2164.381	4.9603	19.3689	-3.1641	0.0000 
2164.387	5.1855	19.4183	-2.7301	0.0000 
2164.406	5.4108	19.4788	-2.2028	0.0000 
2164.430	5.5975	19.5062	-1.6974	0.0000 
2164.450	5.8502	19.5886	-1.2634	0.0000 
2164.472	6.0590	19.7699	-0.9613	0.0000 
2164.552	6.1304	19.9786	-0.8020	0.0000 
2164.562	6.0974	20.1270	-0.6866	0.0000 
2164.563	5.9656	20.1434	-0.4340	0.0000 
2164.563	5.8887	20.0391	0.0659	0.0000 
2164.569	5.8832	19.8248	0.7086	0.0000 
2164.585	5.8667	19.5831	1.2030	0.0000 
2164.607	5.7898	19.3909	1.4612	0.0000 
2164.628	5.6085	19.2590	1.5106	0.0000 
2164.649	5.3668	19.1492	1.4886	0.0000 
2164.672	5.1416	19.0503	1.4777	0.0000 
2164.695	5.0262	18.9349	1.4996	0.0000 
2164.704	5.0153	18.8141	1.5546	0.0000 
2164.785	5.0592	18.6932	1.6040	0.0000 
2164.791	5.1086	18.5889	1.6095	0.0000 
2164.791	5.1251	18.5010	1.5820	0.0000 
2164.791	5.1526	18.4625	1.5381	0.0000 
2164.803	5.2020	18.4515	1.4832	0.0000 
2164.829	5.2570	18.4460	1.4117	0.0000 
2164.843	5.2899	18.4351	1.2689	0.0000 
2164.863	5.2679	18.4241	1.0217	0.0000 
2164.883	5.2075	18.3746	0.6921	0.0000 
2164.961	5.1636	18.2867	0.3406	0.0000 
2164.971	5.2020	18.1494	0.0385	0.0000 
2164.971	5.3394	18.0011	-0.1813	0.0000 
2164.971	5.5756	17.8638	-0.3296	0.0000 
2164.991	5.8502	17.7209	-0.4669	0.0000 
2165.003	6.0590	17.5562	-0.6592	0.0000 
2165.022	6.1853	17.3694	-0.9283	0.0000 
2165.043	6.2842	17.1606	-1.2415	0.0000 
2165.062	6.3171	16.9354	-1.6095	0.0000 
2165.082	6.4435	16.5948	-1.8677	0.0000 
2165.104	6.7896	16.2268	-1.9171	0.0000 
2165.191	6.9818	15.9521	-2.0105	0.0000 
2165.197	6.9763	15.6830	-2.1973	0.0000 
2165.197	6.8390	15.4907	-2.5049	0.0000 
2165.197	6.7236	15.4303	-2.9224	0.0000 
2165.203	6.6302	15.3864	-3.3783	0.0000 
2165.223	6.5973	15.2985	-3.7958	0.0000 
2165.246	6.5424	15.2325	-4.1583	0.0000 
2165.267	6.3116	15.2106	-4.4110	0.0000 
2165.291	5.9821	15.2106	-4.5483	0.0000 
2165.365	5.7513	15.2271	-4.5483	0.0000 
2165.375	5.5865	15.2765	-4.5319	0.0000 
2165.376	5.4272	15.3809	-4.5538	0.0000 
2165.376	5.2075	15.5402	-4.6198	0.0000 
2165.382	4.9274	15.7050	-4.6692	0.0000 
2165.400	4.6912	15.8203	-4.6472	0.0000 
2165.421	4.5374	15.9137	-4.5428	0.0000 
2165.441	4.4495	15.9961	-4.3451	0.0000 
2165.465	4.4714	16.0895	-3.9771	0.0000 
2165.541	4.5813	16.1938	-3.4497	0.0000 
2165.552	4.7571	16.3257	-2.8125	0.0000 
2165.552	4.9658	16.4740	-2.1259	0.0000 
2165.552	5.1910	16.5948	-1.4063	0.0000 
2165.559	5.4163	16.7102	-0.7361	0.0000 
2165.579	5.6030	16.8475	-0.1868	0.0000 
2165.599	5.7733	16.9849	0.2802	0.0000 
2165.619	5.9766	17.0892	0.7526	0.0000 
2165.639	6.1908	17.2046	1.2360	0.0000 
2165.662	6.4600	17.3145	1.7303	0.0000 
2165.682	6.7676	17.5012	2.2028	0.0000 
2165.776	7.0093	17.7429	2.6202	0.0000 
2165.783	7.2400	17.9846	3.0212	0.0000 
2165.783	7.3993	18.1274	3.5101	0.0000 
2165.783	7.5531	18.1549	4.1034	0.0000 
2165.783	7.7124	18.1659	4.7021	0.0000 
2165.798	7.8992	18.2373	5.1965	0.0000 
2165.817	7.9651	18.3801	5.5206	0.0000 
2165.837	7.9156	18.5449	5.7513	0.0000 
2165.857	7.7563	18.7152	5.9106	0.0000 
2165.877	7.5751	18.8855	6.0699	0.0000 
2165.951	7.4323	19.0228	6.2347	0.0000 
2165.962	7.2784	19.1052	6.3721	0.0000 
2165.963	7.1136	19.1492	6.4545	0.0000 
2165.963	6.9818	19.1766	6.5094	0.0000 
2165.984	6.9434	19.2261	6.5424	0.0000 
2166.006	6.9598	19.2865	6.5369	0.0000 
2166.017	6.9708	19.3689	6.4600	0.0000 
2166.036	6.9598	19.5007	6.3171	0.0000 
2166.055	6.9159	19.6436	6.1743	0.0000 
2166.076	6.9324	19.7589	6.0974	0.0000 
2166.095	6.9763	19.8413	6.1194	0.0000 
2166.192	6.9708	19.8523	6.1798	0.0000 
2166.198	6.9214	19.8248	6.2183	0.0000 
2166.198	6.8610	19.7974	6.2183	0.0000 
2166.198	6.8774	19.7809	6.2018	0.0000 
2166.198	6.9434	19.7699	6.1523	0.0000 
2166.225	7.0203	19.7809	6.0645	0.0000 
2166.235	7.0752	19.8413	5.9546	0.0000 
2166.254	7.1246	19.9182	5.8942	0.0000 
2166.274	7.1851	20.0226	5.8777	0.0000 
2166.294	7.2400	20.1324	5.8557	0.0000 
2166.368	7.2400	20.2423	5.7788	0.0000 
2166.380	7.2015	20.3467	5.6744	0.0000 
2166.380	7.1191	20.4291	5.5426	0.0000 
2166.386	7.0367	20.4840	5.4382	0.0000 
2166.401	6.9598	20.5005	5.3723	0.0000 
2166.423	6.8610	20.5005	5.3339	0.0000 
2166.435	6.7731	20.5170	5.3174	0.0000 
2166.454	6.6852	20.5280	5.3174	0.0000 
2166.474	6.6028	20.5389	5.3119	0.0000 
2166.495	6.5039	20.5389	5.2954	0.0000 
2166.514	6.3995	20.5389	5.2734	0.0000 
2166.606	6.3171	20.5334	5.2570	0.0000 
2166.612	6.2402	20.5005	5.2625	0.0000 
2166.612	6.1688	20.4510	5.2844	0.0000 
2166.612	6.0919	20.3851	5.3174	0.0000 
2166.618	6.0205	20.3247	5.3503	0.0000 
2166.639	5.9711	20.2643	5.3998	0.0000 
2166.659	5.9216	20.1984	5.4602	0.0000 
2166.682	5.8557	20.1379	5.4932	0.0000 
2166.694	5.7898	20.0720	5.5316	0.0000 
2166.780	5.7349	20.0061	5.5756	0.0000 
2166.793	5.6964	19.9457	5.6195	0.0000 
2166.794	5.6909	19.8853	5.6689	0.0000 
2166.794	5.6799	19.8248	5.7349	0.0000 
2166.800	5.6580	19.7589	5.7898	0.0000 
2166.812	5.6415	19.7095	5.8502	0.0000 
2166.834	5.6415	19.6600	5.9326	0.0000 
2166.858	5.6580	19.6216	6.0040	0.0000 
2166.879	5.6689	19.5831	6.0535	0.0000 
2166.902	5.6635	19.5557	6.0974	0.0000 
2166.911	5.6799	19.5392	6.1523	0.0000 
2166.931	5.7184	19.5227	6.2292	0.0000 
2167.016	5.7678	19.5007	6.2842	0.0000 
2167.022	5.7898	19.5062	6.3007	0.0000 
2167.022	5.7898	19.5227	6.2952	0.0000 
2167.022	5.8063	19.5392	6.3062	0.0000 
2167.030	5.8228	19.5502	6.3446	0.0000 
2167.050	5.8612	19.5502	6.4105	0.0000 
2167.070	5.9052	19.5392	6.4709	0.0000 
2167.095	5.9326	19.5392	6.5149	0.0000 
2167.114	5.9491	19.5502	6.5479	0.0000 
2167.193	5.9656	19.5612	6.5753	0.0000 
2167.203	5.9766	19.5776	6.6083	0.0000 
2167.204	5.9875	19.5996	6.6357	0.0000 
2167.204	6.0040	19.6106	6.6632	0.0000 
2167.210	6.0095	19.6216	6.6962	0.0000 
2167.229	6.0095	19.6216	6.7291	0.0000 
2167.249	6.0205	19.6216	6.7676	0.0000 
2167.269	6.0370	19.6271	6.8280	0.0000 
2167.292	6.0535	19.6326	6.8774	0.0000 
2167.370	6.0590	19.6381	6.9214	0.0000 
2167.387	6.0754	19.6490	6.9818	0.0000 
2167.387	6.0919	19.6381	7.0587	0.0000 
2167.387	6.1139	19.6161	7.1576	0.0000 
2167.394	6.1578	19.6161	7.2455	0.0000 
2167.408	6.2073	19.6106	7.3334	0.0000 
2167.427	6.2402	19.5886	7.4323	0.0000 
2167.449	6.2567	19.5721	7.5146	0.0000 
2167.472	6.2512	19.5502	7.5806	0.0000 
2167.489	6.2292	19.5447	7.6520	0.0000 
2167.507	6.2457	19.5392	7.7399	0.0000 
2167.528	6.2842	19.5227	7.8333	0.0000 
2167.613	6.3007	19.5172	7.9047	0.0000 
2167.619	6.3062	19.5117	7.9651	0.0000 
2167.619	6.3226	19.5227	8.0365	0.0000 
2167.619	6.3721	19.5392	8.1244	0.0000 
2167.626	6.4160	19.5557	8.2068	0.0000 
2167.646	6.4490	19.5776	8.2617	0.0000 
2167.668	6.4764	19.5886	8.3167	0.0000 
2167.689	6.4984	19.5996	8.3716	0.0000 
2167.711	6.5424	19.6106	8.4485	0.0000 
2167.786	6.6028	19.6216	8.5364	0.0000 
2167.797	6.6522	19.6326	8.6133	0.0000 
2167.797	6.6907	19.6436	8.6737	0.0000 
2167.797	6.7236	19.6545	8.7286	0.0000 
2167.806	6.7621	19.6545	8.7836	0.0000 
2167.826	6.8060	19.6490	8.8385	0.0000 
2167.846	6.8445	19.6381	8.8989	0.0000 
2167.866	6.8774	19.6216	8.9539	0.0000 
2167.886	6.9269	19.6051	9.0308	0.0000 
2167.906	6.9818	19.5831	9.0967	0.0000 
2167.929	7.0148	19.5557	9.1571	0.0000 
2168.019	7.0477	19.5282	9.2230	0.0000 
2168.026	7.0807	19.5007	9.2889	0.0000 
2168.026	7.1246	19.4843	9.3604	0.0000 
2168.026	7.1576	19.4513	9.4263	0.0000 
2168.027	7.1741	19.4183	9.4922	0.0000 
2168.051	7.1960	19.3964	9.5306	0.0000 
2168.072	7.2180	19.3854	9.5581	0.0000 
2168.085	7.2290	19.3689	9.5966	0.0000 
2168.104	7.2565	19.3469	9.6515	0.0000 
2168.194	7.3004	19.3304	9.7229	0.0000 
2168.201	7.3389	19.3195	9.7778	0.0000 
2168.201	7.3553	19.3140	9.8218	0.0000 
2168.201	7.3773	19.3195	9.8657	0.0000 
2168.207	7.4103	19.3250	9.9207	0.0000 
2168.227	7.4597	19.3304	9.9921	0.0000 
2168.247	7.5037	19.3304	10.0470	0.0000 
2168.271	7.5201	19.3304	10.0745	0.0000 
2168.292	7.5421	19.3414	10.1019	0.0000 
2168.303	7.5751	19.3469	10.1514	0.0000 
2168.323	7.6080	19.3469	10.1953	0.0000 
2168.344	7.6300	19.3469	10.2283	0.0000 
2168.429	7.6465	19.3579	10.2557	0.0000 
2168.436	7.6630	19.3634	10.2997	0.0000 
2168.436	7.6794	19.3579	10.3491	0.0000 
2168.436	7.6904	19.3524	10.3876	0.0000 
2168.443	7.7014	19.3524	10.4150	0.0000 
2168.462	7.6959	19.3524	10.4370	0.0000 
2168.483	7.6904	19.3414	10.4645	0.0000 
2168.506	7.6740	19.3195	10.4919	0.0000 
2168.530	7.6575	19.2975	10.5194	0.0000 
2168.606	7.6575	19.2810	10.5249	0.0000 
2168.612	7.6740	19.2810	10.5139	0.0000 
2168.612	7.6740	19.2645	10.5139	0.0000 
2168.612	7.6465	19.2316	10.5194	0.0000 
2168.628	7.5970	19.2096	10.5029	0.0000 
2168.642	7.5641	19.1931	10.4755	0.0000 
2168.663	7.5366	19.1766	10.4700	0.0000 
2168.682	7.5037	19.1656	10.4700	0.0000 
2168.705	7.4707	19.1602	10.4590	0.0000 
2168.727	7.4487	19.1492	10.4480	0.0000 
2168.750	7.4323	19.1492	10.4480	0.0000 
2168.760	7.4432	19.1547	10.4535	0.0000 
2168.841	7.4652	19.1437	10.4645	0.0000 
2168.853	7.4762	19.1382	10.4645	0.0000 
2168.853	7.5037	19.1437	10.4480	0.0000 
2168.853	7.5366	19.1437	10.4425	0.0000 
2168.860	7.5531	19.1327	10.4370	0.0000 
2168.879	7.5531	19.1272	10.4315	0.0000 
2168.899	7.5476	19.1327	10.4260	0.0000 
2168.919	7.5586	19.1437	10.4150	0.0000 
2168.940	7.5531	19.1437	10.3931	0.0000 
2169.016	7.5531	19.1547	10.3656	0.0000 
2169.029	7.5641	19.1602	10.3491	0.0000 
2169.030	7.5806	19.1602	10.3326	0.0000 
2169.030	7.5806	19.1602	10.3107	0.0000 
2169.048	7.5696	19.1656	10.2832	0.0000 
2169.058	7.5531	19.1766	10.2557	0.0000 
2169.078	7.5476	19.1876	10.2338	0.0000 
2169.098	7.5366	19.1876	10.2228	0.0000 
2169.118	7.5146	19.1931	10.2063	0.0000 
2169.139	7.5092	19.2041	10.1843	0.0000 
2169.160	7.5037	19.2096	10.1788	0.0000 
2169.252	7.4982	19.2041	10.2008	0.0000 
2169.258	7.4817	19.2041	10.2008	0.0000 
2169.258	7.4652	19.2041	10.1898	0.0000 
2169.258	7.4377	19.2041	10.1788	0.0000 
2169.258	7.4103	19.2096	10.1514	0.0000 
