StartTime: 2018-11-22 16:32:19.868
Time(s)	ax(g)	ay(g)	az(g)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
724.258	0.1631	-0.0728	1.0176	-3.8892	-8.4705	7.4817	26.0000 
724.278	0.1636	-0.0703	1.0186	-3.9056	-8.4814	7.4762	25.9900 
724.298	0.1660	-0.0718	1.0146	-3.9166	-8.4869	7.4817	26.0000 
724.318	0.1670	-0.0703	1.0146	-3.9166	-8.4979	7.4872	26.0000 
724.338	0.1680	-0.0684	1.0107	-3.9166	-8.5034	7.4982	25.9900 
724.357	0.1650	-0.0708	1.0166	-3.9276	-8.4979	7.5092	26.0000 
724.414	0.1655	-0.0732	1.0190	-3.9386	-8.4979	7.5146	26.0000 
724.417	0.1631	-0.0718	1.0176	-3.9386	-8.4979	7.5092	26.0000 
724.419	0.1626	-0.0718	1.0166	-3.9386	-8.4979	7.5037	25.9900 
724.437	0.1650	-0.0742	1.0234	-3.9386	-8.4979	7.4982	25.9900 
724.457	0.1650	-0.0781	1.0298	-3.9276	-8.4924	7.4817	26.0100 
724.477	0.1680	-0.0728	1.0200	-3.9001	-8.4814	7.4707	26.0000 
724.497	0.1670	-0.0669	1.0073	-3.8562	-8.4650	7.4597	26.0100 
724.516	0.1670	-0.0620	1.0059	-3.8068	-8.4375	7.4597	26.0100 
724.537	0.1650	-0.0640	1.0103	-3.7628	-8.4155	7.4707	26.0100 
724.556	0.1606	-0.0664	1.0156	-3.7244	-8.3936	7.4817	26.0100 
724.603	0.1577	-0.0640	1.0151	-3.6804	-8.3881	7.4707	26.0200 
724.605	0.1650	-0.0586	1.0059	-3.6310	-8.3936	7.4542	26.0100 
724.618	0.1611	-0.0605	1.0122	-3.6090	-8.3990	7.4432	26.0000 
724.638	0.1616	-0.0659	1.0181	-3.5925	-8.4100	7.4323	26.0100 
724.656	0.1636	-0.0654	1.0195	-3.5760	-8.4320	7.4158	26.0200 
724.676	0.1670	-0.0674	1.0200	-3.5596	-8.4540	7.4103	26.0100 
724.696	0.1621	-0.0635	1.0146	-3.5321	-8.4705	7.4048	26.0100 
724.716	0.1641	-0.0674	1.0156	-3.4991	-8.4814	7.4048	26.0100 
724.735	0.1660	-0.0591	1.0107	-3.4442	-8.4924	7.4103	26.0100 
724.755	0.1680	-0.0669	1.0215	-3.3948	-8.5034	7.4213	26.0200 
724.791	0.1650	-0.0645	1.0220	-3.3344	-8.5144	7.4213	26.0000 
724.795	0.1621	-0.0576	1.0171	-3.2574	-8.5254	7.4103	26.0100 
724.815	0.1548	-0.0547	1.0205	-3.1750	-8.5309	7.3938	26.0200 
724.835	0.1626	-0.0537	1.0190	-3.0927	-8.5529	7.3718	26.0100 
724.855	0.1646	-0.0518	1.0190	-3.0103	-8.5748	7.3553	25.9900 
724.875	0.1650	-0.0513	1.0176	-2.9498	-8.5968	7.3444	26.0100 
724.895	0.1665	-0.0513	1.0137	-2.9114	-8.6188	7.3389	26.0200 
724.915	0.1680	-0.0464	1.0098	-2.8784	-8.6243	7.3279	26.0200 
724.935	0.1631	-0.0479	1.0146	-2.8619	-8.6188	7.3224	26.0300 
724.957	0.1650	-0.0518	1.0166	-2.8619	-8.6133	7.3169	26.0300 
724.974	0.1660	-0.0508	1.0186	-2.8619	-8.6078	7.3059	26.0200 
724.997	0.1646	-0.0518	1.0190	-2.8619	-8.5968	7.2949	26.0100 
725.033	0.1748	-0.0498	1.0127	-2.8619	-8.5638	7.2784	26.0200 
725.036	0.1694	-0.0498	1.0112	-2.8674	-8.5309	7.2620	26.0100 
725.056	0.1528	-0.0435	1.0132	-2.8894	-8.4924	7.2455	26.0100 
725.074	0.1606	-0.0425	1.0059	-2.9114	-8.4869	7.2345	26.0200 
725.094	0.1597	-0.0493	1.0107	-2.9498	-8.5144	7.2290	26.0200 
725.114	0.1631	-0.0542	1.0142	-2.9883	-8.5199	7.2235	26.0100 
725.134	0.1660	-0.0552	1.0151	-3.0322	-8.5199	7.2180	26.0100 
725.154	0.1646	-0.0576	1.0166	-3.0762	-8.5034	7.2125	26.0200 
725.173	0.1655	-0.0542	1.0151	-3.1256	-8.4705	7.2125	26.0400 
725.226	0.1646	-0.0576	1.0166	-3.1970	-8.4155	7.2290	26.0100 
725.228	0.1567	-0.0630	1.0234	-3.2629	-8.3496	7.2510	26.0100 
725.233	0.1670	-0.0596	1.0146	-3.3014	-8.2727	7.2675	26.0200 
725.253	0.1689	-0.0591	1.0132	-3.3453	-8.2068	7.2949	26.0200 
725.273	0.1699	-0.0552	1.0044	-3.4332	-8.1244	7.3389	26.0100 
725.293	0.1577	-0.0576	1.0078	-3.5925	-8.0090	7.4158	26.0300 
725.312	0.1450	-0.0684	1.0210	-3.7793	-7.8772	7.4982	26.0300 
725.332	0.1489	-0.0674	1.0166	-3.9771	-7.7618	7.5641	26.0300 
725.353	0.1611	-0.0625	1.0054	-4.1968	-7.6630	7.6355	26.0200 
725.373	0.1616	-0.0562	0.9951	-4.5099	-7.5531	7.7454	26.0200 
725.414	0.1338	-0.0742	1.0171	-4.9823	-7.3883	7.9102	26.0400 
725.416	0.1333	-0.0879	1.0151	-5.5646	-7.1246	8.1244	26.0100 
