StartTime: 2018-11-22 16:32:19.868
Time(s)	ax(g)	ay(g)	az(g)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
589.465	0.1626	-0.0938	1.0137	-5.2405	-8.4595	2.3291	26.7700 
589.502	0.1641	-0.0908	1.0137	-5.2405	-8.4540	2.3236	26.7600 
589.505	0.1621	-0.0923	1.0146	-5.2405	-8.4540	2.3181	26.7600 
589.523	0.1636	-0.0918	1.0127	-5.2350	-8.4540	2.3126	26.7500 
589.543	0.1636	-0.0913	1.0117	-5.2295	-8.4540	2.3071	26.7500 
589.563	0.1631	-0.0908	1.0117	-5.2295	-8.4540	2.3016	26.7500 
589.582	0.1616	-0.0918	1.0156	-5.2240	-8.4540	2.2961	26.7700 
589.602	0.1631	-0.0923	1.0137	-5.2185	-8.4540	2.2906	26.7700 
589.622	0.1641	-0.0918	1.0127	-5.2185	-8.4595	2.2906	26.7600 
589.642	0.1631	-0.0903	1.0122	-5.2130	-8.4595	2.2961	26.7600 
589.662	0.1636	-0.0908	1.0127	-5.2075	-8.4595	2.2961	26.7700 
589.681	0.1626	-0.0938	1.0161	-5.1965	-8.4595	2.2906	26.7800 
589.701	0.1641	-0.0923	1.0132	-5.1855	-8.4705	2.2906	26.7800 
589.740	0.1641	-0.0898	1.0161	-5.1691	-8.4760	2.2906	26.7800 
589.742	0.1636	-0.0898	1.0151	-5.1526	-8.4869	2.2852	26.7500 
589.761	0.1641	-0.0884	1.0112	-5.1416	-8.4924	2.2852	26.7800 
589.782	0.1665	-0.0903	1.0122	-5.1251	-8.4979	2.2852	26.7800 
589.801	0.1646	-0.0908	1.0151	-5.1251	-8.4924	2.2906	26.7800 
589.821	0.1641	-0.0913	1.0195	-5.1141	-8.4924	2.2961	26.7800 
589.842	0.1631	-0.0923	1.0195	-5.1031	-8.4924	2.2961	26.7900 
589.861	0.1641	-0.0918	1.0210	-5.0812	-8.4924	2.2852	26.7700 
589.882	0.1685	-0.0869	1.0137	-5.0482	-8.4924	2.2742	26.7800 
589.929	0.1641	-0.0859	1.0098	-5.0208	-8.4924	2.2742	26.7700 
589.932	0.1680	-0.0879	1.0107	-5.0043	-8.4814	2.2797	26.7900 
589.941	0.1699	-0.0889	1.0132	-4.9878	-8.4760	2.2797	26.7900 
589.961	0.1694	-0.0889	1.0151	-4.9823	-8.4650	2.2742	26.7800 
589.981	0.1582	-0.0830	1.0146	-4.9768	-8.4430	2.2632	26.7700 
590.001	0.1528	-0.0850	1.0161	-4.9713	-8.4210	2.2467	26.7800 
590.021	0.1616	-0.0913	1.0151	-4.9493	-8.4155	2.2302	26.7800 
590.040	0.1680	-0.0874	1.0127	-4.8999	-8.4210	2.2192	26.7700 
590.060	0.1733	-0.0889	1.0059	-4.8450	-8.4210	2.2028	26.7800 
590.081	0.1616	-0.0840	1.0083	-4.8010	-8.4155	2.1863	26.7700 
590.123	0.1533	-0.0850	1.0190	-4.7571	-8.3990	2.1588	26.7700 
590.124	0.1504	-0.0850	1.0229	-4.6967	-8.3990	2.1094	26.7800 
590.140	0.1636	-0.0796	1.0151	-4.5923	-8.4210	2.0435	26.7800 
590.160	0.1660	-0.0723	1.0088	-4.4659	-8.4650	1.9940	26.7800 
590.180	0.1567	-0.0684	1.0137	-4.3396	-8.5089	1.9666	26.7800 
590.199	0.1602	-0.0674	1.0146	-4.2188	-8.5474	1.9391	26.7900 
590.220	0.1646	-0.0664	1.0137	-4.1199	-8.5803	1.9116	26.7800 
590.239	0.1724	-0.0698	1.0122	-4.0430	-8.6133	1.8896	26.7800 
590.259	0.1597	-0.0684	1.0205	-3.9825	-8.6353	1.8677	26.7600 
590.279	0.1548	-0.0654	1.0210	-3.9111	-8.6627	1.8237	26.7800 
590.299	0.1670	-0.0601	1.0083	-3.8287	-8.7177	1.7853	26.7800 
590.319	0.1563	-0.0586	1.0137	-3.7573	-8.7781	1.7523	26.7700 
590.362	0.1646	-0.0654	1.0171	-3.7024	-8.8715	1.7029	26.7800 
590.365	0.1763	-0.0615	1.0083	-3.6530	-8.9758	1.6644	26.7900 
590.379	0.1812	-0.0630	1.0049	-3.6035	-9.0747	1.6370	26.7900 
590.399	0.1616	-0.0527	1.0200	-3.5760	-9.1791	1.6095	26.7900 
590.418	0.1846	-0.0518	0.9912	-3.5925	-9.2889	1.5765	26.7900 
590.439	0.1787	-0.0664	1.0122	-3.6365	-9.4098	1.5601	26.7800 
590.458	0.1909	-0.0703	1.0049	-3.7079	-9.5361	1.5710	26.7900 
590.478	0.1855	-0.0708	1.0122	-3.7848	-9.6680	1.5820	26.7800 
590.498	0.1792	-0.0542	1.0015	-3.8507	-9.7833	1.5820	26.8000 
590.557	0.1958	-0.0537	0.9907	-3.9386	-9.9097	1.5710	26.8000 
590.559	0.2085	-0.0615	0.9839	-4.1528	-10.0745	1.6095	26.8000 
590.559	0.2061	-0.0801	1.0146	-4.4659	-10.1953	1.6809	26.7900 
590.578	0.1953	-0.0967	1.0225	-4.8285	-10.2448	1.7578	26.8000 
590.598	0.1973	-0.0972	1.0151	-5.1471	-10.2502	1.8182	26.8000 
590.618	0.1929	-0.0908	1.0103	-5.4547	-10.2283	1.8732	26.7800 
590.637	0.1924	-0.1011	1.0146	-5.7898	-10.2063	1.9391	26.7900 
590.657	0.2041	-0.1050	1.0039	-6.1523	-10.1788	2.0270	26.8000 
590.677	0.1875	-0.1104	1.0000	-6.5424	-10.1184	2.1204	26.7800 
590.697	0.1709	-0.1079	1.0039	-6.9379	-10.0085	2.2083	26.7800 
590.744	0.1831	-0.1211	0.9907	-7.3334	-9.8822	2.2852	26.7800 
590.746	0.1816	-0.1211	0.9995	-7.7344	-9.7064	2.3566	26.7800 
590.757	0.1851	-0.1318	0.9922	-8.2178	-9.4922	2.4554	26.8100 
590.776	0.1738	-0.1558	1.0034	-8.8000	-9.2175	2.5928	26.8000 
590.801	0.1680	-0.1558	0.9912	-9.3933	-8.8330	2.6971	26.7800 
590.816	0.1577	-0.1704	1.0010	-9.9976	-8.3826	2.7521	26.8000 
590.836	0.1602	-0.1802	1.0039	-10.5908	-7.9266	2.7740	26.8100 
590.856	0.1553	-0.1826	1.0015	-11.2280	-7.4542	2.8015	26.8100 
590.876	0.1421	-0.2417	1.0298	-11.8982	-6.9763	2.8180	26.8100 
590.941	0.1309	-0.2227	1.0190	-12.3706	-6.4819	2.7795	26.8100 
590.943	0.1089	-0.2275	1.0283	-12.7332	-6.0095	2.7026	26.8000 
590.943	0.1021	-0.2207	1.0249	-13.1342	-5.5920	2.5873	26.8100 
590.956	0.1113	-0.2246	1.0293	-13.6890	-5.2240	2.4445	26.8100 
590.976	0.1040	-0.2344	1.0225	-14.5239	-4.8834	2.3236	26.8000 
590.995	0.1147	-0.2144	1.0264	-15.5786	-4.5758	2.2852	26.8100 
591.015	0.1152	-0.2192	1.0215	-16.9519	-4.2737	2.3456	26.8100 
591.036	0.1475	-0.1982	1.0488	-18.7482	-3.9551	2.6971	26.8400 
591.057	0.1411	0.0894	1.2583	-21.3794	-3.6694	3.4277	26.8200 
591.076	0.0938	-0.1089	1.4585	-27.0099	-3.4607	4.7021	26.8200 
591.096	0.1934	-0.1245	1.4536	-34.6509	-3.3508	6.4764	26.8200 
591.135	0.4673	-0.3408	1.3799	-43.6322	-2.6862	8.7341	26.8000 
591.139	0.7383	-0.7173	3.1011	-50.8337	-0.5054	9.5801	26.7900 
591.155	0.9556	0.3384	2.1196	-51.8610	1.2524	9.4043	26.8000 
591.175	0.6270	0.3291	0.8608	-49.5648	2.1039	9.1187	26.8100 
591.195	0.4126	0.2192	0.6143	-46.2305	2.7466	8.4814	26.8100 
591.215	0.5039	0.1646	0.7583	-43.2697	2.9608	8.1244	26.8000 
591.235	0.5186	0.0342	1.1650	-40.1605	2.4664	7.7728	26.8000 
591.254	0.3184	-0.0396	1.1729	-36.3538	1.5216	7.0807	26.7900 
591.274	-0.1060	-0.1211	0.8296	-31.7780	0.3790	6.1469	26.7900 
591.297	-0.2075	-0.1812	0.8491	-27.1967	-0.7361	5.4108	26.7900 
591.314	-0.1611	-0.2612	1.1577	-22.8790	-1.8292	5.0592	26.7800 
591.334	-0.1250	-0.2930	1.2725	-18.5669	-2.8235	4.8889	26.7900 
591.381	-0.1543	-0.3037	1.3125	-14.0845	-3.6639	4.7516	26.7800 
591.384	-0.1768	-0.3105	1.3345	-9.5636	-4.4550	4.6912	26.7800 
591.394	-0.1191	-0.3896	1.3833	-5.1746	-5.2954	4.8340	26.7800 
591.414	0.0532	-0.4546	1.3726	-1.0931	-6.2347	5.2789	26.7900 
591.433	0.3071	-0.4946	1.3848	2.6917	-7.3004	5.8447	26.7800 
591.454	0.3770	-0.4595	1.4038	6.2457	-8.4100	6.1798	26.7600 
591.474	0.4438	-0.4395	1.4644	9.4812	-9.5361	6.0919	26.7700 
591.495	0.4805	-0.4893	1.4541	12.5189	-10.7446	5.4492	26.7700 
591.513	0.3721	-0.6318	1.3794	15.4688	-11.8323	4.0759	26.7700 
591.533	0.1084	-0.7178	1.3872	18.2428	-12.3047	1.6534	26.7900 
591.568	-0.3701	-0.8086	1.0635	21.1981	-11.8542	-2.0325	26.7700 
591.573	-0.7266	-0.9189	0.8013	23.9447	-10.9808	-5.2899	26.7600 
591.593	-0.9673	-1.2720	0.6973	25.8948	-10.0800	-7.3718	26.7700 
591.613	-0.7490	-1.3877	0.3276	27.0758	-9.3823	-8.2343	26.7700 
591.633	-0.2383	-1.2236	0.2227	26.8835	-8.3331	-8.0695	26.7600 
591.653	-0.1245	-0.8774	0.3809	24.8511	-6.2238	-7.1906	26.7600 
591.674	0.8867	0.5342	0.6367	22.3956	-5.4877	-4.7076	26.7500 
591.693	0.7192	0.0659	0.7183	19.3964	-4.4055	-2.7795	26.7500 
591.713	-0.6914	0.0835	1.3979	15.4413	-2.9663	-2.2797	26.7500 
591.756	0.3413	-0.0742	1.5142	11.1237	-2.5928	-1.9006	26.7400 
591.758	-0.4106	-0.2451	2.1528	5.8667	-3.3563	-1.1481	26.7800 
591.772	0.1704	-0.1323	1.4180	2.7850	-4.3231	-1.1920	26.8000 
591.792	0.1929	-0.1055	1.1064	1.8073	-4.5044	-1.1865	26.8200 
591.812	0.1274	-0.1064	1.1235	1.2524	-4.5703	-1.1096	26.8200 
591.832	0.1064	-0.0747	1.0742	0.9229	-4.5868	-1.0602	26.7900 
591.852	0.1157	-0.0522	1.0181	0.8679	-4.6307	-1.0767	26.8000 
591.872	0.1440	-0.0522	1.0303	0.7581	-4.8230	-1.0931	26.8000 
591.891	0.1626	-0.0537	1.0073	0.5823	-5.0482	-1.0767	26.8100 
591.945	0.1606	-0.0635	1.0103	0.3680	-5.2405	-1.0107	26.8100 
591.947	0.1758	-0.0693	0.9990	-0.0330	-5.4382	-0.9009	26.8100 
591.951	0.1694	-0.0723	0.9888	-0.4504	-5.6525	-0.7581	26.8100 
591.971	0.1577	-0.1011	1.0249	-0.8240	-5.7458	-0.6042	26.8100 
591.991	0.1704	-0.1025	1.0205	-1.1371	-5.6799	-0.4779	26.8100 
592.011	0.1768	-0.0879	0.9956	-1.3898	-5.5865	-0.3461	26.8200 
592.031	0.1733	-0.0889	1.0024	-1.7029	-5.5042	-0.1758	26.8200 
592.050	0.1416	-0.1025	1.0244	-2.0544	-5.4053	0.0000	26.8000 
592.071	0.1396	-0.1069	1.0293	-2.3676	-5.3009	0.1813	26.8100 
592.090	0.1436	-0.1270	1.0288	-2.7026	-5.2130	0.3571	26.8000 
592.111	0.1343	-0.1196	1.0171	-3.0707	-5.0757	0.5383	26.8100 
592.130	0.1465	-0.1162	0.9951	-3.4277	-4.8120	0.7086	26.8200 
592.196	0.1353	-0.1055	0.9946	-3.8562	-4.4220	0.8679	26.8100 
592.198	0.1206	-0.1333	1.0083	-4.5319	-3.9771	1.0327	26.8100 
592.198	0.1055	-0.1504	1.0151	-5.3833	-3.4991	1.1865	26.8200 
592.210	0.0962	-0.1870	1.0352	-6.3007	-3.0267	1.3019	26.8200 
592.230	0.0996	-0.1987	1.0161	-7.3444	-2.6038	1.3788	26.8200 
592.250	0.0942	-0.1997	1.0083	-8.3716	-2.2083	1.4117	26.8100 
592.270	0.0830	-0.2314	1.0132	-9.1901	-1.7688	1.3843	26.8200 
592.289	0.0659	-0.2432	1.0298	-9.8328	-1.3733	1.2744	26.8500 
592.310	0.0688	-0.2471	1.0249	-10.5249	-1.0767	1.1426	26.8300 
592.329	0.0801	-0.2363	1.0371	-11.3983	-0.8240	1.0052	26.8400 
592.385	0.1011	-0.2490	1.0254	-12.4146	-0.5658	0.9229	26.8300 
592.387	0.1523	-0.2256	1.0474	-13.8977	-0.3461	1.1041	26.8400 
592.389	0.1206	-0.0854	1.0562	-16.0071	-0.1208	1.6809	26.8400 
592.409	0.0762	0.1523	1.5239	-19.3359	0.1154	2.8510	26.8600 
592.431	0.2476	0.0762	1.6831	-25.2411	0.6812	4.5813	26.8500 
592.450	0.5869	-0.3696	1.4795	-34.0576	2.1698	6.2567	26.8400 
592.472	0.4360	-0.0708	1.4595	-44.2914	5.8063	6.7731	26.8300 
592.489	0.8511	0.1309	4.3252	-51.4160	10.3381	4.9274	26.8300 
592.509	1.1597	0.4434	2.1924	-51.3831	11.4807	5.0867	26.8200 
592.531	0.7764	0.2061	0.4390	-48.0377	10.9094	5.3448	26.8300 
592.571	0.5142	0.1646	0.4663	-43.8794	9.9976	4.4220	26.8300 
592.572	0.3154	0.1636	1.0830	-39.9738	8.9813	3.2904	26.8100 
592.588	0.2349	0.1108	1.3057	-35.6946	7.6575	2.4060	26.8200 
592.608	-0.0820	-0.0171	0.9219	-30.3552	6.1469	1.6479	26.8300 
592.628	-0.2666	-0.1001	0.7852	-24.8071	4.7241	1.0986	26.8200 
592.648	-0.3633	-0.1709	1.1089	-19.7314	3.3179	1.0272	26.8200 
592.668	-0.3682	-0.2417	1.3369	-14.9249	1.8677	1.4337	26.8100 
592.687	-0.3105	-0.3643	1.3696	-10.0415	0.3955	2.0654	26.8100 
592.708	-0.2529	-0.4053	1.3271	-5.2020	-1.0327	2.7026	26.7900 
592.758	-0.1470	-0.4199	1.4360	-0.6372	-2.4774	3.2794	26.8000 
592.761	-0.0884	-0.4604	1.5352	3.6200	-4.0100	3.7793	26.8000 
592.767	0.0928	-0.5894	1.8042	7.6575	-5.6140	4.1968	26.8000 
592.787	0.2739	-0.6445	1.8989	11.7224	-7.1521	4.4220	26.7800 
592.808	0.3862	-0.7920	1.6392	15.8313	-8.5199	4.2682	26.7800 
592.827	0.3345	-0.8877	1.3833	19.8688	-9.8822	3.6639	26.7800 
592.847	-0.0229	-0.9795	1.0747	23.7195	-11.3159	2.3840	26.7800 
592.868	-0.2871	-1.1221	0.9614	27.2626	-12.1399	0.0714	26.7900 
592.887	-0.9121	-1.4668	0.7769	30.0256	-11.1017	-3.4442	26.7700 
592.907	-1.0107	-1.6738	0.4370	31.9537	-10.1129	-5.9326	26.7600 
592.929	-0.4482	-1.5767	0.2051	32.4976	-9.1846	-6.9434	26.7700 
592.947	-0.5679	-1.5005	0.2871	31.1737	-7.1576	-6.7181	26.7600 
592.999	0.1113	0.1396	0.8442	27.8943	-4.6198	-5.0098	26.7600 
593.001	1.0112	0.1621	0.9736	24.4556	-3.2794	-2.4280	26.7700 
593.006	-0.6304	-0.1216	1.6899	20.4840	-2.0984	-0.9009	26.7300 
593.026	-0.3267	0.0405	1.9824	16.5839	-1.1865	-0.7745	26.7300 
593.046	-0.0010	-0.3379	1.8320	12.6013	-1.3843	-0.0110	26.7800 
