StartTime: 2018-11-22 16:32:19.868
Time(s)	ax(g)	ay(g)	az(g)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
808.027	0.1538	-0.0747	1.0176	-3.9825	-7.8333	12.0355	25.3900 
808.084	0.1548	-0.0728	1.0166	-3.9825	-7.8387	12.0355	25.4000 
808.088	0.1548	-0.0732	1.0161	-3.9825	-7.8387	12.0355	25.3900 
808.088	0.1528	-0.0737	1.0176	-3.9825	-7.8387	12.0410	25.3800 
808.104	0.1528	-0.0742	1.0176	-3.9880	-7.8387	12.0410	25.3700 
808.124	0.1533	-0.0737	1.0176	-3.9880	-7.8387	12.0355	25.3800 
808.144	0.1563	-0.0737	1.0156	-3.9880	-7.8387	12.0355	25.3800 
808.164	0.1538	-0.0728	1.0181	-3.9825	-7.8387	12.0355	25.4000 
808.183	0.1523	-0.0732	1.0190	-3.9771	-7.8387	12.0355	25.4000 
808.204	0.1523	-0.0732	1.0176	-3.9661	-7.8333	12.0300	25.4000 
808.224	0.1543	-0.0747	1.0181	-3.9606	-7.8333	12.0410	25.4000 
808.277	0.1582	-0.0742	1.0176	-3.9606	-7.8333	12.0520	25.3900 
808.279	0.1572	-0.0771	1.0195	-3.9661	-7.8223	12.0630	25.3900 
808.283	0.1646	-0.0854	1.0273	-3.9661	-7.8003	12.0850	25.4000 
808.303	0.1733	-0.0903	1.0317	-3.9551	-7.7509	12.1124	25.4000 
808.323	0.1860	-0.0835	1.0288	-3.9111	-7.6685	12.1509	25.3900 
808.343	0.1636	-0.0757	1.0288	-3.8782	-7.5806	12.2058	25.4000 
808.363	0.1743	-0.1025	1.0479	-3.9276	-7.5476	12.3157	25.4000 
808.383	0.2070	-0.1226	1.0581	-4.0485	-7.5751	12.4915	25.4000 
808.407	0.3315	-0.1270	1.0161	-4.1748	-7.6794	12.7002	25.4000 
808.423	0.2539	-0.0903	1.0068	-4.1418	-7.7728	12.7222	25.4100 
808.443	0.1865	-0.0576	1.0381	-4.0320	-7.7618	12.5079	25.4100 
808.463	-0.0112	-0.0488	1.0835	-3.8782	-7.7014	12.0959	25.4200 
808.516	-0.0073	-0.0112	0.9761	-3.5870	-7.6575	11.6565	25.4100 
808.520	-0.0103	0.0220	0.9009	-3.3234	-7.7069	11.3324	25.4200 
808.524	0.0503	0.0508	0.7856	-3.2025	-7.8168	11.1346	25.4200 
808.542	0.1333	-0.0122	0.8833	-3.3234	-7.9706	11.1292	25.4100 
808.562	0.1445	-0.0171	0.8892	-3.6639	-8.0804	11.1896	25.4000 
808.582	0.2285	-0.1069	1.0273	-3.9441	-8.0914	11.2115	25.4100 
808.602	0.1729	-0.0708	1.0264	-3.9001	-7.9761	11.1127	25.4000 
808.621	0.1558	-0.0796	1.0430	-3.8727	-7.8882	11.0248	25.3900 
808.644	0.1597	-0.0859	1.0464	-3.7738	-7.7948	10.9314	25.4000 
808.662	0.1724	-0.0854	1.0254	-3.5760	-7.7069	10.8435	25.4100 
808.715	0.1646	-0.0723	1.0225	-3.4277	-7.6630	10.7721	25.4100 
808.717	0.1641	-0.0737	1.0278	-3.3344	-7.6520	10.7336	25.4100 
808.721	0.1631	-0.0674	1.0205	-3.2794	-7.6575	10.7117	25.4000 
808.741	0.1499	-0.0669	1.0229	-3.2794	-7.6740	10.6952	25.4200 
808.761	0.1489	-0.0610	1.0234	-3.2355	-7.6959	10.6622	25.4100 
808.780	0.1563	-0.0596	1.0137	-3.1805	-7.7399	10.6458	25.4100 
808.801	0.1582	-0.0576	1.0156	-3.1421	-7.7783	10.6403	25.4200 
808.821	0.1646	-0.0654	1.0215	-3.1091	-7.8003	10.6403	25.4100 
808.841	0.1484	-0.0630	1.0264	-3.0981	-7.8113	10.6348	25.4200 
808.860	0.1514	-0.0610	1.0234	-3.0762	-7.8278	10.6073	25.4300 
