StartTime: 2018-11-17 10:31:15.081
Time(s)	ax(g)	ay(g)	az(g)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
61.653	0.1318	0.0928	1.0283	3.1696	-3.4442	-1.9995	20.8700 
61.667	0.1284	0.0933	1.0171	3.1311	-3.4387	-1.9885	20.8600 
61.688	0.1216	0.0913	1.0176	3.0981	-3.4332	-2.0105	20.8700 
61.710	0.1226	0.0957	1.0176	3.0762	-3.4387	-2.0654	20.8500 
61.825	0.1289	0.0957	1.0229	3.0597	-3.4387	-2.1423	20.8500 
61.831	0.1318	0.0894	1.0356	3.0267	-3.4222	-2.2412	20.8400 
61.831	0.1235	0.0825	1.0381	2.9883	-3.3948	-2.3840	20.8700 
61.831	0.1035	0.0874	1.0278	2.9608	-3.3508	-2.5763	20.8800 
61.831	0.1050	0.0859	1.0161	2.9498	-3.3344	-2.7795	20.8600 
61.831	0.1089	0.0781	1.0205	2.9224	-3.3179	-2.9828	20.8700 
61.848	0.1094	0.0703	1.0254	2.8839	-3.3014	-3.1750	20.8500 
61.866	0.1177	0.0703	1.0303	2.8345	-3.2849	-3.3563	20.8600 
61.888	0.1206	0.0669	1.0337	2.7905	-3.2794	-3.5266	20.8700 
61.906	0.1196	0.0708	1.0269	2.7466	-3.2794	-3.6859	20.8700 
61.926	0.1162	0.0703	1.0220	2.7081	-3.2794	-3.8342	20.8600 
62.026	0.1123	0.0752	1.0166	2.6697	-3.2684	-3.9716	20.8500 
62.038	0.1128	0.0698	1.0200	2.6147	-3.2465	-4.0814	20.8500 
62.038	0.1035	0.0742	1.0288	2.5488	-3.2135	-4.1803	20.8600 
62.038	0.0991	0.0767	1.0264	2.4939	-3.1805	-4.2682	20.8500 
62.038	0.0977	0.0752	1.0254	2.4500	-3.1586	-4.3506	20.8600 
62.045	0.1006	0.0728	1.0288	2.4115	-3.1476	-4.4220	20.8700 
62.064	0.1118	0.0815	1.0283	2.3730	-3.1311	-4.4769	20.8500 
62.085	0.1108	0.0923	1.0225	2.3456	-3.1091	-4.5374	20.8700 
62.105	0.1040	0.1006	1.0156	2.3401	-3.0762	-4.6143	20.8600 
62.126	0.1006	0.1011	1.0181	2.3456	-3.0432	-4.7131	20.8600 
62.235	0.0903	0.0947	1.0317	2.3566	-3.0048	-4.8175	20.8700 
62.246	0.0820	0.0967	1.0327	2.3840	-2.9553	-4.9329	20.8500 
62.246	0.0952	0.1079	1.0381	2.4115	-2.9004	-5.0262	20.8700 
62.247	0.1001	0.1167	1.0366	2.4335	-2.8455	-5.1251	20.8600 
62.247	0.0898	0.1157	1.0186	2.4445	-2.7905	-5.2515	20.8600 
62.253	0.0830	0.1157	1.0122	2.4554	-2.7356	-5.4272	20.8600 
62.267	0.0703	0.0977	1.0210	2.4500	-2.6752	-5.6415	20.8700 
62.308	0.0713	0.0908	1.0176	2.4390	-2.6093	-5.8722	20.8700 
62.321	0.0742	0.0815	1.0020	2.4225	-2.5543	-6.0864	20.8800 
62.327	0.0762	0.0693	0.9995	2.4060	-2.5104	-6.2787	20.8600 
62.345	0.0898	0.0669	1.0024	2.3840	-2.4829	-6.4435	20.8700 
62.468	0.1055	0.0698	1.0068	2.3730	-2.4774	-6.5808	20.8700 
62.474	0.1196	0.0576	1.0366	2.3676	-2.4884	-6.6852	20.8400 
62.474	0.1226	0.0630	1.0688	2.3730	-2.5104	-6.7566	20.8500 
62.474	0.1245	0.0898	1.0811	2.3895	-2.5214	-6.7950	20.8600 
62.474	0.1333	0.1147	1.0591	2.4005	-2.5214	-6.8115	20.8600 
62.474	0.1572	0.1450	1.0034	2.4115	-2.4994	-6.8115	20.8800 
62.482	0.1616	0.1299	0.9663	2.4115	-2.4719	-6.8005	20.8700 
62.502	0.1445	0.0859	0.9375	2.3895	-2.4664	-6.7896	20.8700 
62.622	0.1382	0.0596	0.9766	2.3511	-2.4884	-6.7731	20.8700 
62.629	0.1611	0.0605	1.0737	2.2852	-2.5488	-6.7126	20.8600 
62.629	0.1743	0.0752	1.1040	2.2302	-2.6312	-6.6138	20.8600 
62.629	0.1753	0.0962	1.0977	2.2083	-2.7136	-6.4709	20.8700 
62.629	0.1689	0.1113	1.0522	2.2083	-2.7686	-6.3007	20.8500 
62.629	0.1631	0.1187	1.0166	2.2137	-2.7850	-6.1249	20.8700 
62.642	0.1592	0.1372	0.9727	2.2302	-2.7905	-5.9491	20.8800 
62.662	0.1572	0.1367	0.9644	2.2467	-2.8015	-5.7953	20.8600 
62.683	0.1528	0.1143	0.9746	2.2467	-2.8290	-5.6635	20.8500 
62.704	0.1479	0.0991	0.9844	2.2302	-2.8619	-5.5371	20.8500 
62.734	0.1587	0.1006	0.9937	2.1973	-2.9114	-5.3833	20.8600 
62.745	0.1704	0.1079	1.0039	2.1588	-2.9663	-5.1910	20.8400 
62.761	0.2070	0.1255	1.0166	2.1204	-3.0322	-4.9548	20.8600 
62.784	0.2236	0.1431	1.0146	2.0929	-3.1201	-4.6967	20.8600 
62.893	0.2168	0.1245	1.0322	2.0490	-3.2025	-4.4604	20.8600 
62.908	0.1968	0.1001	1.0356	1.9940	-3.2794	-4.2517	20.8700 
62.908	0.1772	0.0977	1.0215	1.9556	-3.3344	-4.0540	20.8500 
62.909	0.1733	0.1177	1.0103	1.9446	-3.3838	-3.8342	20.8700 
62.909	0.1982	0.1431	0.9902	1.9446	-3.4442	-3.5706	20.8500 
62.915	0.2085	0.1431	0.9858	1.9446	-3.4991	-3.3014	20.8600 
62.929	0.2036	0.1274	0.9922	1.9446	-3.5376	-3.0322	20.8500 
63.055	0.1978	0.1152	1.0068	1.9336	-3.5541	-2.7795	20.8600 
63.061	0.1938	0.1055	1.0239	1.9226	-3.5651	-2.5159	20.8500 
63.061	0.2007	0.1128	1.0317	1.9281	-3.5706	-2.2192	20.8500 
63.061	0.2212	0.1338	1.0381	1.9501	-3.5760	-1.8896	20.8600 
63.061	0.2363	0.1597	1.0371	1.9830	-3.5980	-1.5381	20.8500 
63.061	0.2524	0.1782	1.0376	2.0215	-3.6310	-1.1865	20.8600 
63.061	0.2549	0.1860	1.0347	2.0709	-3.6530	-0.8459	20.8500 
63.088	0.2441	0.1709	1.0327	2.1368	-3.6639	-0.5328	20.8500 
63.100	0.2275	0.1484	1.0425	2.2028	-3.6639	-0.2197	20.8500 
63.120	0.2036	0.1333	1.1299	2.2412	-3.6310	0.0934	20.8700 
63.140	0.2134	0.1553	1.1377	2.2687	-3.5870	0.4340	20.8600 
63.160	0.2197	0.1260	1.0854	2.3016	-3.5541	0.7910	20.8500 
63.265	0.1958	0.1040	1.0864	2.3346	-3.4882	1.0822	20.8500 
63.278	0.1362	0.0605	1.0762	2.3785	-3.4387	1.3239	20.8700 
63.278	0.1055	0.0605	1.0376	2.4719	-3.4387	1.5381	20.8700 
63.278	0.0933	0.0171	0.9736	2.5873	-3.5156	1.7908	20.8600 
