StartTime: 2018-11-17 10:34:18.293
Time(s)	ax(g)	ay(g)	az(g)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
60.546	0.1357	0.1211	1.0264	4.4495	-2.8455	-4.9933	20.1400 
60.568	0.1431	0.1157	1.0259	4.4220	-2.8674	-4.8669	20.1400 
60.594	0.1328	0.1099	1.0210	4.3781	-2.8674	-4.7955	20.1300 
60.614	0.1191	0.1074	1.0181	4.3396	-2.8619	-4.7845	20.1300 
60.634	0.1113	0.0977	1.0269	4.2847	-2.8455	-4.8175	20.1400 
60.645	0.0991	0.0903	1.0259	4.2297	-2.8290	-4.8724	20.1500 
60.740	0.1099	0.1006	1.0254	4.1858	-2.8235	-4.9164	20.1500 
60.751	0.1274	0.1011	1.0303	4.1418	-2.8235	-4.9548	20.1400 
60.751	0.1299	0.0996	1.0332	4.0814	-2.8180	-5.0098	20.1400 
60.751	0.1201	0.0952	1.0278	4.0210	-2.8015	-5.1086	20.1600 
60.752	0.1079	0.0928	1.0210	3.9771	-2.7850	-5.2515	20.1500 
60.769	0.1001	0.0737	1.0195	3.9331	-2.7631	-5.4108	20.1500 
60.787	0.0928	0.0542	1.0317	3.8837	-2.7411	-5.5811	20.1600 
60.805	0.0835	0.0532	1.0313	3.8507	-2.7191	-5.7513	20.1500 
60.826	0.0825	0.0791	1.0225	3.8617	-2.7136	-5.9106	20.1500 
60.942	0.0996	0.1025	1.0156	3.8837	-2.7356	-6.0370	20.1600 
60.948	0.1084	0.1045	1.0249	3.8947	-2.7740	-6.1523	20.1600 
60.948	0.1104	0.1099	1.0239	3.8837	-2.8015	-6.2897	20.1600 
60.948	0.1045	0.1108	1.0259	3.8672	-2.8235	-6.4215	20.1500 
60.948	0.0967	0.1113	1.0356	3.8342	-2.8345	-6.5149	20.1500 
60.948	0.0923	0.1084	1.0356	3.7903	-2.8290	-6.5753	20.1400 
60.965	0.1055	0.1328	1.0239	3.7354	-2.8015	-6.5918	20.1500 
60.983	0.1025	0.1304	1.0083	3.6694	-2.7850	-6.5918	20.1600 
61.003	0.0942	0.1167	1.0161	3.5815	-2.7850	-6.6028	20.1600 
61.023	0.0942	0.1025	1.0322	3.4827	-2.7905	-6.6357	20.1600 
61.044	0.0879	0.0864	1.0361	3.3783	-2.7905	-6.6852	20.1400 
61.141	0.0767	0.0972	1.0283	3.3124	-2.7740	-6.7346	20.1500 
61.151	0.0796	0.1094	1.0205	3.2684	-2.7466	-6.7621	20.1600 
61.151	0.0786	0.1079	1.0352	3.2135	-2.6971	-6.7841	20.1700 
61.151	0.0845	0.1084	1.0396	3.1641	-2.6202	-6.8225	20.1500 
61.151	0.0908	0.1294	1.0317	3.1421	-2.5378	-6.8665	20.1500 
61.163	0.1016	0.1338	1.0313	3.1146	-2.4445	-6.9269	20.1600 
61.182	0.0884	0.1221	1.0278	3.0652	-2.3346	-7.0148	20.1500 
