StartTime: 2018-11-10 20:49:14.986
Time(s)	ax(g)	ay(g)	az(g) 
526.846	-0.8921	-0.1094	0.2622 
526.862	-0.8945	-0.1118	0.2686 
526.878	-0.8936	-0.1133	0.2744 
526.909	-0.8960	-0.1138	0.2778 
526.924	-0.8965	-0.1108	0.2671 
526.940	-0.8965	-0.1147	0.2593 
527.018	-0.8960	-0.1177	0.2578 
527.034	-0.8955	-0.1172	0.2617 
527.034	-0.8975	-0.1157	0.2637 
527.034	-0.8970	-0.1167	0.2671 
527.049	-0.8965	-0.1152	0.2637 
527.065	-0.8975	-0.1152	0.2642 
527.081	-0.8970	-0.1133	0.2607 
527.096	-0.8979	-0.1143	0.2588 
527.128	-0.8999	-0.1133	0.2666 
527.206	-0.8975	-0.1118	0.2617 
527.221	-0.8999	-0.1104	0.2632 
527.221	-0.8979	-0.1074	0.2568 
527.221	-0.8970	-0.1079	0.2544 
527.237	-0.8975	-0.1035	0.2651 
527.253	-0.9014	-0.1021	0.2637 
527.284	-0.8970	-0.1021	0.2637 
527.284	-0.9053	-0.0928	0.2715 
527.315	-0.9043	-0.0811	0.2778 
527.393	-0.9209	-0.0688	0.2959 
527.409	-0.9043	-0.0688	0.3154 
527.409	-1.1470	0.0962	0.3623 
527.409	-1.0796	0.0269	0.3867 
527.409	-1.0288	-0.0215	0.5186 
527.424	-1.0991	-0.0386	0.5933 
527.440	-1.2075	0.1426	0.6133 
527.471	-0.9497	0.1543	0.4380 
527.487	-0.8428	0.3564	0.3931 
527.503	-0.8335	0.4521	0.2920 
527.581	-0.7104	0.4937	0.1729 
527.596	-0.6606	0.5151	0.1279 
527.596	-0.6650	0.4697	0.1338 
527.596	-0.6772	0.4097	0.1904 
527.612	-0.7129	0.2695	0.2568 
527.628	-0.7661	0.1851	0.2998 
527.659	-0.8223	0.1060	0.2920 
527.674	-0.8809	0.0532	0.2915 
527.690	-0.9639	-0.0078	0.3242 
527.706	-0.9834	-0.0474	0.3428 
527.721	-0.9629	-0.0137	0.3774 
527.753	-0.9185	0.0259	0.3765 
527.831	-0.9199	0.0391	0.3560 
527.846	-0.9355	0.0210	0.3535 
527.846	-0.9424	-0.0215	0.3652 
527.846	-0.9395	-0.0796	0.3784 
527.846	-0.9243	-0.2427	0.3726 
527.878	-0.9209	-0.3774	0.3608 
527.893	-0.8853	-0.5605	0.3491 
527.909	-0.8662	-0.6123	0.3442 
527.940	-1.2080	-0.2295	0.1812 
528.018	-0.7456	0.2412	0.4268 
528.034	-0.8579	0.3379	0.3198 
528.034	-0.9565	-0.0234	0.2222 
528.034	-1.0400	-0.1523	0.3477 
528.034	-0.9697	-0.1201	0.3857 
528.049	-0.9619	-0.1792	0.3340 
528.065	-0.9014	-0.1406	0.3628 
528.096	-0.9858	-0.2485	0.2383 
528.112	-0.9434	-0.1367	0.1978 
528.128	-0.9170	-0.0820	0.2070 
528.206	-0.9238	-0.0815	0.1880 
528.221	-0.9175	-0.0737	0.2139 
528.221	-0.9321	-0.0981	0.2266 
528.221	-0.9248	-0.1089	0.2319 
